contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
group_56389922_bot_5b7b722f970e61e78b5abbfbae051183,test,Bot,300,4,2.0,1,0.5,150.0,150.0,207.889,0.49,147.0,75.0,10.0,134.707,0.685,68.5,42.857,8.0,81.284,0.735,31.5,2.0,2.0,1.414,0.25,1.0,144.292,8.364,270.164,0.55,130.22,1.415,0.77,1.711,0.588,2.632,3.406,1.092,8.303,0.729,2.725,0.658,0.06,1.165,0.757,0.668
project_42817607_bot_a8244e73f1daf844c1fa6e91f7f3eb04,test,Bot,112,1,1.0,1,1.0,112.0,112.0,0.0,0.0,0.0,112.0,112.0,0.0,0.0,0.0,112.0,112.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2053.386,2053.386,0.0,0.0,0.0,,,0.0,0.0,,18.499,13.279,22.008,0.542,18.195,,,0.0,0.0,
group_56389922_bot_d5acfd3f236b75a39c7a05d8424e5448,test,Bot,295,4,2.0,2,1.0,147.5,147.5,205.768,0.493,145.5,73.75,39.0,99.269,0.596,101.25,59.0,60.0,61.168,0.508,87.0,2.0,2.0,1.414,0.25,1.0,292.806,336.005,303.773,0.175,408.014,29.997,28.005,22.03,0.35,29.993,5.388,0.001,15.017,0.878,0.001,6.235,0.0,17.112,0.866,0.0
project_40916776_bot_1b87eb13b8a1e9905daaeef23145fa68,test,Bot,93,1,1.0,1,1.0,93.0,93.0,0.0,0.0,0.0,93.0,93.0,0.0,0.0,0.0,93.0,93.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2164.831,2164.831,0.0,0.0,0.0,,,0.0,0.0,,23.531,9.882,40.199,0.663,22.148,,,0.0,0.0,
project_430285_bot_70904fb10342485479573b9773c04385,test,Bot,21,2,1.0,1,1.0,21.0,21.0,0.0,0.0,0.0,10.5,10.5,13.435,0.452,9.5,21.0,21.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,146.512,146.512,0.0,0.0,0.0,,,0.0,0.0,,7.326,4.341,11.111,0.646,8.538,0.045,0.045,0.0,0.0,0.0
project_430285_bot_fd77d0789f6bca571bf21d19023c6d86,test,Bot,157,2,1.0,1,1.0,157.0,157.0,0.0,0.0,0.0,78.5,78.5,109.602,0.494,77.5,157.0,157.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1451.745,1451.745,0.0,0.0,0.0,,,0.0,0.0,,9.306,2.817,16.696,0.712,9.273,2.759,2.759,0.0,0.0,0.0
project_430285_bot_50b118267442859ba0f8b7b2fe384a28,test,Bot,186,6,1.0,1,1.0,186.0,186.0,0.0,0.0,0.0,31.0,14.5,36.932,0.572,50.75,186.0,186.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1453.241,1453.241,0.0,0.0,0.0,,,0.0,0.0,,7.855,0.003,20.579,0.866,1.687,8.1,0.003,20.862,0.861,0.859
project_4149988_bot_f13e10c1e5f1decbe8427389ecf1d9e9,test,Bot,6,2,1.0,1,1.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,432.354,432.354,0.0,0.0,0.0,,,0.0,0.0,,86.471,0.002,131.952,0.676,133.811,0.001,0.0,0.001,0.417,0.001
project_4149988_bot_fcce6e2292ad895981a769160373b9b4,test,Bot,12,1,1.0,1,1.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2015.282,2015.282,0.0,0.0,0.0,,,0.0,0.0,,183.207,151.042,237.602,0.5,102.424,,,0.0,0.0,
project_1083469_bot_85991a4c5d3ea1ea7bfdfd99a0ee859c,test,Bot,13,1,1.0,1,1.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017.012,2017.012,0.0,0.0,0.0,,,0.0,0.0,,168.084,167.995,2.382,0.005,0.039,,,0.0,0.0,
project_39683789_bot_dee396b4d99605ba9e4d730fbdf6bf09,test,Bot,6,2,1.0,1,1.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,2.828,0.333,2.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.685,0.685,0.0,0.0,0.0,,,0.0,0.0,,0.137,0.072,0.166,0.561,0.144,0.171,0.171,0.0,0.0,0.0
lilypond-bot,test,Bot,108,1,1.0,1,1.0,108.0,108.0,0.0,0.0,0.0,108.0,108.0,0.0,0.0,0.0,108.0,108.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2130.313,2130.313,0.0,0.0,0.0,,,0.0,0.0,,19.909,6.171,30.463,0.689,31.121,,,0.0,0.0,
project_18899486_bot_e2d93076458c73e2ae2466ffe3add2a1,test,Bot,29,2,1.0,1,1.0,29.0,29.0,0.0,0.0,0.0,14.5,14.5,19.092,0.466,13.5,29.0,29.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1324.139,1324.139,0.0,0.0,0.0,,,0.0,0.0,,47.291,12.887,78.843,0.706,44.871,0.026,0.026,0.0,0.0,0.0
cki-admin-bot,test,Bot,179,2,2.0,1,0.5,89.5,89.5,70.004,0.277,49.5,89.5,89.5,7.778,0.031,5.5,4.475,2.0,3.843,0.422,4.0,2.0,2.0,0.0,0.0,0.0,39.835,0.001,70.464,0.715,70.343,14.59,8.667,18.154,0.557,10.886,12.148,1.395,23.618,0.764,12.751,9.619,0.473,17.921,0.772,11.271
cki-bot,test,Bot,300,1,2.0,2,1.0,150.0,150.0,70.711,0.167,50.0,300.0,300.0,0.0,0.0,0.0,3.896,2.0,4.093,0.494,4.0,1.0,1.0,0.0,0.0,0.0,5.777,0.87,10.788,0.622,5.734,3.898,1.693,4.981,0.61,3.997,2.478,0.666,4.417,0.732,2.464,,,0.0,0.0,
cki-kwf-bot,test,Bot,75,3,4.0,2,0.5,18.75,19.5,14.198,0.363,13.75,25.0,13.0,31.749,0.533,30.0,1.415,1.0,0.819,0.234,1.0,1.75,2.0,0.5,0.107,0.25,0.108,0.0,0.312,0.547,0.019,0.259,0.084,0.417,0.683,0.207,0.26,0.084,0.415,0.678,0.248,0.249,0.168,0.282,0.517,0.192
cki-backport-bot,test,Bot,300,3,4.0,1,0.25,75.0,75.0,42.724,0.247,74.0,100.0,149.0,85.738,0.331,74.5,1.031,1.0,0.192,0.029,0.0,1.25,1.0,0.5,0.15,0.25,0.173,0.0,2.704,0.831,0.0,5.483,0.003,28.515,0.928,0.125,5.486,0.007,28.192,0.927,0.167,5.451,0.003,28.42,0.928,0.134
imagebuilder-bot,test,Bot,294,5,10.0,3,0.3,29.4,6.0,35.362,0.592,51.5,58.8,5.0,78.043,0.601,104.0,1.624,1.0,1.221,0.304,1.0,2.0,2.0,0.471,0.09,0.0,0.746,0.0,2.891,0.734,0.077,2.001,0.465,4.696,0.776,1.055,1.69,0.412,4.15,0.774,1.017,1.846,0.532,4.294,0.745,0.919
tikibot,test,Bot,297,2,3.0,2,0.667,99.0,16.0,145.496,0.568,126.5,148.5,148.5,188.798,0.449,133.5,7.071,2.0,10.05,0.617,7.0,1.667,2.0,0.577,0.133,0.5,37.373,1.866,59.919,0.599,58.149,7.327,5.448,7.808,0.527,6.278,6.318,3.08,8.762,0.599,6.825,8.888,1.79,15.061,0.706,11.46
cki-ci-bot,test,Bot,245,5,8.0,3,0.375,30.625,21.5,31.218,0.522,46.25,49.0,53.0,37.37,0.367,35.0,2.356,2.0,2.512,0.418,2.0,2.375,2.0,1.506,0.322,2.25,0.82,0.002,2.507,0.794,0.176,2.825,0.735,5.36,0.737,2.985,1.542,0.018,3.998,0.84,0.97,1.398,0.002,4.207,0.881,0.375
cki-ark-bot,test,Bot,253,4,1.0,1,1.0,253.0,253.0,0.0,0.0,0.0,63.25,36.5,71.332,0.489,63.25,253.0,253.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1320.885,1320.885,0.0,0.0,0.0,,,0.0,0.0,,5.242,0.001,10.001,0.78,0.911,0.978,0.001,5.237,0.957,0.0
service_account_group_59800588_5b856dc377465a1db9d1212fddf584f3,test,Bot,255,5,18.0,5,0.278,14.167,1.5,42.896,0.811,6.0,51.0,54.0,39.919,0.38,48.0,2.237,1.0,2.756,0.454,1.0,2.167,1.5,1.465,0.343,2.0,4.421,0.0,17.064,0.794,0.001,3.641,0.001,11.655,0.894,0.001,3.604,0.001,12.467,0.913,0.001,7.247,0.001,17.079,0.832,0.003
html-validate-bot,test,Bot,300,5,25.0,1,0.04,12.0,8.0,11.269,0.382,7.0,60.0,3.0,83.12,0.629,114.0,2.632,2.0,1.947,0.328,2.0,2.16,2.0,0.554,0.068,0.0,0.028,0.001,0.195,0.874,0.01,0.266,0.014,1.646,0.924,0.021,0.111,0.009,1.019,0.935,0.014,0.048,0.006,0.209,0.901,0.011
project_65271576_bot_b1536fd80e97ecd45130660fde570b1f,test,Bot,23,2,1.0,1,1.0,23.0,23.0,0.0,0.0,0.0,11.5,11.5,14.849,0.457,10.5,23.0,23.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,971.606,971.606,0.0,0.0,0.0,,,0.0,0.0,,44.164,8.996,63.261,0.67,67.125,26.657,26.657,0.0,0.0,0.0
project_22820629_bot_cbc9e007e1c4005d5d848f10a895abd1,test,Bot,25,2,1.0,1,1.0,25.0,25.0,0.0,0.0,0.0,12.5,12.5,10.607,0.3,7.5,25.0,25.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1586.659,1586.659,0.0,0.0,0.0,,,0.0,0.0,,66.111,6.883,105.6,0.728,98.473,73.34,26.554,104.624,0.662,117.879
sahbot,test,Bot,289,3,77.0,16,0.208,3.753,2.0,3.171,0.386,2.0,96.333,142.0,82.585,0.334,72.5,1.46,1.0,0.566,0.188,1.0,1.909,2.0,0.332,0.055,0.0,0.106,0.0,1.396,0.968,0.0,1.291,0.036,4.565,0.867,0.498,0.956,0.017,3.929,0.9,0.231,1.072,0.018,4.417,0.909,0.244
group_6326218_bot_9d9ca8037e956312eed263446ba87e1a,test,Bot,171,2,24.0,6,0.25,7.125,1.5,23.285,0.764,2.0,85.5,85.5,33.234,0.137,23.5,3.638,1.0,9.613,0.632,2.0,1.208,1.0,0.415,0.136,0.0,17.189,0.0,75.322,0.846,0.124,6.437,5.827,6.149,0.522,10.5,6.494,0.897,8.718,0.671,11.605,3.649,0.003,6.954,0.791,3.591
tbc-bot,test,Bot,251,7,31.0,3,0.097,8.097,8.0,6.426,0.384,7.0,35.857,36.0,20.4,0.297,24.0,1.976,1.0,1.858,0.379,1.0,3.387,4.0,1.383,0.218,1.0,0.065,0.0,0.639,0.966,0.001,3.3,0.011,12.314,0.924,0.028,1.696,0.002,8.886,0.955,0.012,1.303,0.002,6.245,0.954,0.008
project_13831684_bot_f32bbd5a1ce2999593a10380eaf8557a,test,Bot,95,2,1.0,1,1.0,95.0,95.0,0.0,0.0,0.0,47.5,47.5,65.761,0.489,46.5,95.0,95.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1549.995,1549.995,0.0,0.0,0.0,,,0.0,0.0,,16.489,3.684,30.916,0.733,17.414,1.355,1.355,0.0,0.0,0.0
group_7003188_bot_4f0a14a1ffaa54b5c9253655dcc3aa8d,test,Bot,98,3,7.0,2,0.286,14.0,14.0,11.576,0.429,16.5,32.667,1.0,54.848,0.646,47.5,2.882,1.0,5.002,0.548,1.0,1.143,1.0,0.378,0.107,0.0,23.522,0.0,61.505,0.685,1.391,39.239,6.858,63.386,0.712,27.826,21.594,0.976,45.946,0.809,20.228,52.317,11.443,90.017,0.593,63.616
group_7003188_bot_1c43791bfaf6fa383edb61b41b542d37,test,Bot,89,4,8.0,3,0.375,11.125,10.5,6.686,0.31,7.5,22.25,17.0,18.099,0.368,16.25,4.684,4.0,2.75,0.324,4.0,2.5,2.5,0.926,0.188,1.0,28.009,0.002,84.833,0.877,0.077,85.3,19.715,125.593,0.683,147.903,23.495,0.0,74.323,0.879,0.019,20.867,0.001,70.286,0.904,0.043
project_12547113_bot_b8224086cb676225f2e4ef4aa7bab4be,test,Bot,124,2,1.0,1,1.0,124.0,124.0,0.0,0.0,0.0,62.0,62.0,86.267,0.492,61.0,124.0,124.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1454.082,1454.082,0.0,0.0,0.0,,,0.0,0.0,,11.822,4.286,19.846,0.679,15.819,8.957,8.957,0.0,0.0,0.0
project_12547113_bot_449d35270874b50867c0421ccdb3dbfd,test,Bot,63,1,1.0,1,1.0,63.0,63.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,175.325,175.325,0.0,0.0,0.0,,,0.0,0.0,,2.828,0.513,6.453,0.785,1.725,,,0.0,0.0,
project_12547113_bot_dd3f8407827b3a2117a9443742505cff,test,Bot,60,3,1.0,1,1.0,60.0,60.0,0.0,0.0,0.0,20.0,29.0,16.462,0.322,14.5,60.0,60.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1413.431,1413.431,0.0,0.0,0.0,,,0.0,0.0,,23.956,0.001,53.07,0.833,1.681,22.249,0.001,51.431,0.846,0.006
project_37860711_bot_d42bd95d96d7c144d5c27aa7b9707c28,test,Bot,9,2,1.0,1,1.0,9.0,9.0,0.0,0.0,0.0,4.5,4.5,4.95,0.389,3.5,9.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1923.32,1923.32,0.0,0.0,0.0,,,0.0,0.0,,240.415,325.095,167.043,0.349,275.718,88.761,88.761,0.0,0.0,0.0
project_37860711_bot_f160792279140129f8d274a55325322c,test,Bot,8,2,1.0,1,1.0,8.0,8.0,0.0,0.0,0.0,4.0,4.0,4.243,0.375,3.0,8.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1923.264,1923.264,0.0,0.0,0.0,,,0.0,0.0,,274.752,336.185,147.531,0.257,151.222,88.721,88.721,0.0,0.0,0.0
project_32950782_bot_676e94dbaba63ca2192d97337d2ec2ad,test,Bot,131,2,1.0,1,1.0,131.0,131.0,0.0,0.0,0.0,65.5,65.5,91.217,0.492,64.5,131.0,131.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1334.834,1334.834,0.0,0.0,0.0,,,0.0,0.0,,10.268,2.487,29.255,0.777,6.073,0.628,0.628,0.0,0.0,0.0
project_1641463_bot_a011c902ee78fa1607870cd59eb1d454,test,Bot,51,1,1.0,1,1.0,51.0,51.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1871.969,1871.969,0.0,0.0,0.0,,,0.0,0.0,,37.439,0.001,71.781,0.765,48.0,,,0.0,0.0,
rybot,test,Bot,165,1,1.0,1,1.0,165.0,165.0,0.0,0.0,0.0,165.0,165.0,0.0,0.0,0.0,165.0,165.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2173.821,2173.821,0.0,0.0,0.0,,,0.0,0.0,,13.255,10.321,15.397,0.455,14.815,,,0.0,0.0,
group_2452873_bot_c753d848f7cfc2edc234301f571b4d3c,test,Bot,172,1,17.0,1,0.059,10.118,5.0,11.672,0.553,10.0,172.0,172.0,0.0,0.0,0.0,1.354,1.0,0.841,0.221,0.0,1.0,1.0,0.0,0.0,0.0,2.583,0.0,8.876,0.61,0.0,14.683,6.437,20.277,0.615,12.121,12.737,5.38,18.427,0.633,11.096,,,0.0,0.0,
project_39903947_bot_7ec79239d246a8e5d3c811a7cddba44e,test,Bot,75,2,1.0,1,1.0,75.0,75.0,0.0,0.0,0.0,37.5,37.5,51.619,0.487,36.5,75.0,75.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,302.943,302.943,0.0,0.0,0.0,,,0.0,0.0,,4.094,0.611,10.23,0.802,3.602,0.049,0.049,0.0,0.0,0.0
project_42451983_bot_3634f85b729cc615f28b2c5c006d7c60,test,Bot,61,1,1.0,1,1.0,61.0,61.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2157.715,2157.715,0.0,0.0,0.0,,,0.0,0.0,,35.962,24.0,68.843,0.33,1.003,,,0.0,0.0,
service_account_group_59800588_0f6fd8e977a6c86f7522a46f254943dc,test,Bot,205,5,40.0,5,0.125,5.125,3.0,5.525,0.376,2.0,41.0,48.0,25.02,0.297,30.0,1.83,1.0,1.755,0.312,1.0,3.125,3.0,0.607,0.077,0.0,0.056,0.0,0.322,0.934,0.001,0.792,0.005,5.098,0.954,0.018,0.462,0.003,3.778,0.966,0.008,0.554,0.002,4.184,0.965,0.007
group_65781592_bot_10f9b39957a4fffd40f0e0274ab938c4,test,Bot,93,4,2.0,1,0.5,46.5,46.5,17.678,0.134,12.5,23.25,22.0,19.068,0.395,20.25,2.325,2.0,1.913,0.363,1.25,4.0,4.0,0.0,0.0,0.0,5.412,0.002,26.662,0.919,0.016,35.031,0.04,64.565,0.784,21.492,17.203,0.017,47.78,0.891,0.146,12.399,0.014,43.214,0.923,0.036
project_44832549_bot_03f92d37326c887e2c4cbab93b88fd96,test,Bot,106,5,1.0,1,1.0,106.0,106.0,0.0,0.0,0.0,21.2,5.0,31.847,0.623,13.0,106.0,106.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,991.979,991.979,0.0,0.0,0.0,,,0.0,0.0,,9.447,0.0,53.616,0.874,0.0,39.679,0.0,105.864,0.839,0.001
vls-bot,test,Bot,19,1,1.0,1,1.0,19.0,19.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2010.516,2010.516,0.0,0.0,0.0,,,0.0,0.0,,111.695,41.226,133.35,0.576,144.852,,,0.0,0.0,
project_46519181_bot_4fb290001473e8da9660b5693528052a,test,Bot,287,1,1.0,1,1.0,287.0,287.0,0.0,0.0,0.0,287.0,287.0,0.0,0.0,0.0,287.0,287.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2179.55,2179.55,0.0,0.0,0.0,,,0.0,0.0,,7.621,2.586,17.403,0.719,6.647,,,0.0,0.0,
group_11547342_bot_2109d40483336b6cd2bb1c570aedb817,test,Bot,252,3,16.0,1,0.062,15.75,17.0,5.273,0.178,6.25,84.0,48.0,63.222,0.291,55.0,1.392,1.0,0.573,0.191,1.0,2.688,3.0,0.704,0.097,0.0,0.026,0.0,0.093,0.793,0.001,0.628,0.155,1.989,0.801,0.199,0.469,0.111,1.703,0.826,0.203,0.276,0.088,0.846,0.791,0.2
lkft-bot,test,Bot,190,3,6.0,4,0.667,31.667,37.5,22.598,0.356,29.0,63.333,43.0,71.696,0.488,69.5,2.043,2.0,1.525,0.335,2.0,2.333,2.5,0.816,0.167,1.0,3.612,0.001,10.944,0.804,0.594,4.757,2.356,5.655,0.62,8.355,4.093,0.649,6.807,0.722,5.334,1.862,0.044,3.618,0.805,1.727
project_19168116_bot_16862f3c25076feb1242be2daf5fd0c5,test,Bot,32,2,1.0,1,1.0,32.0,32.0,0.0,0.0,0.0,16.0,16.0,4.243,0.094,3.0,32.0,32.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2064.01,2064.01,0.0,0.0,0.0,,,0.0,0.0,,66.581,23.996,139.353,0.764,48.006,44.307,11.995,122.506,0.803,24.0
project_19168116_bot_01c4d50f7f8a8c70cda8a2058024838c,test,Bot,220,1,1.0,1,1.0,220.0,220.0,0.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2175.559,2175.559,0.0,0.0,0.0,,,0.0,0.0,,9.934,3.243,17.992,0.697,9.198,,,0.0,0.0,
project_17599543_bot_e4d0a07ae8cb8ab4d58d027b57caa5e1,test,Bot,298,1,1.0,1,1.0,298.0,298.0,0.0,0.0,0.0,298.0,298.0,0.0,0.0,0.0,298.0,298.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,987.382,987.382,0.0,0.0,0.0,,,0.0,0.0,,3.325,0.003,9.089,0.868,1.322,,,0.0,0.0,
project_17599543_bot_301fc5196d400b4b3e94832c66c6619e,test,Bot,135,1,1.0,1,1.0,135.0,135.0,0.0,0.0,0.0,135.0,135.0,0.0,0.0,0.0,135.0,135.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,81.271,81.271,0.0,0.0,0.0,,,0.0,0.0,,0.606,0.016,3.056,0.94,0.062,,,0.0,0.0,
group_2750817_bot_7524e552e4fd2f2808784981efe6a190,test,Bot,153,3,6.0,1,0.167,25.5,24.5,2.95,0.056,5.25,51.0,47.0,6.928,0.052,6.0,1.912,2.0,0.944,0.263,2.0,3.0,3.0,0.0,0.0,0.0,7.291,0.0,59.733,0.972,0.002,10.452,0.002,42.067,0.899,3.614,9.27,0.001,52.722,0.952,0.072,6.55,0.001,34.276,0.943,0.092
project_27428957_bot_9295a4e20b10f069c424738f9a676c7e,test,Bot,5,1,1.0,1,1.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1703.231,1703.231,0.0,0.0,0.0,,,0.0,0.0,,425.808,350.296,269.149,0.289,307.921,,,0.0,0.0,
tuxedo_bot,test,Bot,134,2,2.0,1,0.5,67.0,67.0,26.87,0.142,19.0,67.0,67.0,0.0,0.0,0.0,4.188,2.0,4.2,0.397,2.0,2.0,2.0,0.0,0.0,0.0,17.006,0.001,58.663,0.907,3.105,48.734,4.336,128.969,0.826,15.741,15.451,0.002,67.618,0.914,3.405,15.796,0.001,71.329,0.924,3.27
sosy-bot,test,Bot,293,5,5.0,2,0.4,58.6,51.0,52.204,0.43,101.0,58.6,4.0,113.057,0.74,24.0,2.817,2.0,2.925,0.462,2.0,2.2,2.0,1.304,0.291,2.0,7.646,0.002,19.11,0.707,3.408,5.868,3.42,7.44,0.571,5.837,4.793,1.294,8.175,0.71,5.03,5.511,1.308,9.391,0.72,5.031
project_44042130_bot_6a748251ed338313e01f6ff147fd9943,test,Bot,7,2,1.0,1,1.0,7.0,7.0,0.0,0.0,0.0,3.5,3.5,0.707,0.071,0.5,7.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,653.882,653.882,0.0,0.0,0.0,,,0.0,0.0,,108.98,28.418,203.458,0.72,56.13,296.8,296.8,316.731,0.377,223.963
project_32123684_bot_be425336386caa73c30c0e9c056321b8,test,Bot,31,1,1.0,1,1.0,31.0,31.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2055.742,2055.742,0.0,0.0,0.0,,,0.0,0.0,,68.525,40.8,70.083,0.549,146.789,,,0.0,0.0,
ecg_cicd_readonly,test,Bot,51,1,2.0,2,1.0,25.5,25.5,13.435,0.186,9.5,51.0,51.0,0.0,0.0,0.0,8.5,7.0,7.583,0.448,9.25,1.0,1.0,0.0,0.0,0.0,279.977,36.987,406.623,0.581,593.535,37.002,20.051,34.266,0.439,58.673,37.297,0.003,129.787,0.899,16.08,,,0.0,0.0,
ecg_cicd,test,Bot,266,4,5.0,3,0.6,53.2,24.0,87.308,0.654,25.0,66.5,73.5,44.755,0.316,62.0,5.783,2.0,12.989,0.673,3.75,3.4,3.0,0.548,0.071,1.0,12.021,0.001,50.784,0.889,0.032,7.978,0.003,18.76,0.838,0.023,3.442,0.001,10.701,0.901,0.002,3.661,0.001,11.371,0.898,0.002
group_67740146_bot_7c548ecafb02767811ea1226de16525a,test,Bot,293,6,2.0,1,0.5,146.5,146.5,130.815,0.316,92.5,48.833,40.5,51.456,0.516,78.0,8.371,4.0,11.123,0.561,6.5,5.0,5.0,1.414,0.1,1.0,21.176,0.026,39.282,0.758,24.013,12.575,7.001,16.609,0.608,15.801,4.002,0.006,12.117,0.892,0.039,4.326,0.002,12.999,0.89,0.031
goldenbot,test,Bot,288,6,37.0,6,0.162,7.784,5.0,6.201,0.426,9.0,48.0,31.0,63.482,0.603,55.5,1.986,2.0,1.889,0.337,1.0,2.757,3.0,0.895,0.141,0.0,0.054,0.001,0.26,0.904,0.003,1.595,0.085,4.299,0.865,0.34,0.828,0.018,3.139,0.919,0.145,0.946,0.014,3.654,0.927,0.144
project_18741849_bot_0043dba7678c07339a15902cd5914876,test,Bot,35,1,1.0,1,1.0,35.0,35.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1845.042,1845.042,0.0,0.0,0.0,,,0.0,0.0,,54.266,0.319,102.78,0.794,80.821,,,0.0,0.0,
project_13284652_bot_2543ca0eba500916f6eda618379f4d80,test,Bot,190,1,1.0,1,1.0,190.0,190.0,0.0,0.0,0.0,190.0,190.0,0.0,0.0,0.0,190.0,190.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,704.583,704.583,0.0,0.0,0.0,,,0.0,0.0,,3.728,1.664,7.05,0.656,3.937,,,0.0,0.0,
project_56933558_bot_36e281ee2e14cd7a0f83ceda95b5ba16,test,Bot,55,1,1.0,1,1.0,55.0,55.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1929.821,1929.821,0.0,0.0,0.0,,,0.0,0.0,,35.737,14.999,47.274,0.636,64.193,,,0.0,0.0,
group_53986711_bot_92822790c8858b5599712ccf944c70dd,test,Bot,41,3,12.0,3,0.25,3.417,3.0,1.929,0.262,0.25,13.667,12.0,2.887,0.081,2.5,2.412,3.0,0.939,0.172,2.0,2.667,3.0,0.778,0.104,0.0,0.001,0.001,0.001,0.324,0.001,119.829,49.67,146.466,0.62,187.003,47.932,0.001,108.56,0.84,17.438,38.896,0.001,98.747,0.868,0.004
project_20709159_bot_634d0086ed2e482c9e4a46885aee794a,test,Bot,6,2,1.0,1,1.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,2.828,0.333,2.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1212.711,1212.711,0.0,0.0,0.0,,,0.0,0.0,,242.542,169.74,293.208,0.574,328.1,706.258,706.258,0.0,0.0,0.0
project_20709159_bot_50ab284ad923fb28343eefc783ba3bf4,test,Bot,254,4,1.0,1,1.0,254.0,254.0,0.0,0.0,0.0,63.5,20.0,101.264,0.663,81.5,254.0,254.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1452.549,1452.549,0.0,0.0,0.0,,,0.0,0.0,,5.741,0.003,21.983,0.919,0.011,12.851,0.02,34.447,0.836,21.93
