contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
kaczmarj,train,Human,24,9,9,7,0.778,2.667,1.0,2.739,0.454,2.0,2.667,3.0,1.581,0.278,2.0,2.4,1.5,1.838,0.375,2.0,2.0,1.0,1.414,0.333,2.0,95.446,1.495,206.408,0.641,8.141,43.242,22.819,52.922,0.593,44.184,58.419,2.739,134.16,0.818,41.481,67.176,6.353,142.204,0.79,51.948
plasmapy-requirements-bot[bot],train,Bot,27,3,1,1,1.0,27.0,27.0,0.0,0.0,0.0,9.0,9.0,3.0,0.148,3.0,27.0,27.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2016.001,2016.001,0.0,0.0,0.0,,,0.0,0.0,,77.538,59.522,79.168,0.53,167.998,65.739,0.001,76.555,0.596,167.987
accesslint[bot],train,Bot,205,1,27,27,1.0,7.593,3.0,10.323,0.604,8.0,205.0,205.0,0.0,0.0,0.0,3.306,2.0,4.348,0.515,2.75,1.0,1.0,0.0,0.0,0.0,2.276,0.0,7.535,0.78,0.0,17.468,10.234,23.272,0.602,18.982,5.915,0.0,15.311,0.684,3.512,,,0.0,0.0,
blueztestbot,train,Bot,299,6,4,2,0.5,74.75,30.0,111.425,0.635,95.25,49.833,31.5,75.072,0.607,23.5,9.645,5.0,12.241,0.593,10.5,3.0,3.5,1.414,0.208,1.5,6.927,0.358,16.311,0.752,2.969,7.88,2.066,15.637,0.754,4.886,1.514,0.015,6.286,0.924,0.108,3.929,0.011,10.128,0.83,1.519
thundernest-bot,train,Bot,300,1,1,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1193.347,1193.347,0.0,0.0,0.0,,,0.0,0.0,,3.991,0.326,10.288,0.832,1.82,,,0.0,0.0,
syndace,train,Human,91,13,18,8,0.444,5.056,3.5,4.263,0.44,5.75,7.0,3.0,12.369,0.62,3.0,2.116,2.0,1.693,0.349,1.5,2.222,2.0,1.215,0.261,1.75,7.769,0.029,28.26,0.864,0.142,12.562,0.605,30.826,0.852,2.791,9.574,0.177,25.833,0.879,1.469,9.818,0.188,26.937,0.879,1.958
bluca,train,Human,232,12,12,4,0.333,19.333,4.0,28.934,0.667,20.0,19.333,13.0,24.854,0.501,12.75,2.275,1.0,2.442,0.419,1.0,2.917,2.5,2.193,0.345,1.5,1.507,0.0,8.306,0.896,0.214,0.981,0.224,2.313,0.785,0.657,1.094,0.148,5.2,0.874,0.397,1.469,0.12,6.215,0.885,0.472
dbaeumer,train,Human,158,12,10,2,0.2,15.8,15.0,12.985,0.433,17.25,13.167,3.0,19.268,0.652,14.0,3.098,2.0,3.624,0.47,3.0,3.9,3.0,3.071,0.408,4.5,0.998,0.003,3.561,0.846,0.222,11.885,0.304,40.274,0.9,2.078,4.109,0.043,23.283,0.952,0.19,2.458,0.057,10.379,0.917,0.349
wpmobilebot,train,Bot,297,5,8,3,0.375,37.125,23.5,39.459,0.537,51.25,59.4,2.0,127.235,0.77,2.0,2.216,2.0,2.009,0.352,1.0,2.125,1.0,1.808,0.375,1.75,0.787,0.024,2.11,0.752,0.462,2.075,0.548,6.019,0.757,1.366,1.289,0.239,4.215,0.78,1.0,0.23,0.086,0.425,0.718,0.196
adamscybot,train,Human,55,10,18,16,0.889,3.056,1.0,5.461,0.573,1.75,5.5,2.5,6.294,0.536,7.0,2.115,1.0,3.011,0.443,1.0,1.444,1.0,1.042,0.261,0.0,6.059,0.0,23.133,0.78,0.589,57.296,11.736,87.222,0.709,75.813,29.443,0.453,66.186,0.84,16.045,38.515,1.378,76.523,0.799,17.992
herpaderpaldent,train,Human,49,10,4,3,0.75,12.25,2.5,20.516,0.648,11.25,4.9,4.5,3.985,0.427,6.75,8.167,2.0,14.261,0.67,4.25,3.5,2.0,3.697,0.429,2.0,20.205,0.09,49.261,0.663,0.262,354.943,0.159,781.192,0.795,22.136,39.499,0.064,252.751,0.972,0.215,47.338,0.051,276.783,0.967,0.202
cocoapodsbot,train,Bot,300,1,1,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.058,25.058,0.0,0.0,0.0,,,0.0,0.0,,0.084,0.03,0.175,0.681,0.078,,,0.0,0.0,
nblumhardt,train,Human,225,14,40,12,0.3,5.625,2.0,7.095,0.576,7.0,16.071,10.5,17.157,0.546,21.0,1.562,1.0,1.133,0.281,1.0,2.475,2.0,2.063,0.399,2.0,0.63,0.0,3.861,0.893,0.009,7.446,0.238,21.188,0.839,5.449,5.158,0.108,17.446,0.879,2.098,5.664,0.11,19.443,0.88,1.805
schutzbot,train,Bot,272,8,12,2,0.167,22.667,14.0,21.364,0.464,20.5,34.0,29.5,30.081,0.43,22.25,1.347,1.0,0.732,0.211,0.0,2.583,3.0,1.379,0.282,2.25,1.601,0.0,7.142,0.772,0.0,4.99,2.407,6.078,0.624,8.65,4.894,2.013,6.996,0.689,7.337,3.785,1.587,5.534,0.695,4.685
botcerts,train,Bot,116,6,6,2,0.333,19.333,16.5,17.455,0.434,14.25,19.333,17.0,14.76,0.374,23.75,4.143,3.0,3.33,0.369,2.5,2.667,3.0,0.516,0.083,0.75,33.569,0.017,97.646,0.868,7.094,23.042,1.721,43.675,0.78,22.505,13.583,0.002,46.091,0.915,0.437,15.461,0.004,48.914,0.903,0.892
arcus-automation,train,Bot,26,2,3,1,0.333,8.667,2.0,12.423,0.564,11.0,13.0,13.0,8.485,0.231,6.0,3.714,2.0,5.469,0.549,1.5,1.333,1.0,0.577,0.167,0.5,166.378,1.596,426.918,0.735,14.382,114.593,106.449,86.344,0.368,58.011,74.088,31.238,90.951,0.607,110.989,101.0,81.694,106.966,0.538,120.679
mhchia,train,Human,145,13,12,7,0.583,12.083,2.5,25.543,0.734,6.5,11.154,4.0,26.191,0.686,2.0,3.372,2.0,6.036,0.532,2.0,2.833,1.5,2.855,0.451,2.0,15.392,0.081,38.738,0.768,5.34,22.399,2.284,47.419,0.79,16.356,11.129,0.421,30.35,0.847,5.909,22.136,0.911,45.132,0.779,24.958
markmhendrickson,train,Human,52,9,5,3,0.6,10.4,4.0,16.682,0.638,5.0,5.778,2.0,9.744,0.65,1.0,3.059,2.0,3.881,0.489,3.0,2.8,1.0,3.033,0.457,2.0,85.183,0.004,222.903,0.71,40.739,47.219,24.997,56.031,0.599,72.825,43.208,8.311,130.862,0.8,29.887,29.673,18.267,42.648,0.648,24.865
andrewhop,train,Human,251,6,6,5,0.833,41.833,12.5,72.585,0.683,26.0,41.833,26.0,49.503,0.533,40.75,4.482,2.0,7.666,0.622,3.0,1.833,1.0,1.602,0.348,0.75,13.528,0.084,39.105,0.788,3.317,13.394,0.876,28.087,0.804,13.495,5.977,0.111,19.965,0.895,1.44,12.16,0.876,28.72,0.823,9.556
floryst,train,Human,269,13,13,9,0.692,20.692,2.0,39.371,0.762,4.0,20.692,19.0,16.474,0.426,22.0,3.956,2.0,4.979,0.52,3.0,3.462,1.0,3.711,0.499,4.0,16.19,0.038,51.803,0.856,0.345,15.492,2.167,30.784,0.78,19.068,7.981,0.057,29.261,0.898,1.091,8.919,0.058,32.14,0.902,1.107
5imon-bot,train,Bot,59,3,4,1,0.25,14.75,7.5,16.215,0.436,9.25,19.667,2.0,30.6,0.599,26.5,3.688,3.5,2.798,0.397,4.0,1.5,1.0,1.0,0.25,0.5,41.609,0.768,67.335,0.581,58.644,88.311,31.839,123.493,0.633,120.699,34.317,1.019,75.855,0.808,30.346,43.487,0.004,96.631,0.798,1.085
codekoala,train,Human,29,5,27,26,0.963,1.074,1.0,0.267,0.064,0.0,5.8,2.0,9.066,0.579,0.0,1.0,1.0,0.0,0.0,0.0,1.074,1.0,0.267,0.064,0.0,0.0,0.0,0.0,0.0,0.0,61.806,17.862,90.764,0.68,106.13,61.806,17.862,90.764,0.68,106.13,72.356,11.294,119.8,0.718,99.1
codeforiatibot,train,Bot,300,1,1,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.399,2.399,0.0,0.0,0.0,,,0.0,0.0,,0.008,0.008,0.001,0.069,0.002,,,0.0,0.0,
ibm-ci-bot,train,Bot,160,4,8,1,0.125,20.0,18.5,15.538,0.403,25.0,40.0,15.0,57.335,0.591,43.5,2.909,2.0,2.908,0.461,3.0,2.625,3.0,0.744,0.113,0.25,3.062,0.002,12.2,0.831,0.689,11.896,1.024,26.325,0.8,10.467,5.099,0.099,17.447,0.895,1.401,2.06,0.104,4.513,0.824,1.14
bert-e,train,Bot,256,6,10,1,0.1,25.6,18.5,32.901,0.548,22.25,42.667,25.0,48.314,0.529,41.75,4.83,3.0,4.089,0.427,5.0,3.4,3.5,1.506,0.229,1.75,1.996,0.002,10.104,0.944,0.072,5.239,0.346,12.119,0.818,2.156,1.483,0.001,7.241,0.934,0.075,1.618,0.001,7.817,0.931,0.075
jcdickinson,train,Human,131,15,28,20,0.714,4.679,1.0,8.718,0.647,3.0,8.733,4.0,16.153,0.614,5.5,2.62,1.0,5.241,0.546,1.0,1.893,1.0,1.524,0.356,1.25,2.236,0.0,10.648,0.814,0.037,31.801,11.911,50.877,0.704,37.942,12.846,0.121,35.002,0.87,2.479,13.564,0.093,32.524,0.837,10.498
oxide-renovate[bot],train,Bot,233,7,10,1,0.1,23.3,14.0,22.529,0.474,24.5,33.286,15.0,31.293,0.461,57.0,2.33,2.0,1.944,0.343,1.25,2.8,3.0,1.932,0.343,2.75,0.71,0.001,6.495,0.978,0.001,4.816,0.043,10.293,0.828,0.622,2.361,0.003,7.677,0.915,0.039,2.539,0.001,7.636,0.902,0.031
nrel-bot-2c,train,Bot,300,3,2,2,1.0,150.0,150.0,49.497,0.117,35.0,100.0,83.0,77.904,0.34,76.5,1.734,1.0,1.867,0.289,1.0,1.5,1.5,0.707,0.167,0.5,2.87,0.0,13.642,0.851,0.039,0.386,0.077,1.715,0.829,0.245,1.883,0.002,10.274,0.917,0.299,0.386,0.077,1.715,0.829,0.245
slack-oss-bot,train,Bot,282,6,3,1,0.333,94.0,127.0,79.793,0.352,74.5,47.0,31.0,52.722,0.446,2.25,4.78,3.0,4.628,0.476,6.0,4.667,5.0,1.528,0.143,1.5,2.713,0.002,9.553,0.901,0.017,4.689,0.007,9.195,0.79,0.046,1.538,0.001,5.503,0.928,0.004,2.4,0.001,6.767,0.885,0.011
phillip-ground[bot],train,Bot,255,7,7,1,0.143,36.429,34.0,30.088,0.4,24.5,36.429,15.0,56.891,0.617,20.5,2.217,1.0,5.323,0.515,0.0,3.0,1.0,2.582,0.408,4.0,0.52,0.0,2.161,0.721,0.0,3.111,0.187,5.018,0.732,5.662,1.632,0.035,3.851,0.823,0.189,0.417,0.0,1.737,0.922,0.018
adafruit-adabot,train,Bot,129,4,17,2,0.118,7.588,1.0,19.551,0.754,2.0,32.25,27.5,33.53,0.475,51.75,2.345,2.0,2.311,0.405,1.0,1.176,1.0,0.393,0.124,0.0,18.765,0.0,50.321,0.773,0.001,21.333,12.294,26.333,0.576,18.823,17.063,4.547,26.324,0.69,23.985,17.014,0.001,26.812,0.702,23.994
wojcikstefan,train,Human,23,9,9,9,1.0,2.556,1.0,3.609,0.502,1.0,2.556,2.0,1.667,0.329,2.0,1.769,1.0,1.787,0.368,0.0,1.778,1.0,1.394,0.333,1.0,20.244,0.0,54.97,0.482,0.0,95.623,13.582,166.726,0.736,148.709,64.12,1.049,128.898,0.78,69.201,102.705,35.577,164.264,0.695,148.268
psalm-github-bot[bot],train,Bot,67,1,2,2,1.0,33.5,33.5,45.962,0.485,32.5,67.0,67.0,0.0,0.0,0.0,22.333,5.0,33.546,0.597,30.0,1.0,1.0,0.0,0.0,0.0,687.169,51.205,1146.152,0.475,1005.151,11.935,11.935,7.956,0.236,5.626,31.597,17.448,37.957,0.597,41.771,,,0.0,0.0,
rhshadrach,train,Human,201,13,5,4,0.8,40.2,39.0,38.121,0.462,36.0,15.462,13.0,14.356,0.464,12.0,2.716,1.5,3.891,0.485,2.0,4.2,3.0,3.834,0.438,5.0,1.097,0.001,3.76,0.81,0.25,1.852,0.158,4.213,0.792,1.678,1.082,0.058,3.316,0.872,0.274,1.248,0.073,3.709,0.869,0.337
decentraland-bot,train,Bot,121,2,6,1,0.167,20.167,12.5,21.812,0.508,21.0,60.5,60.5,75.66,0.442,53.5,2.086,1.0,2.13,0.4,1.0,1.667,2.0,0.516,0.133,0.75,13.703,0.0,35.115,0.677,3.047,16.039,3.026,33.996,0.738,20.38,14.241,2.823,27.089,0.724,20.037,9.09,1.74,14.134,0.702,13.695
sighrobot,train,Human,21,6,1,1,1.0,21.0,21.0,0.0,0.0,0.0,3.5,2.0,3.674,0.357,0.0,21.0,21.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1626.619,1626.619,0.0,0.0,0.0,,,0.0,0.0,,81.331,6.404,169.925,0.799,97.892,66.869,6.404,174.853,0.848,17.003
sd-buildbot,train,Bot,223,4,17,1,0.059,13.118,6.0,28.714,0.648,3.0,55.75,21.5,81.303,0.586,44.25,2.655,2.0,2.553,0.421,2.0,2.353,3.0,0.931,0.185,2.0,10.07,0.0,28.149,0.787,0.003,15.913,4.83,38.636,0.738,14.813,9.76,1.645,27.099,0.804,8.564,4.146,0.001,12.021,0.876,1.69
tnrich,train,Human,95,11,8,7,0.875,11.875,2.5,24.038,0.712,5.5,8.636,5.0,10.93,0.544,8.0,4.13,1.0,10.328,0.684,0.5,2.625,1.5,2.56,0.435,1.75,47.233,0.0,178.128,0.737,0.002,50.077,3.185,87.036,0.757,60.301,23.277,0.222,54.086,0.841,18.614,18.82,0.134,49.707,0.863,8.192
petersilva,train,Human,221,14,5,2,0.4,44.2,8.0,72.888,0.664,23.0,15.786,11.0,17.445,0.532,15.5,5.262,2.5,7.768,0.587,4.75,6.0,4.0,4.95,0.387,3.0,12.27,0.215,31.529,0.784,1.851,6.938,0.974,12.831,0.745,8.154,3.635,0.161,10.672,0.87,1.037,4.856,0.226,12.73,0.851,2.128
guardrails[bot],train,Bot,297,1,102,48,0.471,2.912,1.0,5.08,0.559,1.0,297.0,297.0,0.0,0.0,0.0,1.129,1.0,0.591,0.109,0.0,1.0,1.0,0.0,0.0,0.0,0.003,0.0,0.036,0.868,0.0,0.785,0.438,0.84,0.519,0.957,0.697,0.422,0.828,0.57,0.958,,,0.0,0.0,
bonny,train,Human,202,13,5,2,0.4,40.4,1.0,79.98,0.75,15.0,15.538,5.0,22.692,0.631,20.0,15.538,12.0,18.446,0.587,16.0,3.4,1.0,4.827,0.541,1.0,143.955,2.022,243.936,0.581,166.899,18.769,2.518,30.082,0.697,17.146,10.431,0.301,24.053,0.828,4.172,12.108,0.468,26.775,0.814,6.858
jiangying000,train,Human,47,7,26,24,0.923,1.808,1.0,2.562,0.39,0.75,6.714,2.0,6.676,0.486,11.0,1.424,1.0,1.3,0.266,0.0,1.154,1.0,0.368,0.113,0.0,0.897,0.0,3.666,0.66,0.0,64.376,53.121,67.296,0.52,77.121,45.426,21.349,62.987,0.654,72.077,56.263,32.486,67.63,0.576,76.188
cryptix,train,Human,234,14,14,12,0.857,16.714,1.0,39.316,0.808,1.75,16.714,8.5,28.596,0.637,16.5,8.667,2.0,14.876,0.702,7.0,2.429,1.0,2.652,0.45,1.0,47.629,0.01,130.261,0.764,1.373,33.021,20.982,46.789,0.654,38.854,9.204,0.117,33.554,0.888,2.354,15.805,0.118,47.864,0.869,5.74
nsmbot,train,Bot,248,5,25,1,0.04,9.92,4.0,15.689,0.56,1.0,49.6,50.0,2.966,0.029,2.0,1.797,1.0,1.154,0.294,1.0,4.0,4.0,0.866,0.098,0.0,0.032,0.0,0.263,0.952,0.0,0.075,0.001,0.767,0.981,0.002,0.06,0.001,0.603,0.977,0.002,0.082,0.0,0.709,0.975,0.002
scottbot,train,Human,5,1,1,1,1.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1290.632,1290.632,0.0,0.0,0.0,,,0.0,0.0,,322.658,350.467,247.308,0.368,290.808,,,0.0,0.0,
trendmicro-frontend-bot,train,Bot,14,1,1,1,1.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1584.729,1584.729,0.0,0.0,0.0,,,0.0,0.0,,121.902,87.579,123.47,0.528,237.348,,,0.0,0.0,
kumakichi,train,Human,15,6,1,1,1.0,15.0,15.0,0.0,0.0,0.0,2.5,2.0,1.871,0.344,1.5,15.0,15.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.269,1.269,0.0,0.0,0.0,,,0.0,0.0,,0.091,0.036,0.135,0.639,0.111,0.103,0.028,0.161,0.662,0.129
rs,train,Human,230,15,19,8,0.421,12.105,5.0,24.064,0.667,7.0,15.333,10.0,20.342,0.565,12.5,2.987,1.0,4.324,0.51,2.0,2.368,2.0,2.14,0.386,2.0,7.192,0.0,22.381,0.79,0.601,21.008,0.324,60.76,0.827,21.767,9.39,0.062,37.985,0.907,0.628,12.727,0.075,44.827,0.879,2.997
cloudkite,train,Human,29,6,8,8,1.0,3.625,1.0,5.208,0.565,2.5,4.833,2.0,5.672,0.534,5.75,2.9,1.0,4.332,0.528,1.75,1.25,1.0,0.463,0.15,0.25,27.711,0.0,55.999,0.496,26.609,211.542,176.083,270.981,0.601,302.475,77.893,1.212,176.399,0.821,56.429,186.997,67.244,276.889,0.665,302.475
devtools-bot,train,Bot,6,3,1,1,1.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,482.535,482.535,0.0,0.0,0.0,,,0.0,0.0,,96.507,0.0,215.796,0.75,0.0,96.507,0.0,215.796,0.75,0.0
adyenautomationbot,train,Bot,255,6,11,1,0.091,23.182,22.0,15.052,0.352,24.0,42.5,21.0,58.749,0.547,18.0,1.555,1.0,1.579,0.303,1.0,4.0,4.0,2.098,0.269,3.5,0.36,0.0,2.53,0.917,0.0,3.942,0.006,15.632,0.932,0.152,2.762,0.005,12.722,0.942,0.102,3.84,0.004,16.483,0.937,0.14
kebot,train,Human,21,6,11,11,1.0,1.909,1.0,2.7,0.424,0.0,3.5,1.5,3.728,0.484,4.0,1.615,1.0,1.325,0.315,0.0,1.364,1.0,0.924,0.23,0.0,6.493,0.0,23.399,0.666,0.0,130.484,109.292,103.783,0.425,154.572,82.511,44.726,100.982,0.626,165.835,73.985,42.097,104.338,0.66,84.353
devexpressexamplebot,train,Bot,300,4,100,1,0.01,3.0,2.0,2.156,0.37,3.0,75.0,15.5,129.19,0.687,84.0,1.786,1.0,1.286,0.316,1.0,1.27,1.0,0.468,0.159,1.0,0.007,0.0,0.045,0.914,0.001,2.019,0.004,14.62,0.977,0.016,1.132,0.001,10.957,0.985,0.007,0.036,0.005,0.102,0.835,0.012
codebytere,train,Human,212,12,12,4,0.333,17.667,5.5,32.365,0.679,12.75,17.667,9.0,21.631,0.572,20.75,3.419,2.0,3.74,0.498,4.0,3.25,2.0,2.667,0.374,1.25,8.695,0.002,32.104,0.875,0.508,5.326,0.276,9.279,0.755,4.87,4.095,0.052,12.14,0.876,1.189,3.675,0.041,12.127,0.88,1.299
dpebot,train,Bot,300,2,55,4,0.073,5.455,3.0,10.658,0.585,4.5,150.0,150.0,124.451,0.293,88.0,1.714,1.0,2.189,0.355,1.0,1.0,1.0,0.0,0.0,0.0,0.029,0.0,0.111,0.735,0.002,0.505,0.203,0.756,0.662,0.611,0.311,0.06,0.622,0.762,0.273,0.648,0.337,0.823,0.602,0.678
dd32,train,Human,294,4,25,4,0.16,11.76,3.0,19.329,0.691,10.0,73.5,2.5,142.334,0.728,72.0,1.21,1.0,0.539,0.15,0.0,1.08,1.0,0.277,0.068,0.0,0.168,0.0,0.498,0.349,0.0,0.984,0.496,1.77,0.679,0.992,0.952,0.499,1.626,0.633,0.993,0.983,0.899,0.816,0.425,0.758
seratch,train,Human,200,15,22,5,0.227,9.091,3.0,12.972,0.642,11.0,13.333,10.0,13.983,0.529,13.0,2.0,1.0,1.676,0.361,1.0,3.136,2.0,3.121,0.471,2.0,0.389,0.0,1.976,0.882,0.012,8.631,0.493,24.237,0.845,3.863,4.49,0.069,17.599,0.909,0.786,5.107,0.082,19.4,0.904,0.876
michalbundyra,train,Human,66,12,8,5,0.625,8.25,7.0,6.274,0.39,7.25,5.5,2.5,5.126,0.472,9.25,1.535,1.0,1.437,0.291,1.0,3.875,3.0,2.416,0.31,2.0,0.256,0.0,1.495,0.875,0.001,30.267,0.033,110.393,0.929,0.484,19.726,0.023,89.524,0.953,0.111,21.731,0.025,93.805,0.948,0.18
ipfs-mgmt-read-write[bot],train,Bot,35,3,2,1,0.5,17.5,17.5,23.335,0.471,16.5,11.667,13.0,10.066,0.381,10.0,11.667,10.0,11.59,0.438,11.5,2.0,2.0,1.414,0.25,1.0,616.021,671.976,590.037,0.136,588.044,84.027,84.027,2.449,0.01,1.732,59.298,0.015,77.005,0.642,167.952,69.742,0.001,79.97,0.58,167.985
ndrwrbgs,train,Human,21,8,15,12,0.8,1.4,1.0,0.91,0.241,0.0,2.625,2.0,2.066,0.375,2.25,1.235,1.0,0.752,0.174,0.0,1.4,1.0,0.91,0.241,0.0,0.005,0.0,0.018,0.461,0.0,86.615,18.558,130.076,0.701,113.444,69.296,0.448,120.916,0.76,99.381,35.168,0.036,68.586,0.797,35.442
angular-robot[bot],train,Bot,9,1,1,1,1.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,527.951,527.951,0.0,0.0,0.0,,,0.0,0.0,,65.994,24.018,85.821,0.557,53.966,,,0.0,0.0,
core23,train,Human,68,10,7,6,0.857,9.714,6.0,13.744,0.58,6.5,6.8,4.0,9.92,0.574,4.75,2.833,1.0,2.792,0.464,3.25,2.0,2.0,0.577,0.122,0.0,23.161,0.0,70.748,0.739,0.72,70.613,5.192,114.419,0.73,81.415,32.537,0.087,83.319,0.859,2.933,49.825,0.099,98.498,0.789,60.046
peril-bolt[bot],train,Bot,7,1,1,1,1.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1655.59,1655.59,0.0,0.0,0.0,,,0.0,0.0,,275.932,255.529,130.083,0.241,178.478,,,0.0,0.0,
staltz,train,Human,29,8,6,5,0.833,4.833,1.5,7.96,0.615,1.75,3.625,1.5,4.274,0.513,3.0,3.625,1.5,5.476,0.556,2.0,2.0,1.0,1.673,0.361,1.5,21.418,0.001,58.538,0.732,1.762,281.402,0.74,554.468,0.782,247.163,76.47,0.172,288.646,0.929,5.282,92.863,0.173,317.298,0.915,13.289
alan-agius4,train,Human,164,13,7,6,0.857,23.429,9.0,34.336,0.601,16.5,12.615,11.0,10.603,0.451,15.0,2.278,1.0,2.138,0.415,1.25,4.143,4.0,2.968,0.365,3.5,2.756,0.0,16.667,0.926,0.055,3.711,0.063,12.494,0.908,0.444,2.834,0.02,12.503,0.938,0.251,2.706,0.018,12.452,0.938,0.391
daffl,train,Human,105,11,22,13,0.591,4.773,2.0,6.436,0.579,2.75,9.545,5.0,8.71,0.464,11.0,2.283,1.0,3.404,0.494,0.0,2.045,1.0,1.864,0.393,1.0,0.112,0.0,0.413,0.655,0.0,46.94,3.386,83.832,0.771,29.413,20.36,0.054,59.551,0.89,1.178,28.707,0.099,70.312,0.859,9.751
riknoll,train,Human,257,14,13,3,0.231,19.769,3.0,41.849,0.743,4.0,18.357,13.5,16.919,0.493,24.75,4.431,3.0,4.573,0.492,5.0,4.538,3.0,3.573,0.402,4.0,6.294,0.097,16.488,0.81,0.873,23.061,1.25,78.912,0.86,17.524,6.561,0.079,38.565,0.932,0.59,6.549,0.079,40.252,0.937,0.555
micronaut-build,train,Bot,287,3,77,1,0.013,3.727,3.0,2.442,0.353,3.0,95.667,13.0,145.789,0.59,127.0,1.071,1.0,0.257,0.062,0.0,1.26,1.0,0.637,0.178,0.0,0.018,0.0,0.259,0.918,0.0,1.337,0.054,4.357,0.898,0.107,1.265,0.054,4.225,0.901,0.101,0.157,0.002,0.827,0.929,0.028
tarantoolbot,train,Bot,60,2,2,1,0.5,30.0,30.0,11.314,0.133,8.0,30.0,30.0,11.314,0.133,8.0,2.0,1.0,2.181,0.408,1.0,1.0,1.0,0.0,0.0,0.0,28.875,0.0,100.044,0.738,2.508,39.133,14.391,48.656,0.56,46.675,33.917,14.391,43.244,0.609,44.626,39.133,14.391,48.656,0.56,46.675
dotnet-bot,train,Bot,296,6,22,3,0.136,13.455,9.5,14.299,0.479,12.75,49.333,29.5,52.045,0.514,80.5,1.91,1.0,1.763,0.344,1.0,2.545,2.0,0.912,0.188,1.0,0.067,0.0,0.235,0.722,0.045,0.2,0.048,0.383,0.736,0.214,0.14,0.021,0.325,0.78,0.118,0.161,0.036,0.354,0.757,0.128
alluxio-bot,train,Bot,21,4,1,1,1.0,21.0,21.0,0.0,0.0,0.0,5.25,4.0,5.315,0.464,7.25,21.0,21.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1245.789,1245.789,0.0,0.0,0.0,,,0.0,0.0,,62.289,9.113,109.605,0.754,68.898,35.112,1.876,63.438,0.758,41.759
cardano-bot,train,Bot,300,2,3,2,0.667,100.0,51.0,130.587,0.549,123.5,150.0,150.0,206.475,0.487,146.0,5.085,2.0,7.576,0.605,4.0,1.333,1.0,0.577,0.167,0.5,19.094,0.569,41.399,0.654,17.167,2.847,2.242,2.739,0.485,3.338,4.32,3.903,3.123,0.347,2.781,1.915,1.32,2.013,0.507,1.921
openjdk[bot],train,Bot,205,4,23,1,0.043,8.913,9.0,12.713,0.47,6.0,51.25,37.0,56.565,0.511,60.25,1.444,1.0,1.302,0.276,0.0,1.826,1.0,1.072,0.284,2.0,0.038,0.0,0.181,0.743,0.0,0.079,0.0,0.289,0.85,0.008,0.081,0.0,0.259,0.839,0.014,0.151,0.008,0.402,0.852,0.086
brickbots,train,Human,94,10,3,1,0.333,31.333,2.0,51.675,0.638,45.0,9.4,5.0,12.204,0.532,6.0,18.8,11.0,23.879,0.574,19.0,4.0,2.0,4.359,0.444,4.0,333.62,269.137,454.486,0.501,292.179,75.353,78.461,73.519,0.447,117.393,21.178,0.095,69.359,0.907,1.23,17.876,0.059,59.826,0.908,1.108
maestro-local-dev[bot],train,Bot,245,4,6,1,0.167,40.833,46.5,25.039,0.31,28.75,61.25,68.5,44.056,0.33,66.25,6.282,2.0,7.497,0.53,5.0,3.0,3.0,0.894,0.148,1.5,21.118,0.003,50.243,0.84,10.748,32.666,0.142,94.615,0.898,1.411,8.463,0.009,43.035,0.96,0.173,8.9,0.009,44.094,0.958,0.199
