contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
shopify[bot],test,Bot,300,2,54,51,0.944,5.556,2.5,7.163,0.563,5.75,150.0,150.0,207.889,0.49,147.0,1.613,1.0,1.332,0.31,1.0,1.0,1.0,0.0,0.0,0.0,0.017,0.0,0.048,0.581,0.008,0.039,0.014,0.058,0.64,0.037,0.035,0.015,0.052,0.62,0.028,0.026,0.019,0.029,0.516,0.022
dependabot[bot],test,Bot,210,6,52,49,0.942,4.038,2.5,3.726,0.43,2.0,35.0,33.5,19.287,0.278,30.0,1.304,1.0,0.662,0.195,0.0,2.385,2.0,1.174,0.257,1.0,0.0,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.314,0.0,0.0,0.0,0.0,0.289,0.0,0.0,0.0,0.0,0.301,0.0
saschanaz,test,Human,263,19,42,24,0.571,6.262,2.5,10.017,0.603,4.75,13.842,10.0,17.063,0.58,12.5,2.008,1.0,1.883,0.389,1.0,2.357,2.0,1.885,0.36,2.0,2.188,0.0,11.358,0.858,0.059,14.154,2.681,24.957,0.734,16.547,8.117,0.278,19.212,0.825,6.694,9.966,0.442,21.176,0.8,10.41
dottiffbot,test,Human,20,4,5,4,0.8,4.0,1.0,4.123,0.46,7.0,5.0,2.0,6.733,0.55,5.0,1.818,1.0,1.079,0.291,1.5,1.4,1.0,0.894,0.229,0.0,3.675,0.0,7.331,0.563,2.851,194.565,30.951,387.173,0.77,55.385,104.53,3.444,290.66,0.862,30.645,250.352,20.379,524.913,0.773,40.545
syliusbot,test,Bot,300,4,5,2,0.4,60.0,8.0,120.212,0.731,4.0,75.0,79.0,24.94,0.152,16.5,10.714,2.0,22.913,0.749,4.0,3.0,3.0,1.225,0.187,1.0,42.03,0.001,118.119,0.823,0.015,7.969,1.14,10.387,0.648,21.393,4.655,0.001,9.391,0.79,0.711,5.572,0.002,10.069,0.749,1.057
supernovaio[bot],test,Bot,189,3,24,20,0.833,7.875,4.0,10.514,0.541,7.5,63.0,53.0,38.974,0.268,38.0,3.635,2.0,6.247,0.524,3.0,2.333,3.0,0.816,0.177,1.0,6.8,0.001,25.772,0.891,0.503,35.714,7.786,63.232,0.737,35.538,11.569,0.096,37.405,0.902,0.681,13.578,0.079,42.679,0.9,1.037
apiology,test,Human,253,6,6,1,0.167,42.167,27.0,47.051,0.516,39.5,42.167,47.5,20.556,0.202,1.75,12.65,6.0,14.837,0.563,14.0,5.167,5.0,0.408,0.027,0.0,4.174,0.282,15.22,0.884,1.122,4.353,0.165,12.28,0.875,0.399,0.66,0.009,5.368,0.957,0.066,0.713,0.006,5.692,0.965,0.047
genie-jnosql,test,Bot,21,4,5,2,0.4,4.2,3.0,3.114,0.362,5.0,5.25,3.5,5.679,0.488,6.75,2.333,1.0,2.398,0.434,1.0,1.4,1.0,0.894,0.229,0.0,24.295,0.0,71.336,0.652,0.658,141.284,58.644,233.329,0.643,50.777,67.447,6.917,157.282,0.773,61.446,22.613,5.712,30.925,0.627,48.502
jitsi-jenkins,test,Bot,297,6,8,1,0.125,37.125,41.0,31.647,0.441,45.25,49.5,8.5,90.193,0.726,37.0,1.193,1.0,0.452,0.134,0.0,1.75,2.0,0.707,0.196,1.0,0.572,0.0,8.645,0.974,0.0,1.982,0.002,8.495,0.924,0.372,2.142,0.001,9.099,0.931,0.316,2.99,0.143,10.183,0.902,0.394
bitplane,test,Human,300,10,23,12,0.522,13.043,2.0,26.976,0.76,4.5,30.0,4.5,79.126,0.799,7.25,4.225,2.0,7.196,0.62,2.0,2.0,1.0,1.279,0.306,2.0,3.234,0.006,8.945,0.782,0.183,5.542,0.577,15.391,0.818,3.759,2.065,0.128,8.421,0.886,0.459,6.009,0.457,16.193,0.834,3.26
cristianbote,test,Human,25,10,6,6,1.0,4.167,1.0,7.757,0.633,0.0,2.5,1.0,2.224,0.412,3.25,3.125,1.0,3.944,0.515,2.0,2.333,1.0,3.266,0.476,0.0,9.087,0.0,25.427,0.491,0.17,278.21,163.138,253.807,0.467,351.485,84.174,0.063,181.898,0.822,53.499,92.251,0.03,199.204,0.827,60.85
sturdy-robot,test,Human,89,7,13,4,0.308,6.846,7.0,5.32,0.398,7.0,12.714,6.0,21.422,0.616,3.5,2.967,2.0,2.697,0.43,2.75,1.923,1.0,1.115,0.289,2.0,6.506,0.018,16.737,0.776,0.78,67.921,14.047,102.638,0.706,78.867,24.601,0.656,66.05,0.867,10.176,34.153,0.293,82.779,0.852,14.72
guacbot,test,Bot,295,4,1,1,1.0,295.0,295.0,0.0,0.0,0.0,73.75,21.0,119.207,0.638,62.75,295.0,295.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,981.092,981.092,0.0,0.0,0.0,,,0.0,0.0,,3.337,0.013,9.509,0.86,1.998,7.205,0.005,14.194,0.776,9.407
socialgroovybot,test,Bot,218,4,18,1,0.056,12.111,6.0,11.282,0.48,17.75,54.5,51.0,45.684,0.399,41.0,1.929,1.0,1.935,0.363,2.0,2.333,2.0,0.84,0.188,1.0,0.062,0.0,0.269,0.858,0.001,7.216,2.772,8.101,0.56,10.627,3.757,0.397,6.825,0.756,2.776,1.968,0.002,4.216,0.812,1.453
bors-ferrocene[bot],test,Bot,283,5,1,1,1.0,283.0,283.0,0.0,0.0,0.0,56.6,59.0,26.454,0.232,20.0,283.0,283.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,511.381,511.381,0.0,0.0,0.0,,,0.0,0.0,,1.813,0.001,14.641,0.943,0.052,1.967,0.001,15.611,0.943,0.114
davazp,test,Human,10,5,4,4,1.0,2.5,2.5,1.732,0.3,3.0,2.0,2.0,0.707,0.16,0.0,1.667,1.5,0.816,0.233,1.0,1.5,1.5,0.577,0.167,1.0,12.205,0.0,29.894,0.667,0.001,358.118,346.894,196.914,0.27,122.167,207.091,82.458,227.958,0.562,346.865,206.247,82.458,251.079,0.602,368.009
azat,test,Human,265,13,13,10,0.769,20.385,2.0,41.884,0.776,4.0,20.385,12.0,20.102,0.508,27.0,1.906,1.0,1.419,0.332,1.0,2.385,1.0,2.468,0.442,2.0,1.489,0.0,4.623,0.779,0.144,5.623,0.051,21.451,0.881,2.343,3.723,0.041,15.858,0.886,1.179,4.314,0.041,17.59,0.883,1.5
ceejbot,test,Human,32,6,9,5,0.556,3.556,1.0,4.531,0.535,1.0,5.333,3.0,6.89,0.542,3.5,2.462,1.0,3.205,0.49,1.0,1.556,1.0,1.13,0.286,0.0,2.423,0.0,5.907,0.537,0.029,117.989,115.032,166.503,0.591,137.704,46.689,0.222,116.176,0.832,14.27,36.58,0.084,59.805,0.731,85.48
folio-translations,test,Bot,286,5,100,1,0.01,2.948,2.0,1.53,0.239,2.0,57.2,34.0,45.702,0.376,79.0,1.907,2.0,0.583,0.148,0.0,2.691,2.0,1.185,0.195,1.0,0.003,0.004,0.002,0.15,0.004,0.986,0.022,9.325,0.973,0.014,0.517,0.004,6.75,0.983,0.019,0.563,0.004,7.066,0.983,0.018
piedoom,test,Human,78,11,39,26,0.667,2.0,1.0,2.259,0.419,1.0,7.091,4.0,7.968,0.515,5.5,1.444,1.0,0.861,0.247,0.75,1.513,1.0,1.048,0.273,1.0,1.465,0.0,8.595,0.893,0.002,19.963,3.495,36.423,0.759,21.191,14.768,0.221,31.892,0.817,14.266,13.387,0.082,30.03,0.831,13.751
chancancode,test,Human,270,11,12,8,0.667,22.5,8.5,32.14,0.659,27.0,24.545,7.0,47.147,0.685,18.5,2.25,1.0,2.205,0.409,1.0,2.75,1.5,2.34,0.417,2.5,8.261,0.0,37.77,0.885,0.075,7.002,0.269,21.285,0.822,3.525,6.783,0.06,25.521,0.847,2.31,4.564,0.147,20.945,0.893,1.6
openapi-pipeline-app[bot],test,Bot,175,1,1,1,1.0,175.0,175.0,0.0,0.0,0.0,175.0,175.0,0.0,0.0,0.0,175.0,175.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,440.956,440.956,0.0,0.0,0.0,,,0.0,0.0,,2.534,0.036,7.278,0.824,1.237,,,0.0,0.0,
newpavlov,test,Human,251,12,16,7,0.438,15.688,2.5,45.228,0.805,5.25,20.917,18.0,15.923,0.386,14.75,5.02,2.0,9.82,0.617,4.0,3.188,1.5,3.544,0.499,2.25,4.517,0.011,14.573,0.834,0.664,12.691,2.414,24.238,0.719,18.22,3.391,0.076,12.696,0.908,0.376,3.285,0.072,9.332,0.888,0.538
mreiferson,test,Human,20,8,2,2,1.0,10.0,10.0,2.828,0.1,2.0,2.5,2.0,1.414,0.288,1.5,3.333,3.0,1.506,0.217,1.5,4.0,4.0,1.414,0.125,1.0,0.046,0.038,0.038,0.389,0.03,0.027,0.007,0.039,0.626,0.019,0.021,0.014,0.024,0.55,0.023,0.021,0.013,0.025,0.578,0.024
cloudwanbot,test,Bot,66,2,2,1,0.5,33.0,33.0,29.698,0.318,21.0,33.0,33.0,1.414,0.015,1.0,13.2,4.0,20.717,0.618,6.0,2.0,2.0,0.0,0.0,0.0,373.333,25.576,684.832,0.667,258.198,78.473,59.398,69.807,0.402,56.946,33.547,0.053,67.608,0.721,27.449,28.591,0.0,59.748,0.718,21.365
pre-commit-ci[bot],test,Bot,300,1,184,164,0.891,1.63,1.0,1.234,0.307,1.0,300.0,300.0,0.0,0.0,0.0,1.075,1.0,0.377,0.067,0.0,1.0,1.0,0.0,0.0,0.0,0.002,0.0,0.015,0.487,0.0,0.092,0.058,0.105,0.532,0.111,0.088,0.055,0.103,0.543,0.103,,,0.0,0.0,
guillebot,test,Human,5,4,4,4,1.0,1.25,1.0,0.5,0.15,0.25,1.25,1.0,0.5,0.15,0.25,1.25,1.0,0.5,0.15,0.25,1.25,1.0,0.5,0.15,0.25,0.195,0.0,0.39,0.0,0.195,439.53,483.212,418.355,0.421,416.641,329.843,242.13,405.963,0.565,570.011,329.843,242.13,405.963,0.565,570.011
brunosabot,test,Human,141,11,8,3,0.375,17.625,2.5,27.297,0.678,19.0,12.818,6.0,25.075,0.629,4.0,7.833,2.0,11.057,0.64,7.75,3.125,1.5,3.271,0.475,2.75,45.999,0.055,100.917,0.678,23.17,59.462,22.019,97.944,0.71,85.576,13.135,0.001,51.542,0.922,0.16,16.886,0.02,58.208,0.911,0.254
vaadin-bot,test,Bot,235,10,50,1,0.02,4.796,2.0,7.58,0.505,2.0,23.5,7.5,28.988,0.585,28.75,2.67,2.0,2.536,0.316,0.0,2.408,2.0,1.368,0.171,0.0,0.748,0.001,5.35,0.976,0.001,0.893,0.017,2.732,0.894,0.112,0.613,0.001,2.905,0.951,0.032,0.484,0.001,2.102,0.943,0.029
gn-bot,test,Bot,52,1,7,1,0.143,7.429,4.0,6.779,0.44,9.0,52.0,52.0,0.0,0.0,0.0,4.333,2.5,4.83,0.487,2.25,1.0,1.0,0.0,0.0,0.0,65.194,32.531,102.376,0.571,83.908,129.162,136.174,129.04,0.51,128.058,43.198,0.871,82.099,0.781,49.764,,,0.0,0.0,
algitbot,test,Bot,300,2,3,1,0.333,100.0,18.0,156.981,0.622,140.0,150.0,150.0,205.061,0.483,145.0,17.647,4.0,34.966,0.733,19.0,1.667,2.0,0.577,0.133,0.5,7.781,0.324,17.815,0.751,7.656,0.595,0.323,0.747,0.593,0.629,0.474,0.092,0.9,0.725,0.473,0.48,0.016,1.078,0.815,0.175
mqube-bot,test,Bot,196,8,7,1,0.143,28.0,25.0,12.097,0.207,8.5,24.5,24.0,11.439,0.213,5.0,2.0,1.0,2.288,0.41,1.0,6.714,7.0,0.488,0.03,0.5,1.733,0.0,16.797,0.966,0.0,10.402,0.007,37.599,0.919,0.019,6.045,0.004,29.312,0.958,0.027,8.171,0.006,33.886,0.948,0.033
kangol,test,Human,166,9,6,4,0.667,27.667,13.0,40.372,0.643,30.0,18.444,10.0,20.574,0.548,21.0,2.306,2.0,2.08,0.39,2.0,2.5,2.0,1.761,0.344,2.75,8.211,0.049,24.03,0.792,2.078,22.195,1.743,52.823,0.797,18.323,13.133,0.616,38.809,0.861,3.397,15.989,0.775,44.853,0.854,4.299
nf-core-bot,test,Bot,255,5,67,3,0.045,3.864,4.0,3.017,0.296,2.0,51.0,45.0,12.329,0.091,2.0,1.536,1.0,0.768,0.232,1.0,3.227,4.0,1.547,0.247,3.0,0.829,0.0,4.942,0.873,0.0,1.895,0.001,6.163,0.842,0.567,1.773,0.0,5.576,0.835,0.154,0.799,0.0,2.489,0.858,0.001
napari-bot,test,Bot,87,3,2,2,1.0,43.5,43.5,30.406,0.247,21.5,29.0,6.0,41.581,0.559,36.5,2.9,2.0,2.578,0.43,2.75,2.0,2.0,1.414,0.25,1.0,30.958,0.0,55.158,0.625,24.375,39.154,23.508,47.993,0.593,43.423,24.002,9.927,35.393,0.665,30.003,20.991,15.893,23.51,0.581,30.474
abtink,test,Human,219,8,3,2,0.667,73.0,95.0,62.0,0.359,59.0,27.375,18.0,27.887,0.488,26.5,2.607,1.0,3.132,0.473,2.0,3.333,2.0,2.309,0.267,2.0,4.561,0.0,15.145,0.781,0.962,2.998,0.206,7.914,0.839,1.866,2.899,0.183,8.82,0.863,1.132,4.371,0.367,11.041,0.827,2.558
chrisdone,test,Human,114,12,7,4,0.571,16.286,2.0,37.823,0.782,2.5,9.5,2.5,11.446,0.579,13.5,6.706,2.0,11.095,0.638,7.0,2.571,1.0,3.735,0.508,0.5,87.145,0.117,248.511,0.799,16.143,44.002,0.448,67.756,0.714,73.559,19.341,0.046,55.668,0.895,0.285,21.14,0.034,58.528,0.887,0.18
thockin,test,Human,236,13,18,4,0.222,13.111,2.0,25.3,0.727,7.0,18.154,8.0,24.447,0.627,22.0,2.248,1.0,2.295,0.427,1.0,2.389,2.0,2.062,0.391,1.0,2.539,0.0,9.096,0.816,0.189,4.264,0.419,11.048,0.814,2.748,3.021,0.097,8.995,0.865,1.128,3.955,0.184,10.633,0.839,2.086
bgraef,test,Human,222,6,4,3,0.75,55.5,58.5,25.981,0.216,18.0,37.0,22.5,47.286,0.553,27.75,1.982,1.0,1.811,0.354,1.0,2.75,3.0,1.258,0.205,0.75,14.168,0.0,47.718,0.794,1.218,5.401,0.016,21.526,0.936,0.347,9.893,0.11,36.83,0.909,1.234,6.64,0.028,37.677,0.951,0.305
cultureamp-renovate[bot],test,Bot,213,6,7,1,0.143,30.429,19.0,39.811,0.541,16.5,35.5,25.5,37.814,0.466,15.0,5.071,3.0,5.862,0.516,4.5,4.0,5.0,1.528,0.173,1.5,0.026,0.002,0.039,0.616,0.049,13.661,0.149,37.732,0.869,0.597,2.647,0.005,17.295,0.974,0.006,4.666,0.003,22.823,0.954,0.029
mlflow-automation,test,Bot,300,5,3,2,0.667,100.0,27.0,128.176,0.496,111.5,60.0,27.0,51.512,0.381,52.0,3.797,1.0,4.084,0.514,7.0,2.333,1.0,2.309,0.381,2.0,5.427,0.0,14.365,0.607,1.254,0.362,0.225,0.256,0.366,0.532,1.528,0.054,7.645,0.919,0.197,0.467,0.038,2.446,0.845,0.173
juliaregistrator,test,Bot,224,5,53,41,0.774,4.226,1.0,20.701,0.729,1.0,44.8,65.0,31.388,0.327,43.0,1.623,1.0,1.16,0.285,1.0,1.057,1.0,0.305,0.052,0.0,0.197,0.0,0.508,0.617,0.119,0.047,0.0,0.165,0.893,0.0,0.151,0.001,0.408,0.83,0.094,0.152,0.001,0.413,0.834,0.091
aleksanderbodurri,test,Human,85,8,6,5,0.833,14.167,7.0,17.046,0.575,20.75,10.625,4.5,17.419,0.625,6.5,2.125,1.0,1.742,0.382,2.0,2.0,1.5,1.265,0.306,1.75,14.856,0.0,48.029,0.797,0.63,29.529,3.951,54.826,0.734,33.546,20.784,0.584,48.403,0.816,20.469,25.725,1.876,52.035,0.751,25.107
robotdan,test,Human,248,10,21,4,0.19,11.81,13.0,8.489,0.336,4.0,24.8,23.0,19.43,0.384,20.0,1.409,1.0,1.403,0.25,0.0,4.571,6.0,2.063,0.216,3.0,1.466,0.0,18.455,0.97,0.0,3.459,0.001,18.822,0.961,0.036,3.495,0.002,21.019,0.966,0.054,6.954,0.015,29.675,0.939,0.483
alexandermeindl,test,Human,217,9,15,4,0.267,14.467,4.0,23.296,0.673,11.5,24.111,2.0,63.019,0.815,2.0,1.779,1.0,1.469,0.346,1.0,1.667,1.0,1.345,0.315,1.0,5.374,0.0,16.986,0.717,0.193,12.642,0.869,22.733,0.744,20.1,10.117,0.671,20.277,0.781,14.138,13.387,2.594,20.772,0.706,19.484
rminnich,test,Human,228,10,23,15,0.652,9.913,3.0,20.172,0.712,5.5,22.8,19.5,19.321,0.442,27.75,1.839,1.0,1.45,0.344,1.0,2.087,1.0,1.807,0.38,1.5,3.365,0.0,10.905,0.745,0.115,4.421,0.047,10.345,0.843,2.036,4.234,0.073,9.279,0.829,2.111,4.471,0.066,9.862,0.832,1.818
xobotyi,test,Human,219,11,14,8,0.571,15.643,1.5,24.991,0.706,16.0,19.909,9.0,23.261,0.535,13.5,6.441,3.0,11.317,0.638,4.0,3.214,1.5,3.118,0.468,4.25,6.846,0.022,24.184,0.87,0.224,13.168,1.311,26.855,0.792,12.054,3.061,0.019,13.905,0.939,0.146,3.296,0.026,12.941,0.918,0.306
artixbot,test,Human,10,5,3,2,0.667,3.333,3.0,0.577,0.067,0.5,2.0,1.0,2.236,0.4,0.0,2.5,2.5,1.291,0.25,1.5,2.0,2.0,1.0,0.222,1.0,41.501,46.654,35.792,0.199,53.267,107.556,0.893,185.513,0.665,160.88,54.297,19.119,103.338,0.733,46.16,88.782,48.545,133.945,0.645,71.803
eclipse-cdt-bot,test,Bot,9,1,1,1,1.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1704.925,1704.925,0.0,0.0,0.0,,,0.0,0.0,,213.116,0.253,594.285,0.871,6.472,,,0.0,0.0,
polling-bot-4000,test,Bot,92,5,5,2,0.4,18.4,12.0,16.547,0.426,14.0,18.4,10.0,19.807,0.457,7.0,2.968,2.0,3.281,0.464,3.0,1.8,1.0,1.789,0.356,0.0,5.964,0.001,12.834,0.713,0.055,67.142,29.495,97.762,0.6,73.593,24.166,0.037,63.563,0.813,19.304,23.28,0.001,48.837,0.791,20.401
sympy-bot,test,Bot,206,2,1,1,1.0,206.0,206.0,0.0,0.0,0.0,103.0,103.0,90.51,0.311,64.0,206.0,206.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2180.621,2180.621,0.0,0.0,0.0,,,0.0,0.0,,10.637,6.052,12.56,0.582,13.431,10.986,8.43,10.804,0.518,13.236
mikedidomizio,test,Human,69,11,14,8,0.571,4.929,2.0,7.141,0.593,2.0,6.273,4.0,5.255,0.432,10.5,3.632,2.0,4.153,0.52,3.0,2.214,2.0,1.424,0.325,2.0,7.999,0.005,28.786,0.848,0.472,109.386,34.807,187.893,0.727,100.492,31.19,0.07,106.363,0.904,1.665,23.938,0.044,75.984,0.891,1.59
ionitron-bot[bot],test,Bot,145,2,6,1,0.167,24.167,26.0,19.661,0.415,30.25,72.5,72.5,89.803,0.438,63.5,1.859,1.0,2.686,0.392,1.0,1.5,1.5,0.548,0.167,1.0,4.066,0.0,11.964,0.655,0.058,19.446,9.795,22.875,0.582,22.438,12.6,2.789,19.814,0.695,17.471,8.643,4.378,13.836,0.638,8.068
shady-robot,test,Human,11,3,3,3,1.0,3.667,1.0,4.619,0.485,4.0,3.667,3.0,3.055,0.364,3.0,2.75,2.5,2.062,0.341,3.25,1.667,1.0,1.155,0.267,1.0,184.668,57.591,297.544,0.344,242.258,329.784,125.473,466.186,0.581,431.303,172.802,57.368,278.364,0.707,174.84,108.043,0.343,215.606,0.749,108.296
rm-astro-wf,test,Bot,38,3,11,1,0.091,3.455,3.0,1.44,0.22,2.5,12.667,15.0,4.933,0.158,4.5,2.235,2.0,0.831,0.192,1.0,2.545,3.0,0.688,0.123,1.0,0.004,0.0,0.009,0.675,0.005,76.684,9.979,123.124,0.726,93.474,33.162,0.004,88.316,0.863,0.989,30.427,0.004,90.805,0.887,0.036
cdk8s-automation,test,Bot,243,6,28,1,0.036,8.679,8.0,5.505,0.345,8.5,40.5,51.5,20.897,0.241,27.75,1.761,2.0,0.586,0.134,1.0,3.393,4.0,1.066,0.163,2.0,0.006,0.0,0.051,0.947,0.001,0.151,0.003,1.238,0.965,0.007,0.089,0.001,0.933,0.974,0.004,0.096,0.001,0.984,0.976,0.004
lukemanley,test,Human,158,11,4,3,0.75,39.5,33.0,44.792,0.522,67.5,14.364,8.0,14.78,0.532,25.0,1.795,1.0,1.876,0.359,1.0,3.25,3.0,2.062,0.288,1.25,7.99,0.0,23.663,0.676,0.394,11.093,0.395,25.352,0.814,10.542,10.625,0.518,25.105,0.816,9.698,13.273,0.544,28.741,0.801,11.626
jira-pull-request-webhook[bot],test,Bot,164,1,2,1,0.5,82.0,82.0,9.899,0.043,7.0,164.0,164.0,0.0,0.0,0.0,3.037,2.0,2.855,0.426,2.75,1.0,1.0,0.0,0.0,0.0,22.239,1.839,39.485,0.64,22.116,18.67,8.088,25.56,0.63,23.482,13.438,4.318,21.382,0.7,17.39,,,0.0,0.0,
fremtind-bot,test,Bot,300,3,1,1,1.0,300.0,300.0,0.0,0.0,0.0,100.0,39.0,124.286,0.5,112.5,300.0,300.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1313.546,1313.546,0.0,0.0,0.0,,,0.0,0.0,,4.393,0.163,16.289,0.896,0.792,5.614,0.073,20.065,0.893,1.619
dorimedini-starkware,test,Human,287,10,1,1,1.0,287.0,287.0,0.0,0.0,0.0,28.7,18.0,33.486,0.562,40.0,287.0,287.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,504.585,504.585,0.0,0.0,0.0,,,0.0,0.0,,1.764,0.043,8.18,0.918,0.41,1.534,0.042,6.666,0.916,0.397
benji6,test,Human,164,6,17,8,0.471,9.647,1.0,17.417,0.716,5.0,27.333,9.0,39.813,0.642,30.5,1.885,1.0,1.68,0.366,1.0,1.706,1.0,0.985,0.28,1.0,3.023,0.0,10.435,0.795,0.028,14.102,0.156,52.016,0.885,7.96,9.054,0.156,38.502,0.893,3.28,26.309,6.385,73.858,0.799,20.258
brunozoric,test,Human,277,8,5,1,0.2,55.4,6.0,114.975,0.761,7.0,34.625,27.0,43.733,0.515,17.75,11.08,2.0,18.543,0.697,6.0,2.8,1.0,3.033,0.457,2.0,71.011,0.746,148.009,0.716,45.31,7.374,0.763,12.479,0.737,11.725,7.073,0.453,18.97,0.848,2.074,8.778,0.561,22.055,0.83,3.466
mm-cloud-bot,test,Bot,193,1,2,1,0.5,96.5,96.5,135.057,0.495,95.5,193.0,193.0,0.0,0.0,0.0,64.333,25.0,89.718,0.573,83.0,1.0,1.0,0.0,0.0,0.0,119.613,20.026,190.096,0.444,169.406,0.121,0.121,0.159,0.467,0.113,1.87,0.29,6.236,0.854,0.654,,,0.0,0.0,
archzfs-bot,test,Bot,22,1,12,1,0.083,1.833,2.0,0.389,0.076,0.0,22.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.117,0.001,128.845,0.952,0.0,28.117,0.001,128.845,0.952,0.0,,,0.0,0.0,
suzuki-shunsuke,test,Human,256,15,18,10,0.556,14.222,4.5,25.092,0.658,11.0,17.067,12.0,17.834,0.517,19.0,4.063,2.0,3.995,0.48,4.0,3.722,2.0,3.14,0.412,3.0,1.063,0.012,2.97,0.807,0.295,1.153,0.122,2.477,0.797,0.722,0.543,0.026,1.775,0.888,0.128,0.582,0.024,1.815,0.886,0.132
exercism-bot,test,Bot,17,3,12,2,0.167,1.417,1.0,0.515,0.172,1.0,5.667,4.0,2.887,0.196,2.5,1.062,1.0,0.25,0.055,0.0,1.333,1.0,0.492,0.167,1.0,0.064,0.0,0.255,0.0,0.0,139.083,0.111,318.607,0.833,87.308,130.454,0.113,309.733,0.843,84.907,165.981,0.111,353.196,0.816,85.658
olga24912,test,Human,273,10,7,1,0.143,39.0,7.0,74.78,0.716,21.0,27.3,7.0,43.099,0.655,33.25,9.1,4.5,10.924,0.539,9.5,3.714,3.0,3.251,0.418,3.0,37.741,2.716,58.292,0.64,70.496,29.55,13.723,38.329,0.639,29.879,7.313,0.182,22.119,0.886,1.685,9.676,0.321,23.373,0.845,3.251
saad-ali,test,Human,8,6,3,2,0.667,2.667,2.0,1.155,0.167,1.0,1.333,1.0,0.516,0.167,0.75,2.667,2.0,1.155,0.167,1.0,2.0,1.0,1.732,0.333,1.5,31.117,0.648,53.199,0.66,46.194,206.421,206.421,291.915,0.5,206.415,72.313,0.096,154.053,0.804,46.566,82.6,0.047,184.608,0.8,0.081
dawranliou,test,Human,37,3,11,8,0.727,3.364,1.0,5.591,0.595,0.5,12.333,7.0,14.742,0.505,14.0,1.682,1.0,1.524,0.338,0.75,1.0,1.0,0.0,0.0,0.0,8.309,0.0,24.09,0.616,0.069,84.774,43.566,109.149,0.574,75.836,54.529,21.982,91.808,0.697,66.419,91.673,73.843,88.392,0.482,98.942
r-ryantm,test,Bot,300,5,2,2,1.0,150.0,150.0,53.74,0.127,38.0,60.0,77.0,51.633,0.407,101.0,1.37,1.0,4.036,0.268,0.0,2.5,2.5,0.707,0.1,0.5,0.005,0.0,0.036,0.341,0.0,0.105,0.001,0.195,0.766,0.132,0.08,0.001,0.174,0.757,0.097,0.107,0.001,0.194,0.758,0.137
ewolff,test,Human,61,5,3,2,0.667,20.333,15.0,22.48,0.481,22.0,12.2,3.0,20.142,0.649,5.0,3.812,2.5,4.086,0.499,3.0,2.333,2.0,1.528,0.286,1.5,91.711,0.343,156.222,0.562,137.734,38.336,34.38,34.139,0.479,54.398,34.04,14.241,47.279,0.66,51.883,32.823,3.747,56.117,0.728,46.84
testmachinery[bot],test,Bot,51,1,5,1,0.2,10.2,6.0,10.01,0.384,1.0,51.0,51.0,0.0,0.0,0.0,2.318,1.0,2.901,0.461,1.0,1.0,1.0,0.0,0.0,0.0,29.616,0.0,75.496,0.631,4.263,51.671,24.776,61.084,0.58,55.339,34.733,16.686,50.114,0.67,41.898,,,0.0,0.0,
marc92w,test,Human,9,6,3,3,1.0,3.0,2.0,2.646,0.37,2.5,1.5,1.0,1.225,0.278,0.0,2.25,2.5,0.957,0.194,1.25,2.0,2.0,1.0,0.222,1.0,215.874,83.695,329.734,0.537,299.555,49.399,0.762,84.857,0.663,73.665,126.462,0.416,240.926,0.76,152.322,126.462,0.416,240.926,0.76,152.322
app-sre-bot,test,Bot,300,2,4,3,0.75,75.0,1.0,148.0,0.74,74.0,150.0,150.0,209.304,0.493,148.0,42.857,10.0,58.171,0.64,71.5,1.0,1.0,0.0,0.0,0.0,7.0,1.497,9.727,0.396,12.0,0.084,0.086,0.034,0.206,0.046,0.166,0.167,0.019,0.026,0.001,0.084,0.086,0.025,0.137,0.04
