contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
rickycodes,train,Human,100,11,11,4,0.364,9.091,2.0,16.422,0.702,3.5,9.091,4.0,13.693,0.562,5.0,2.564,1.0,3.007,0.482,2.0,2.182,1.0,2.136,0.402,1.0,9.051,0.0,38.988,0.837,0.026,32.449,0.414,65.423,0.812,22.969,16.021,0.049,47.818,0.901,0.645,21.378,0.049,55.889,0.878,1.461
syncom,train,Human,219,7,13,4,0.308,16.846,6.0,35.468,0.656,8.0,31.286,17.0,24.315,0.389,39.0,8.76,6.0,7.688,0.427,8.0,4.231,5.0,1.589,0.171,1.0,32.366,0.47,60.342,0.758,31.594,8.853,6.038,7.246,0.449,12.237,4.686,0.003,9.322,0.788,1.376,4.84,0.002,9.437,0.78,2.036
hasura-bot,train,Bot,295,7,3,1,0.333,98.333,7.0,163.418,0.646,143.0,42.143,4.0,102.244,0.795,1.5,36.875,12.0,57.767,0.669,43.75,3.333,3.0,2.517,0.333,2.5,113.594,10.048,226.985,0.745,90.394,0.488,0.16,0.685,0.573,0.814,3.103,0.319,9.412,0.85,1.694,2.066,0.213,3.927,0.765,1.695
zeebe-bors[bot],train,Bot,300,2,1,1,1.0,300.0,300.0,0.0,0.0,0.0,150.0,150.0,1.414,0.003,1.0,300.0,300.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,38.162,38.162,0.0,0.0,0.0,,,0.0,0.0,,0.128,0.001,2.175,0.988,0.003,0.002,0.001,0.001,0.417,0.003
kubevirt-commenter-bot,train,Bot,300,1,2,1,0.5,150.0,150.0,205.061,0.483,145.0,300.0,300.0,0.0,0.0,0.0,27.273,2.0,40.643,0.689,45.0,1.0,1.0,0.0,0.0,0.0,50.492,1.0,82.521,0.492,87.507,0.89,1.0,0.285,0.11,0.003,1.887,1.0,4.126,0.579,0.91,,,0.0,0.0,
gnefedev,train,Human,195,5,1,1,1.0,195.0,195.0,0.0,0.0,0.0,39.0,36.0,22.825,0.256,13.0,195.0,195.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1968.623,1968.623,0.0,0.0,0.0,,,0.0,0.0,,10.148,0.357,32.808,0.879,2.018,11.019,0.261,35.967,0.888,1.564
miloyip,train,Human,9,3,1,1,1.0,9.0,9.0,0.0,0.0,0.0,3.0,1.0,3.464,0.444,3.0,9.0,9.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1438.503,1438.503,0.0,0.0,0.0,,,0.0,0.0,,179.813,10.945,298.235,0.718,232.816,258.557,96.842,367.124,0.583,339.362
rossbar,train,Human,212,12,25,13,0.52,8.48,2.0,16.922,0.705,6.0,17.667,10.5,21.748,0.513,14.75,1.442,1.0,0.803,0.24,1.0,1.84,1.0,1.7,0.348,1.0,0.725,0.0,3.368,0.814,0.004,4.481,0.48,9.148,0.786,4.141,3.606,0.198,8.177,0.814,1.452,3.441,0.22,7.026,0.804,1.458
knative-prow-updater-robot,train,Bot,200,6,4,3,0.75,50.0,43.5,43.566,0.4,66.0,33.333,29.0,20.146,0.303,33.5,4.444,1.0,7.736,0.649,2.0,2.5,2.5,1.732,0.3,3.0,0.581,0.0,3.583,0.921,0.002,4.406,0.002,7.886,0.772,3.417,1.106,0.0,4.418,0.93,0.0,1.197,0.0,4.416,0.91,0.001
updatecli-gha-in-jenkins-infra-org[bot],train,Bot,272,4,4,1,0.25,68.0,45.0,80.623,0.54,97.0,68.0,23.5,104.547,0.618,58.0,2.211,2.0,1.68,0.353,1.0,2.5,2.5,1.291,0.25,1.5,2.18,0.002,7.407,0.845,0.009,4.874,0.22,10.364,0.788,5.184,3.184,0.045,8.691,0.857,1.35,2.907,0.001,7.332,0.828,1.901
liggitt,train,Human,208,7,17,4,0.235,12.235,2.0,35.206,0.803,3.0,29.714,7.0,39.152,0.614,42.0,3.782,2.0,5.003,0.552,3.0,1.588,1.0,1.064,0.279,1.0,5.596,0.001,15.835,0.786,0.943,5.143,0.341,12.949,0.844,1.976,2.828,0.153,8.94,0.874,1.041,3.85,0.409,10.731,0.834,1.87
gregmagolan,train,Human,238,11,15,3,0.2,15.867,10.0,17.94,0.55,20.5,21.636,16.0,33.137,0.591,16.0,5.064,2.0,8.499,0.584,4.5,4.2,5.0,2.541,0.328,4.5,1.56,0.001,4.91,0.849,0.204,0.745,0.049,1.644,0.819,0.268,0.454,0.022,1.815,0.902,0.1,0.463,0.012,1.537,0.89,0.098
rebot,train,Human,38,6,35,35,1.0,1.086,1.0,0.373,0.075,0.0,6.333,1.0,13.064,0.702,0.0,1.086,1.0,0.373,0.075,0.0,1.086,1.0,0.373,0.075,0.0,0.002,0.0,0.012,0.477,0.0,58.806,30.807,89.128,0.622,59.042,54.04,27.112,86.87,0.653,65.565,3.486,0.079,6.357,0.748,3.677
alecpm,train,Human,120,10,11,5,0.455,10.909,7.0,12.692,0.573,14.0,12.0,9.5,12.419,0.51,11.25,3.636,3.0,4.703,0.505,2.0,2.636,1.0,2.292,0.414,2.5,17.166,0.004,70.259,0.885,0.301,46.575,7.193,97.461,0.78,36.919,17.285,0.068,57.543,0.896,2.668,24.626,0.099,70.411,0.869,7.986
getsentry-bot,train,Bot,246,7,34,1,0.029,7.235,4.0,7.855,0.417,4.0,35.143,14.0,43.253,0.542,29.5,2.121,2.0,1.173,0.293,2.0,2.853,3.0,0.657,0.084,0.0,0.018,0.0,0.154,0.961,0.0,1.643,0.004,6.362,0.861,1.255,0.78,0.0,4.425,0.909,0.004,0.832,0.0,4.844,0.913,0.004
kevcodez,train,Human,249,10,16,7,0.438,15.562,1.5,36.677,0.794,4.75,24.9,30.0,20.415,0.423,30.75,6.073,2.0,9.835,0.652,6.0,2.438,1.0,2.22,0.425,2.5,12.529,0.0,41.957,0.81,1.424,18.47,6.013,29.598,0.696,21.209,5.05,0.066,16.004,0.889,0.745,5.708,0.064,17.478,0.886,0.83
alrubinger,train,Human,254,15,16,2,0.125,15.875,4.5,24.581,0.678,22.25,16.933,10.0,25.717,0.542,10.5,2.619,1.0,3.255,0.476,2.0,3.75,2.5,3.975,0.496,2.5,5.038,0.0,30.487,0.913,0.252,4.905,0.27,17.297,0.878,1.461,3.793,0.094,17.86,0.927,0.5,5.473,0.078,22.657,0.925,0.55
sataqiu,train,Human,104,9,15,8,0.533,6.933,2.0,12.215,0.685,4.0,11.556,11.0,7.986,0.355,6.0,1.733,1.0,1.339,0.319,1.0,1.6,1.0,0.828,0.25,1.0,1.796,0.0,7.324,0.837,0.053,27.578,4.185,46.671,0.748,29.329,16.844,0.345,37.689,0.827,8.87,19.44,0.98,41.423,0.811,14.988
xuwei-k,train,Human,189,8,51,20,0.392,3.706,2.0,5.904,0.548,3.0,23.625,8.0,27.964,0.576,44.5,2.032,2.0,1.975,0.359,1.0,1.941,2.0,1.256,0.314,1.0,0.013,0.0,0.039,0.751,0.0,0.3,0.023,0.892,0.867,0.094,0.153,0.004,0.639,0.903,0.04,0.116,0.003,0.586,0.91,0.029
flyingpie,train,Human,149,13,15,12,0.8,9.933,1.0,27.693,0.801,2.0,11.462,5.0,19.312,0.655,7.0,3.548,1.0,7.208,0.596,1.75,1.867,1.0,1.846,0.371,1.0,23.302,0.0,81.546,0.826,0.51,27.0,20.084,32.708,0.606,44.325,14.092,0.251,27.087,0.779,20.643,16.489,0.147,28.035,0.742,23.122
add-deployment-links[bot],train,Bot,65,1,1,1,1.0,65.0,65.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1982.022,1982.022,0.0,0.0,0.0,,,0.0,0.0,,30.969,12.912,47.541,0.669,42.433,,,0.0,0.0,
gentoo-repo-qa-bot,train,Bot,300,2,56,2,0.036,5.357,1.0,21.626,0.74,1.0,150.0,150.0,166.877,0.393,118.0,1.596,1.0,1.286,0.302,1.0,1.0,1.0,0.0,0.0,0.0,0.073,0.0,0.201,0.582,0.045,0.153,0.113,0.173,0.522,0.232,0.142,0.048,0.16,0.531,0.184,0.198,0.129,0.206,0.529,0.241
ng-zorro-bot,train,Bot,10,3,3,2,0.667,3.333,3.0,0.577,0.067,0.5,3.333,3.0,0.577,0.067,0.5,1.25,1.0,0.707,0.175,0.0,1.0,1.0,0.0,0.0,0.0,30.52,0.0,86.323,0.0,0.0,130.536,21.021,218.442,0.722,156.234,128.657,21.021,198.669,0.697,243.205,130.536,21.021,218.442,0.722,156.234
taiga-family-bot,train,Bot,213,7,12,1,0.083,17.75,3.5,28.614,0.685,13.0,30.429,27.0,30.935,0.439,12.5,3.873,3.0,3.722,0.469,4.0,3.167,2.5,2.368,0.382,4.0,0.601,0.001,1.652,0.772,0.055,0.555,0.042,1.557,0.818,0.464,0.297,0.004,1.031,0.884,0.047,0.245,0.0,0.764,0.874,0.042
calibre-analytics[bot],train,Bot,7,1,1,1,1.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1464.183,1464.183,0.0,0.0,0.0,,,0.0,0.0,,244.031,27.317,358.29,0.656,510.464,,,0.0,0.0,
cp-ps,train,Human,190,8,2,1,0.5,95.0,95.0,131.522,0.489,93.0,23.75,29.0,14.489,0.313,26.5,38.0,37.0,43.405,0.537,43.0,4.5,4.5,4.95,0.389,3.5,146.904,55.655,209.474,0.401,181.487,64.166,2.465,125.018,0.74,66.385,5.244,0.044,22.291,0.911,1.068,5.251,0.028,23.025,0.918,1.039
vmarkovtsev,train,Human,43,9,8,6,0.75,5.375,1.0,8.088,0.625,4.0,4.778,6.0,2.863,0.315,4.0,3.583,1.5,4.166,0.514,3.5,2.375,1.0,2.56,0.441,1.25,13.304,0.079,32.475,0.677,6.821,172.54,124.667,123.714,0.382,206.719,48.99,0.155,97.879,0.801,41.893,58.36,0.187,108.707,0.776,54.075
imarbot,train,Human,223,10,7,3,0.429,31.857,7.0,55.793,0.659,17.0,22.3,16.0,22.77,0.522,30.5,4.646,2.0,12.787,0.653,3.0,3.143,2.0,2.478,0.377,2.5,29.001,0.018,159.6,0.921,1.225,4.18,0.662,9.006,0.789,1.706,7.155,0.279,23.804,0.879,2.232,9.151,0.387,28.01,0.867,3.018
saghoshprogress,train,Human,10,8,3,2,0.667,3.333,4.0,2.082,0.267,2.0,1.25,1.0,0.463,0.15,0.25,3.333,4.0,2.082,0.267,2.0,3.0,3.0,2.0,0.296,2.0,6.361,0.745,10.378,0.461,9.168,378.719,378.719,197.128,0.184,139.391,86.28,0.599,179.942,0.785,17.72,96.978,0.323,189.281,0.755,73.122
labbott,train,Human,244,12,11,2,0.182,22.182,6.0,38.75,0.707,9.0,20.333,21.5,15.715,0.406,22.75,3.211,2.0,2.489,0.404,3.0,3.727,3.0,3.165,0.421,3.5,4.984,0.195,11.586,0.721,3.243,19.95,1.275,43.944,0.806,17.781,7.716,0.263,26.46,0.887,1.985,9.524,0.282,29.762,0.875,2.622
nle-odoo,train,Human,254,4,2,2,1.0,127.0,127.0,176.777,0.492,125.0,63.5,47.5,66.975,0.486,60.5,84.667,39.0,112.669,0.554,105.5,2.0,2.0,1.414,0.25,1.0,392.818,288.911,453.578,0.503,444.562,10.458,10.458,10.983,0.371,7.766,4.741,0.242,16.49,0.895,1.014,6.421,0.335,19.998,0.88,1.234
geertvanhorrik,train,Human,219,11,48,7,0.146,4.562,4.0,3.752,0.37,4.0,19.909,5.0,26.606,0.627,23.0,2.772,2.0,1.804,0.285,2.0,3.021,4.0,1.28,0.222,2.0,2.158,0.0,13.268,0.961,0.002,9.509,0.004,22.513,0.852,2.514,4.184,0.001,16.115,0.931,0.004,4.096,0.001,16.461,0.938,0.004
ggreer,train,Human,215,9,39,1,0.026,5.513,3.0,4.524,0.357,3.0,23.889,17.0,17.667,0.38,28.0,3.468,3.0,1.501,0.212,1.0,4.103,3.0,1.744,0.211,1.5,0.876,0.002,4.442,0.944,0.076,8.226,0.039,39.974,0.93,1.902,2.599,0.002,21.633,0.97,0.056,2.605,0.002,22.632,0.975,0.037
shopinvader-git-bot,train,Bot,143,5,3,1,0.333,47.667,7.0,70.437,0.569,61.0,28.6,25.0,15.11,0.249,15.0,10.214,4.5,11.185,0.56,15.5,3.667,5.0,2.309,0.242,2.0,39.313,0.606,60.992,0.567,62.72,93.577,48.808,98.246,0.53,101.755,12.443,0.002,43.467,0.915,0.1,12.28,0.001,43.977,0.918,0.098
deanbot,train,Human,7,2,2,2,1.0,3.5,3.5,3.536,0.357,2.5,3.5,3.5,3.536,0.357,2.5,3.5,3.5,3.536,0.357,2.5,1.0,1.0,0.0,0.0,0.0,103.869,103.869,146.893,0.0,103.869,1006.789,1006.789,0.0,0.0,0.0,202.421,37.148,397.068,0.748,103.584,1006.789,1006.789,0.0,0.0,0.0
qwq233,train,Human,257,13,4,3,0.75,64.25,47.5,77.989,0.557,109.75,19.769,2.0,57.372,0.835,5.0,9.519,6.0,9.108,0.508,13.0,4.0,2.0,4.761,0.5,4.0,24.918,3.242,46.602,0.703,29.482,6.435,4.528,6.028,0.492,7.446,3.282,0.079,6.838,0.805,1.569,1.463,0.069,3.556,0.836,0.794
flarnie,train,Human,11,4,4,3,0.75,2.75,2.0,2.363,0.386,2.75,2.75,2.0,1.5,0.205,0.75,2.75,2.0,2.363,0.386,2.75,2.0,2.0,1.155,0.25,2.0,1.648,0.811,2.344,0.254,2.459,341.059,430.766,306.006,0.386,295.981,102.977,0.29,218.638,0.792,3.504,171.479,2.96,268.267,0.627,323.744
tbotnz,train,Human,40,7,33,30,0.909,1.212,1.0,0.74,0.161,0.0,5.714,3.0,8.655,0.593,3.5,1.143,1.0,0.355,0.107,0.0,1.182,1.0,0.584,0.14,0.0,0.622,0.0,3.536,0.784,0.0,54.786,18.279,91.545,0.699,41.713,48.32,13.171,87.055,0.727,38.782,34.699,11.446,59.202,0.698,33.987
kubbot,train,Bot,162,6,11,2,0.182,14.727,4.0,25.004,0.698,12.5,27.0,19.5,31.73,0.512,14.5,2.842,1.0,2.957,0.478,3.0,2.364,2.0,1.502,0.329,2.5,1.055,0.0,4.406,0.869,0.002,3.336,0.488,5.875,0.75,4.296,1.534,0.001,4.537,0.898,0.134,3.697,0.467,6.347,0.743,5.301
pohly,train,Human,214,10,13,7,0.538,16.462,9.0,22.285,0.546,6.0,21.4,11.0,26.825,0.574,26.75,1.911,1.0,1.545,0.351,1.0,2.538,2.0,1.266,0.219,1.0,0.776,0.0,4.548,0.895,0.03,1.125,0.116,4.047,0.855,0.417,0.994,0.063,4.277,0.888,0.269,0.866,0.063,3.59,0.863,0.385
pionbot,train,Bot,300,3,23,1,0.043,13.043,13.0,0.976,0.038,2.0,100.0,148.0,84.006,0.324,73.0,2.0,2.0,0.232,0.02,0.0,2.043,2.0,0.209,0.02,0.0,0.957,0.001,11.698,0.993,0.0,0.093,0.003,0.583,0.946,0.0,0.526,0.001,8.293,0.993,0.002,0.526,0.001,8.293,0.993,0.002
bulldozer-bot[bot],train,Bot,152,4,45,1,0.022,3.378,4.0,1.419,0.216,2.0,38.0,38.0,42.151,0.484,72.5,2.054,2.0,0.366,0.026,0.0,2.044,2.0,0.208,0.021,0.0,0.007,0.0,0.056,0.95,0.0,0.201,0.025,0.856,0.874,0.043,0.101,0.001,0.602,0.927,0.024,0.099,0.0,0.611,0.932,0.022
cyphar,train,Human,224,15,24,12,0.5,9.333,3.5,19.642,0.683,7.0,14.933,8.0,17.04,0.553,20.5,2.036,1.0,2.0,0.377,1.0,2.167,2.0,1.88,0.345,1.25,3.666,0.0,10.979,0.761,0.303,15.295,1.51,34.324,0.802,15.672,9.284,0.104,25.531,0.851,4.692,11.117,0.247,28.651,0.833,8.694
alexanderbez,train,Human,248,12,7,6,0.857,35.429,8.0,58.381,0.679,34.0,20.667,10.5,22.653,0.516,20.0,8.857,3.0,12.84,0.641,11.25,4.571,5.0,3.645,0.402,4.5,33.794,0.041,70.15,0.717,23.45,17.742,0.199,41.769,0.829,20.218,5.77,0.077,19.646,0.902,0.415,8.136,0.106,23.74,0.875,1.331
al-cibot,train,Bot,92,2,3,1,0.333,30.667,16.0,27.154,0.348,24.0,46.0,46.0,53.74,0.413,38.0,3.833,3.0,3.583,0.446,4.25,1.333,1.0,0.577,0.167,0.5,35.867,0.334,82.344,0.723,33.034,49.17,27.396,51.204,0.548,71.347,21.887,0.262,42.371,0.792,22.649,42.972,14.681,54.951,0.631,68.742
anipos-bulldozer[bot],train,Bot,126,3,4,2,0.5,31.5,35.5,21.517,0.317,30.0,42.0,48.0,11.269,0.106,10.0,5.727,3.0,5.889,0.503,6.75,2.25,2.5,0.957,0.194,1.25,15.749,0.021,35.502,0.727,6.806,80.242,75.192,81.392,0.481,67.734,16.253,0.007,44.603,0.848,3.611,16.265,0.005,46.183,0.847,3.127
boazsegev,train,Human,15,8,5,4,0.8,3.0,2.0,1.732,0.24,1.0,1.875,1.0,1.808,0.375,0.5,2.143,2.0,1.069,0.248,1.0,2.2,2.0,1.304,0.291,2.0,15.203,0.068,40.029,0.797,0.139,317.703,255.18,321.597,0.512,485.281,143.76,0.162,254.895,0.768,169.972,167.703,1.978,269.085,0.729,223.238
bashfulrobot,train,Human,296,12,15,9,0.6,19.733,3.0,64.588,0.846,3.5,24.667,1.5,75.449,0.858,3.25,6.298,2.0,12.702,0.657,4.5,1.6,1.0,0.91,0.261,1.0,13.607,0.094,29.118,0.71,11.911,20.648,1.808,36.205,0.759,17.868,5.388,0.14,16.986,0.88,1.476,19.227,0.377,35.689,0.774,17.686
maxisam,train,Human,52,11,35,34,0.971,1.486,1.0,1.738,0.298,0.0,4.727,2.0,7.989,0.612,2.0,1.3,1.0,1.305,0.218,0.0,1.314,1.0,1.051,0.214,0.0,0.109,0.0,0.615,0.695,0.0,52.035,18.832,75.185,0.667,80.791,39.877,3.708,69.184,0.739,50.854,33.257,0.91,52.438,0.723,54.22
blatinier,train,Bot,16,4,2,2,1.0,8.0,8.0,9.899,0.438,7.0,4.0,5.0,2.0,0.188,1.0,5.333,6.0,4.041,0.333,4.0,2.0,2.0,1.414,0.25,1.0,301.714,236.396,339.123,0.239,334.372,50.887,50.887,8.418,0.058,5.952,67.128,0.001,129.694,0.793,50.886,67.128,0.001,129.694,0.793,50.886
botellaa,train,Human,243,10,16,3,0.188,15.188,4.0,25.122,0.7,8.5,24.3,32.0,16.235,0.324,25.25,3.115,2.5,2.168,0.368,3.0,2.375,1.5,1.784,0.368,3.0,5.136,0.011,14.076,0.815,2.34,7.657,2.892,10.243,0.615,9.081,4.092,0.028,8.786,0.814,2.876,4.609,0.178,9.303,0.793,4.699
sarutak,train,Human,10,4,4,3,0.75,2.5,2.5,1.732,0.3,3.0,2.5,2.5,1.732,0.3,3.0,1.429,1.0,0.787,0.229,0.5,1.0,1.0,0.0,0.0,0.0,27.459,0.0,72.549,0.499,0.116,48.812,0.414,117.988,0.828,1.497,53.899,0.388,108.751,0.796,1.984,48.812,0.414,117.988,0.828,1.497
gmsgowtham,train,Human,205,4,2,1,0.5,102.5,102.5,96.874,0.334,68.5,51.25,54.5,50.268,0.44,82.75,41.0,26.0,38.891,0.457,56.0,3.5,3.5,0.707,0.071,0.5,132.55,0.071,258.878,0.757,70.182,172.185,28.055,308.092,0.709,200.157,6.625,0.002,46.062,0.958,0.006,6.724,0.002,46.399,0.958,0.006
swift-server-bot,train,Bot,24,2,2,2,1.0,12.0,12.0,2.828,0.083,2.0,12.0,12.0,2.828,0.083,2.0,8.0,10.0,4.359,0.222,4.0,1.0,1.0,0.0,0.0,0.0,664.297,168.001,964.647,0.578,863.604,35.579,35.579,39.229,0.39,27.739,89.741,47.981,221.632,0.72,64.949,35.579,35.579,39.229,0.39,27.739
phpstan-bot,train,Bot,300,9,8,3,0.375,37.5,6.0,78.402,0.766,17.25,33.333,13.0,61.606,0.667,5.0,3.297,2.0,4.275,0.497,2.5,2.875,2.0,2.416,0.375,1.0,2.832,0.004,8.286,0.839,0.184,5.51,0.729,12.829,0.797,4.864,2.52,0.049,8.165,0.875,0.805,2.071,0.054,5.735,0.859,0.913
wptfyibot,train,Bot,297,3,1,1,1.0,297.0,297.0,0.0,0.0,0.0,99.0,92.0,13.0,0.052,11.5,297.0,297.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,953.96,953.96,0.0,0.0,0.0,,,0.0,0.0,,3.223,0.0,12.307,0.931,0.008,3.299,0.0,12.501,0.932,0.009
eventstore-bot,train,Bot,153,4,7,1,0.143,21.857,3.0,48.629,0.764,4.5,38.25,28.0,39.978,0.472,30.75,4.781,1.0,7.369,0.638,2.25,1.429,1.0,1.134,0.257,0.0,52.827,0.0,115.789,0.509,29.984,14.372,8.759,19.443,0.629,23.987,14.053,23.393,13.804,0.436,23.994,9.365,0.006,13.401,0.59,23.991
jbsmith7741,train,Human,103,14,11,7,0.636,9.364,2.0,14.841,0.674,7.5,7.357,4.0,7.967,0.515,7.75,1.943,1.0,1.524,0.334,1.0,3.0,2.0,3.033,0.452,3.0,12.891,0.0,35.891,0.728,0.899,23.399,0.082,60.329,0.859,3.837,18.627,0.05,49.761,0.862,3.826,19.577,0.029,53.492,0.875,2.634
wdes-bot,train,Bot,18,2,1,1,1.0,18.0,18.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,670.809,670.809,0.0,0.0,0.0,,,0.0,0.0,,39.459,0.0,70.133,0.709,20.974,24.25,0.0,60.808,0.816,0.409
dlouzan,train,Human,37,12,7,6,0.857,5.286,3.0,5.648,0.479,4.0,3.083,2.0,2.746,0.421,3.0,3.083,1.5,3.965,0.516,1.25,2.857,2.0,2.911,0.443,2.0,9.991,0.0,32.557,0.803,1.092,146.122,46.506,199.213,0.615,204.896,47.979,1.035,125.782,0.849,26.225,58.097,0.137,141.264,0.839,26.965
ui5-webcomponents-react-bot,train,Bot,140,4,1,1,1.0,140.0,140.0,0.0,0.0,0.0,35.0,23.5,34.438,0.439,38.5,140.0,140.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2044.683,2044.683,0.0,0.0,0.0,,,0.0,0.0,,14.71,0.0,81.143,0.844,0.0,42.921,0.0,137.357,0.831,0.004
pangeo-bot,train,Bot,147,9,6,3,0.5,24.5,18.5,18.78,0.378,23.25,16.333,5.0,24.86,0.647,21.0,2.13,1.0,2.606,0.439,1.0,2.667,2.0,1.966,0.354,2.25,9.105,0.0,32.744,0.758,0.037,17.567,2.648,42.503,0.797,14.319,12.485,0.966,30.367,0.763,16.312,9.354,0.068,26.87,0.864,6.015
gabeluci-bot,train,Bot,300,4,1,1,1.0,300.0,300.0,0.0,0.0,0.0,75.0,59.5,31.337,0.158,16.5,300.0,300.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,679.685,679.685,0.0,0.0,0.0,,,0.0,0.0,,2.273,0.0,5.918,0.821,0.978,2.461,0.0,6.174,0.816,1.374
ory-bot,train,Bot,129,2,10,1,0.1,12.9,6.0,14.441,0.494,11.75,64.5,64.5,84.146,0.461,59.5,1.449,1.0,0.879,0.244,1.0,1.4,1.0,0.516,0.171,1.0,5.869,0.0,17.13,0.667,0.219,17.827,1.193,28.475,0.724,24.745,16.337,1.352,26.634,0.731,23.332,7.746,0.506,12.008,0.695,17.828
rmconsole5-wk,train,Bot,102,5,15,1,0.067,6.8,2.0,11.583,0.617,0.5,20.4,17.0,13.777,0.333,13.0,3.643,2.0,3.234,0.391,2.0,2.333,2.0,0.976,0.171,0.0,21.82,0.0,72.874,0.891,0.013,50.852,23.003,71.67,0.653,69.061,19.643,0.0,51.342,0.846,1.951,16.634,0.0,45.997,0.855,1.939
open-nasa-robot,train,Bot,6,1,1,1,1.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1893.488,1893.488,0.0,0.0,0.0,,,0.0,0.0,,378.698,0.013,846.65,0.8,0.241,,,0.0,0.0,
ninjarobot,train,Human,35,10,4,3,0.75,8.75,4.5,11.026,0.536,8.25,3.5,2.5,2.953,0.386,2.0,3.182,1.0,3.281,0.483,3.5,3.75,2.5,3.594,0.417,2.75,90.048,0.0,242.612,0.71,15.956,25.415,12.308,35.042,0.652,27.207,36.608,0.123,86.095,0.829,26.457,40.054,0.121,92.488,0.83,27.092
williaster,train,Human,50,9,2,2,1.0,25.0,25.0,22.627,0.32,16.0,5.556,5.0,4.126,0.391,5.0,12.5,4.5,18.52,0.61,13.5,5.0,5.0,4.243,0.3,3.0,412.412,139.107,650.051,0.546,521.925,10.859,2.211,16.563,0.605,14.774,34.331,0.219,73.835,0.822,21.098,36.64,0.331,63.87,0.762,63.154
concourse-bot,train,Bot,8,2,3,1,0.333,2.667,2.0,2.082,0.333,2.0,4.0,4.0,2.828,0.25,2.0,2.667,2.0,2.082,0.333,2.0,1.333,1.0,0.577,0.167,0.5,24.736,0.008,42.837,0.5,37.1,538.507,538.507,342.591,0.225,242.248,164.46,0.796,292.511,0.746,184.635,359.007,296.259,394.138,0.483,390.374
alfred-skyblue,train,Human,122,13,14,10,0.714,8.714,3.5,11.638,0.6,11.0,9.385,5.0,12.653,0.54,2.0,2.259,1.0,2.165,0.414,1.0,2.5,1.5,1.829,0.373,2.75,10.327,0.0,32.112,0.732,1.152,27.657,17.442,34.469,0.613,30.483,16.723,2.226,32.142,0.758,20.862,17.809,4.18,29.221,0.723,23.579
biocondabot,train,Bot,187,7,1,1,1.0,187.0,187.0,0.0,0.0,0.0,26.714,38.0,22.403,0.414,39.0,187.0,187.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,81.908,81.908,0.0,0.0,0.0,,,0.0,0.0,,0.44,0.004,0.787,0.755,0.59,0.457,0.003,0.808,0.748,0.659
leesmet,train,Human,238,13,5,3,0.6,47.6,2.0,98.119,0.76,8.0,18.308,14.0,24.513,0.535,12.0,23.8,11.5,36.989,0.644,26.0,3.8,2.0,5.167,0.526,1.0,68.057,39.606,107.877,0.583,77.902,7.219,1.099,17.294,0.771,1.717,3.146,0.186,9.489,0.856,1.125,3.391,0.167,9.862,0.852,1.218
roboquat,train,Bot,89,5,2,1,0.5,44.5,44.5,55.861,0.444,39.5,17.8,8.0,17.627,0.454,33.0,29.667,34.0,22.811,0.337,22.5,5.0,5.0,0.0,0.0,0.0,71.252,95.568,62.661,0.368,59.016,21.345,21.345,20.182,0.334,14.271,2.914,0.009,5.749,0.747,3.016,2.865,0.0,5.77,0.751,3.016
cla-bot-2021[bot],train,Bot,59,1,11,1,0.091,5.364,2.0,12.168,0.672,1.0,59.0,59.0,0.0,0.0,0.0,1.903,1.0,1.814,0.383,1.0,1.0,1.0,0.0,0.0,0.0,30.12,0.0,61.859,0.447,19.437,36.748,25.81,35.062,0.476,33.837,35.106,23.793,37.997,0.522,34.722,,,0.0,0.0,
