contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
paleolimbot,test,Human,2.475,0.815,3.03,0.232,7.396,0.069,0.768,1.46,0.0,5.6,1.42,0.841,2.557,0.152,6.997,2.471,0.792,2.677,0.319,6.21,238,9.25,0.647,9.917,3.0,14.634,21.0,0.613,18.308,15.0,26.155,1.0,0.33,1.676,1.0,1.56,9,13,2.0,0.342,2.0,1.0,1.474,0.375
mrfoxtalbot,test,Human,140.086,0.717,81.029,3.031,125.353,0.542,0.73,39.406,0.002,94.319,84.35,0.688,44.347,5.153,63.201,26.945,0.798,37.815,2.028,78.563,53,1.5,0.632,8.833,3.0,15.303,10.75,0.533,13.25,7.0,16.761,2.0,0.502,3.118,2.0,3.723,2,4,1.75,0.258,1.833,1.5,0.983,0.333
mgechev,test,Human,83.955,0.718,60.065,7.577,92.526,7.383,0.685,52.026,0.0,126.008,20.188,0.837,23.934,0.175,54.764,7.561,0.873,29.887,0.219,79.743,74,8.0,0.498,8.222,3.0,8.423,3.75,0.697,7.4,2.0,15.756,2.0,0.577,3.7,1.0,5.42,2,10,2.0,0.284,2.0,2.0,1.118,0.222
kodebot,test,Human,33.902,0.744,144.37,26.893,295.449,16.005,0.732,136.341,0.016,346.783,18.035,0.878,76.232,0.27,222.908,8.831,0.894,35.698,0.399,116.775,52,13.0,0.558,13.0,6.5,16.99,12.5,0.644,13.0,3.0,21.37,11.5,0.538,7.429,3.0,8.203,2,4,1.25,0.194,2.25,2.5,0.957,0.5
nodebb-misty,test,Bot,0.308,0.927,5.461,0.114,22.999,0.0,0.867,3.597,0.0,22.801,11.418,0.828,16.542,0.223,38.01,0.296,0.912,6.415,0.089,22.388,195,2.0,0.324,9.286,8.0,9.587,49.75,0.499,48.75,33.0,53.699,0.0,0.267,1.413,1.0,1.488,2,4,1.0,0.133,1.667,2.0,0.483,0.095
uewbot,test,Human,,0.0,,,0.0,0.0,0.0,2169.245,2169.245,0.0,16.761,0.754,15.999,2.459,28.169,17.417,0.821,21.692,1.266,63.997,101,0.0,0.0,101.0,101.0,0.0,11.5,0.583,14.429,10.0,19.646,0.0,0.0,101.0,101.0,0.0,1,7,0.0,0.0,7.0,7.0,0.0,1.0
haxe-ci,test,Bot,,0.0,,,0.0,0.0,0.0,1999.253,1999.253,0.0,,0.0,,,0.0,13.828,0.796,18.011,2.206,43.606,112,0.0,0.0,112.0,112.0,0.0,0.0,0.0,112.0,112.0,0.0,0.0,0.0,112.0,112.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
codenirvana,test,Human,253.324,0.422,300.115,300.115,358.254,0.283,0.459,0.197,0.024,0.321,276.718,0.666,184.668,0.564,319.364,46.767,0.768,120.164,0.564,243.047,6,1.0,0.222,2.0,2.0,1.0,1.5,0.333,2.0,1.0,1.732,1.0,0.222,2.0,2.0,1.0,1,3,0.5,0.167,1.333,1.0,0.577,0.333
justinsb,test,Human,1.918,0.878,4.868,0.098,14.83,0.049,0.764,1.245,0.0,4.489,1.556,0.872,3.727,0.123,11.588,1.594,0.873,3.719,0.157,12.024,215,4.0,0.688,12.647,3.0,20.224,38.0,0.416,26.875,36.0,22.261,1.0,0.307,1.641,1.0,1.247,8,8,1.0,0.264,1.706,1.0,0.92,0.471
aviary2-wf,test,Bot,28.664,0.626,27.231,10.765,36.755,0.176,0.656,17.42,0.0,53.272,,0.0,,,0.0,28.895,0.645,24.835,10.704,33.687,88,0.75,0.711,4.889,1.0,11.636,0.0,0.0,88.0,88.0,0.0,1.0,0.374,1.796,1.0,1.837,2,1,0.0,0.0,1.0,1.0,0.0,0.111
thibaultjanbeyer,test,Human,361.063,0.723,327.041,34.866,608.45,2.324,0.529,1.341,0.306,1.805,0.217,0.96,45.339,0.082,229.818,0.202,0.963,42.415,0.069,222.313,32,6.5,0.547,8.0,3.5,10.739,3.5,0.338,3.2,3.0,2.044,1.0,0.588,6.4,2.0,9.864,3,10,2.25,0.317,3.75,3.5,2.5,0.75
tf-security,test,Bot,145.795,0.553,186.207,123.674,217.448,0.244,0.871,20.208,0.001,58.459,15.604,0.875,51.133,0.001,136.43,20.659,0.86,52.165,0.001,133.171,37,4.75,0.401,6.167,4.5,5.076,1.75,0.142,9.25,11.0,3.5,0.75,0.246,3.7,3.0,2.111,1,4,0.75,0.167,3.0,3.0,1.095,0.167
tsherif,test,Human,,0.0,,,0.0,0.0,0.0,288.223,288.223,0.0,,0.0,,,0.0,16.405,0.395,20.587,18.056,17.401,15,0.0,0.0,15.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
dantharejabot,test,Bot,,0.0,,,0.0,0.0,0.0,1425.144,1425.144,0.0,1.134,0.878,8.118,0.103,21.845,1.782,0.875,9.829,0.178,26.494,146,0.0,0.0,146.0,146.0,0.0,19.0,0.292,24.333,30.0,14.569,0.0,0.0,146.0,146.0,0.0,1,6,0.0,0.0,6.0,6.0,0.0,1.0
dscbot,test,Bot,56.214,0.586,45.653,26.245,53.074,0.827,0.931,34.018,0.005,145.279,24.11,0.861,30.245,0.006,99.716,24.995,0.853,29.933,0.008,96.202,74,4.0,0.272,5.692,6.0,2.84,27.5,0.412,18.5,17.0,16.921,2.0,0.199,2.643,2.0,1.129,1,4,0.0,0.179,2.385,2.0,0.961,0.077
dawsbot,test,Human,189.117,0.732,176.467,12.747,336.137,0.0,0.0,0.054,0.0,0.12,188.958,0.732,176.52,12.852,336.1,25.379,0.785,141.227,0.269,301.58,6,1.0,0.167,1.5,1.5,0.577,0.0,0.133,1.2,1.0,0.447,0.0,0.133,1.2,1.0,0.447,3,5,1.0,0.167,1.5,1.5,0.577,0.75
xprobebot,test,Bot,49.6,0.793,34.502,0.183,64.927,0.0,0.648,2.391,0.0,13.656,13.758,0.823,25.24,0.137,53.818,45.195,0.789,32.935,0.699,62.005,47,2.5,0.195,7.833,7.5,3.312,13.0,0.369,15.667,7.0,15.011,0.0,0.098,1.119,1.0,0.395,2,3,0.0,0.119,1.167,1.0,0.408,0.333
leleuj,test,Human,0.416,0.928,7.741,0.005,31.391,0.0,0.738,0.006,0.0,0.032,0.576,0.878,4.94,0.009,12.997,0.126,0.943,6.113,0.005,28.034,129,4.75,0.441,3.794,3.0,3.245,9.75,0.685,16.125,5.0,29.167,0.0,0.187,1.265,1.0,0.744,5,8,1.0,0.338,1.735,1.0,1.421,0.147
minddocbot,test,Bot,23.972,0.695,15.338,0.011,22.765,0.011,0.886,20.136,0.0,93.017,0.005,0.89,2.638,0.003,7.541,23.978,0.765,10.866,0.004,19.622,202,56.0,0.586,40.4,8.0,51.984,6.0,0.566,40.4,20.0,57.8,5.0,0.48,3.258,1.0,3.469,1,5,1.0,0.36,2.0,1.0,1.732,0.2
transifex-integration[bot],test,Bot,0.855,0.576,0.694,0.418,0.821,0.124,0.666,0.108,0.003,0.2,0.104,0.867,0.2,0.001,0.554,0.023,0.891,0.126,0.003,0.408,282,11.75,0.563,12.818,6.0,15.686,60.0,0.574,70.5,33.5,96.955,5.0,0.575,6.267,3.0,9.049,19,4,2.0,0.276,1.955,1.0,1.09,0.864
ix-ai-bot,test,Bot,18.932,0.809,41.428,0.116,81.72,1.826,0.811,14.536,0.0,44.838,4.285,0.868,19.672,0.092,54.522,2.025,0.88,20.682,0.106,57.171,91,5.0,0.268,18.2,16.0,10.378,22.5,0.33,30.333,32.0,22.546,2.75,0.417,2.676,2.0,2.409,1,3,0.0,0.057,2.8,3.0,0.447,0.2
ampprojectbot,test,Bot,17.991,0.713,16.579,6.024,31.874,12.004,0.831,48.843,0.011,142.576,6.691,0.891,21.179,0.012,80.163,7.461,0.886,20.96,0.013,79.04,72,16.0,0.222,36.0,36.0,22.627,9.5,0.381,10.286,7.0,8.22,1.5,0.344,3.13,2.0,2.201,1,7,0.5,0.071,3.5,3.5,0.707,0.5
giotherobot,test,Human,109.986,0.469,74.01,73.45,67.811,0.0,0.587,9.617,0.0,33.908,112.188,0.512,71.487,73.297,72.496,113.488,0.557,59.658,51.665,64.975,32,0.0,0.392,1.778,1.0,2.264,4.25,0.539,4.0,1.0,4.986,0.0,0.242,1.391,1.0,0.941,13,8,0.0,0.13,1.167,1.0,0.514,0.722
demoncoder95,test,Human,3.761,0.716,4.486,0.949,7.868,24.719,0.762,78.251,0.281,185.912,0.186,0.951,5.739,0.028,28.559,0.267,0.948,5.224,0.031,25.84,111,52.5,0.631,37.0,2.0,60.622,10.75,0.47,18.5,13.0,20.107,28.5,0.559,15.857,4.0,18.078,1,6,2.5,0.417,2.667,1.0,2.887,0.333
libbybot,test,Bot,9.636,0.632,8.926,4.453,13.413,40.795,0.491,31.449,0.841,46.178,10.358,0.678,7.811,2.582,12.854,1.389,0.761,3.044,0.729,6.874,197,91.5,0.619,65.667,6.0,105.083,5.0,0.765,39.4,2.0,82.537,22.0,0.613,13.133,4.0,17.667,1,5,1.0,0.267,1.667,1.0,1.155,0.333
jennybc,test,Human,3.765,0.873,10.475,1.0,51.431,0.892,0.842,8.705,0.002,29.979,2.328,0.903,6.826,0.261,35.214,1.512,0.899,5.923,0.265,31.012,200,4.5,0.754,10.526,1.0,21.593,19.25,0.475,16.667,9.5,15.382,2.75,0.511,3.226,2.0,5.029,7,12,2.0,0.491,2.789,1.0,3.102,0.368
danielnetodotcom,test,Human,0.713,0.548,0.83,0.561,1.016,90.496,0.547,74.578,26.376,113.934,2.677,0.807,3.368,0.359,7.818,1.113,0.833,2.16,0.214,5.712,245,117.5,0.48,122.5,122.5,166.17,55.75,0.655,40.833,8.0,60.198,54.0,0.584,35.0,17.0,41.725,1,6,1.5,0.167,4.5,4.5,2.121,0.5
wooden-robot,test,Human,38.11,0.62,31.903,17.928,44.432,0.0,0.0,0.0,0.0,0.0,0.598,0.03,9.903,9.903,0.846,38.11,0.62,31.903,17.928,44.432,69,0.0,0.0,1.0,1.0,0.0,33.5,0.486,34.5,34.5,47.376,0.0,0.0,1.0,1.0,0.0,67,2,0.0,0.0,1.0,1.0,0.0,0.971
depfu-staging[bot],test,Bot,0.471,0.857,177.938,0.049,470.341,0.042,0.552,0.044,0.014,0.078,0.016,0.881,0.038,0.001,0.15,0.001,0.993,7.691,0.001,97.782,163,70.0,0.573,54.333,15.0,77.848,6.0,0.663,32.6,7.0,56.818,27.5,0.625,20.375,8.5,26.801,2,5,1.0,0.111,4.0,4.0,1.0,0.667
refractalize,test,Human,118.169,0.755,114.677,0.314,201.078,0.004,0.621,0.101,0.0,0.298,118.307,0.761,113.433,0.246,201.831,11.146,0.83,79.469,0.246,173.137,14,1.0,0.306,2.0,2.0,1.414,0.75,0.452,2.333,1.0,2.805,0.75,0.214,1.4,1.0,0.699,5,6,0.5,0.159,1.286,1.0,0.488,0.714
stakater-user,test,Bot,7.512,0.783,7.973,1.213,16.251,0.122,0.823,2.082,0.0,8.131,2.097,0.838,4.678,0.117,12.893,2.035,0.852,4.36,0.104,11.825,299,11.0,0.613,17.588,10.0,31.093,104.0,0.594,59.8,11.0,77.031,1.0,0.41,2.3,2.0,2.328,1,5,1.0,0.226,1.529,1.0,0.717,0.059
robot-clickhouse,test,Bot,,0.0,,,0.0,0.0,0.0,146.978,146.978,0.0,0.003,0.916,0.617,0.003,2.168,0.003,0.931,0.98,0.004,3.779,151,0.0,0.0,151.0,151.0,0.0,26.5,0.507,21.571,14.0,22.218,0.0,0.0,151.0,151.0,0.0,1,7,0.0,0.0,7.0,7.0,0.0,1.0
krew-release-bot,test,Bot,5.431,0.814,6.067,0.001,12.86,0.0,0.517,0.55,0.0,6.54,5.431,0.814,6.067,0.001,12.86,6.014,0.816,6.53,0.001,14.123,300,0.0,0.0,150.0,150.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0,0.013,1.014,1.0,0.116,2,2,0.0,0.0,1.0,1.0,0.0,1.0
kiwitcms-bot,test,Bot,83.277,0.715,52.865,0.278,86.924,305.513,0.689,265.127,110.376,417.122,0.193,0.933,8.321,0.002,38.281,0.238,0.931,8.109,0.002,37.24,269,125.5,0.467,134.5,134.5,177.484,86.0,0.507,44.833,34.0,47.339,55.0,0.536,38.429,31.0,41.529,1,6,0.0,0.0,3.0,3.0,0.0,0.5
ladybugbot,test,Bot,21.844,0.057,192.354,192.354,30.892,231.608,0.667,154.412,0.018,267.433,114.556,0.746,70.662,0.009,118.382,114.556,0.746,70.662,0.009,118.382,13,3.5,0.269,6.5,6.5,4.95,2.5,0.256,4.333,6.0,2.887,3.0,0.308,4.333,3.0,3.215,2,3,0.5,0.1,2.5,2.5,0.707,1.0
kennethanceyer,test,Human,67.021,0.64,61.884,23.454,84.211,20.355,0.722,25.37,0.02,48.528,18.477,0.841,15.164,0.001,37.044,18.358,0.856,17.043,0.001,45.131,110,7.5,0.66,10.0,4.0,18.868,29.0,0.455,22.0,29.0,20.761,6.5,0.436,5.0,3.0,4.117,3,5,2.0,0.3,1.818,1.0,1.168,0.273
chrisguttandin,test,Human,0.167,0.799,0.344,0.058,0.945,0.0,0.821,0.0,0.0,0.004,0.05,0.877,0.185,0.0,0.732,0.102,0.835,0.236,0.023,0.798,265,1.0,0.263,2.65,3.0,1.266,71.25,0.535,66.25,41.0,79.294,1.0,0.23,1.456,1.0,0.725,2,4,1.0,0.24,1.75,2.0,0.796,0.02
keithgillette,test,Human,321.376,0.61,211.424,73.873,266.002,0.0,0.0,1.842,0.0,5.526,227.872,0.597,160.181,72.747,201.404,271.454,0.641,189.774,26.436,257.159,10,0.5,0.229,1.429,1.0,0.787,1.5,0.25,2.5,2.5,1.291,0.0,0.089,1.111,1.0,0.333,7,4,0.0,0.0,1.0,1.0,0.0,1.0
codefactor-io[bot],test,Bot,13.8,0.624,10.373,4.84,16.229,0.01,0.914,0.37,0.001,1.757,1.724,0.851,3.057,0.001,8.159,2.036,0.852,3.63,0.001,10.607,226,4.25,0.517,4.708,3.0,7.724,25.75,0.33,37.667,29.0,25.61,2.0,0.429,2.935,2.0,2.957,44,6,2.0,0.277,2.229,2.5,1.153,0.917
volcoma,test,Human,137.231,0.615,132.401,78.196,167.112,1.908,0.654,6.0,0.0,13.668,96.43,0.598,93.537,78.09,127.872,78.184,0.754,77.745,13.814,138.511,26,1.5,0.42,2.364,1.0,2.248,5.0,0.5,6.5,2.5,8.347,1.0,0.272,1.733,1.0,0.961,5,4,0.0,0.076,1.091,1.0,0.302,0.455
phofl,test,Human,0.306,0.942,3.401,0.041,15.338,0.014,0.879,0.327,0.0,2.172,0.164,0.956,2.562,0.016,13.513,0.161,0.953,2.049,0.019,11.501,214,8.0,0.649,12.588,4.0,20.543,19.0,0.537,17.833,13.5,21.879,1.0,0.354,1.814,1.0,1.627,10,12,2.0,0.376,2.647,2.0,2.029,0.588
wojtek0806,test,Human,48.999,0.766,52.22,9.732,106.125,0.089,0.782,11.464,0.0,36.889,0.086,0.766,0.133,0.012,0.317,22.914,0.82,33.54,0.721,82.836,64,3.5,0.133,16.0,17.5,4.83,21.0,0.328,32.0,32.0,29.698,2.0,0.318,1.882,1.0,1.25,1,2,0.0,0.0,2.0,2.0,0.0,0.25
my-renovate[bot],test,Bot,0.454,0.881,5.624,0.277,17.472,0.032,0.829,4.529,0.002,13.391,0.119,0.927,1.129,0.002,5.134,0.095,0.955,1.057,0.002,6.667,207,10.25,0.708,25.875,4.5,50.3,49.0,0.578,41.4,9.0,54.243,5.25,0.739,9.409,2.0,25.485,1,5,1.25,0.193,2.75,2.0,1.165,0.125
tizendocsbot,test,Bot,,0.0,,,0.0,0.0,0.0,1926.606,1926.606,0.0,,0.0,,,0.0,17.902,0.808,20.069,0.668,41.57,97,0.0,0.0,97.0,97.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0,97.0,97.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
ericgio,test,Human,0.0,0.0,254.262,254.262,0.0,18.497,0.0,18.497,18.497,26.158,0.474,0.886,26.1,0.213,76.244,0.432,0.936,13.239,0.194,54.237,23,10.5,0.457,11.5,11.5,14.849,1.0,0.435,4.6,2.0,5.273,10.5,0.457,11.5,11.5,14.849,1,5,2.0,0.333,3.0,3.0,2.828,0.5
backlog-helper[bot],test,Bot,19.955,0.726,14.94,3.124,23.684,0.0,0.582,4.664,0.0,19.435,37.767,0.622,23.419,13.298,28.736,23.994,0.699,15.495,3.752,23.192,143,16.0,0.442,13.0,11.0,11.082,61.5,0.43,71.5,71.5,86.974,0.0,0.192,1.265,1.0,1.126,1,2,0.5,0.156,1.273,1.0,0.467,0.091
johnmay,test,Human,35.848,0.803,43.024,2.716,94.399,37.403,0.672,39.244,0.278,73.241,5.973,0.884,19.683,0.198,59.356,3.62,0.895,14.258,0.104,48.522,148,3.0,0.743,16.444,4.0,37.799,13.25,0.524,12.333,7.5,12.879,5.0,0.582,5.692,2.5,7.791,6,12,0.0,0.352,2.667,2.0,2.449,0.667
osg-bot,test,Bot,,0.0,,,0.0,0.0,0.0,2190.515,2190.515,0.0,1.507,0.882,6.536,0.001,22.217,6.097,0.832,8.59,0.001,22.884,256,0.0,0.0,256.0,256.0,0.0,24.5,0.287,64.0,61.0,40.158,0.0,0.0,256.0,256.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
pfrenssen,test,Human,95.077,0.682,65.903,21.721,99.226,2.302,0.79,27.256,0.003,84.369,24.782,0.8,38.955,1.29,79.79,22.06,0.794,32.877,2.054,68.01,50,3.5,0.528,5.0,2.5,5.812,2.25,0.597,4.167,1.5,7.056,1.75,0.482,2.778,1.5,3.439,6,12,1.75,0.318,2.2,2.0,1.398,0.6
dzbaker,test,Bot,0.205,0.897,21.986,0.054,62.774,0.064,0.929,11.805,0.0,59.155,0.309,0.869,34.909,0.107,85.882,0.204,0.923,19.329,0.044,64.892,110,10.0,0.48,8.462,4.0,8.432,13.0,0.426,12.222,11.0,10.01,1.0,0.265,1.746,2.0,0.967,2,9,2.0,0.288,3.615,3.0,2.103,0.154
saibotk,test,Human,22.514,0.621,19.253,10.838,25.916,0.291,0.809,3.272,0.0,11.216,1.497,0.867,5.26,0.067,14.774,1.459,0.871,5.517,0.098,15.624,218,5.5,0.764,9.478,1.0,23.351,18.0,0.581,16.769,11.0,20.761,2.0,0.631,4.037,1.0,8.62,17,13,1.0,0.366,1.826,1.0,1.946,0.739
dbwiddis,test,Human,5.62,0.797,7.547,0.752,16.356,0.209,0.799,1.516,0.0,5.251,3.876,0.831,5.474,0.269,14.043,3.082,0.841,4.676,0.333,12.461,168,13.5,0.473,12.0,11.5,10.684,13.5,0.515,15.273,11.0,16.787,1.0,0.348,1.931,1.0,1.469,4,11,1.5,0.324,2.5,2.0,1.653,0.286
flankbot,test,Bot,0.107,0.941,1.617,0.041,8.395,0.0,0.925,0.199,0.0,1.868,0.112,0.923,0.575,0.002,2.555,0.107,0.941,1.522,0.016,7.863,235,28.25,0.417,23.5,21.5,18.216,13.75,0.592,39.167,21.5,59.818,0.0,0.14,1.193,1.0,0.477,1,6,2.75,0.292,2.4,2.5,1.35,0.1
davehunt,test,Human,145.654,0.675,143.367,32.988,243.454,0.227,0.665,23.916,0.047,53.326,32.975,0.814,81.932,0.026,188.431,32.972,0.837,63.005,0.026,151.852,12,1.0,0.083,6.0,6.0,1.414,2.0,0.4,2.4,1.0,2.191,2.0,0.267,2.4,3.0,1.342,2,5,0.5,0.1,2.5,2.5,0.707,1.0
metworkbot,test,Bot,0.599,0.887,1.729,0.04,5.344,0.0,0.778,2.306,0.0,16.391,6.113,0.809,7.09,1.184,25.913,0.827,0.883,2.774,0.121,13.816,300,4.75,0.7,10.714,5.0,23.095,30.0,0.1,150.0,150.0,42.426,0.0,0.281,1.456,1.0,1.399,1,2,1.0,0.156,1.571,2.0,0.504,0.036
kaitai-bot,test,Bot,11.427,0.797,15.585,0.008,32.278,0.395,0.638,3.526,0.0,9.636,,0.0,,,0.0,0.004,0.98,1.144,0.002,8.441,121,28.75,0.713,30.25,2.0,57.169,0.0,0.0,121.0,121.0,0.0,24.0,0.664,15.125,1.0,22.389,1,1,0.0,0.0,1.0,1.0,0.0,0.25
brandonbloom,test,Human,86.473,0.603,153.035,61.087,227.392,0.482,0.079,0.188,0.0,0.282,68.114,0.529,48.645,45.167,50.828,46.907,0.848,58.125,0.189,155.461,30,2.5,0.467,2.727,1.0,2.832,3.25,0.6,5.0,1.5,7.51,1.5,0.467,2.5,1.0,2.747,8,6,0.0,0.126,1.182,1.0,0.405,0.727
warrenweckesser,test,Human,13.354,0.794,15.206,2.053,40.269,0.599,0.834,5.896,0.0,24.424,12.899,0.77,12.068,1.442,27.504,7.662,0.838,11.895,0.965,35.304,186,8.25,0.572,8.455,4.0,10.654,9.5,0.627,18.6,9.0,29.882,1.0,0.302,1.771,1.0,1.235,6,10,1.0,0.371,1.864,1.0,1.699,0.273
thebusybot,test,Bot,159.088,0.278,210.926,176.95,127.817,0.0,0.0,94.846,0.0,212.082,159.088,0.278,210.926,176.95,127.817,144.356,0.245,219.655,210.601,105.513,7,1.5,0.214,3.5,3.5,2.121,2.0,0.381,2.333,1.0,2.309,0.0,0.229,1.4,1.0,0.894,1,3,0.5,0.167,1.5,1.5,0.707,0.5
xvik,test,Human,23.96,0.738,23.163,3.889,40.88,0.03,0.811,2.609,0.0,9.982,21.627,0.768,17.001,1.294,33.824,16.184,0.825,13.641,0.609,31.957,158,5.0,0.63,7.182,3.0,11.24,15.0,0.688,17.556,3.0,27.96,1.0,0.385,1.881,1.0,1.99,5,9,1.0,0.347,2.0,1.5,1.662,0.227
keycloak-bot,test,Bot,0.122,0.913,25.492,0.014,84.517,0.0,0.12,0.025,0.0,0.083,0.304,0.865,41.229,0.128,107.515,0.148,0.92,23.391,0.015,81.147,49,6.0,0.201,8.167,8.0,3.488,9.25,0.362,12.25,12.5,9.215,0.0,0.074,1.089,1.0,0.288,1,4,1.0,0.233,1.667,1.5,0.816,0.167
zx2c4-bot,test,Bot,298.099,0.623,239.485,100.693,349.711,210.371,0.65,212.424,1.038,368.135,159.024,0.381,248.176,210.455,190.622,201.513,0.739,144.29,2.863,236.561,15,3.75,0.35,3.75,3.5,2.754,4.5,0.4,5.0,2.0,5.196,1.0,0.347,3.0,2.0,2.345,2,3,0.25,0.15,1.25,1.0,0.5,0.5
codegather,test,Human,,0.0,,,0.0,0.0,0.0,1079.605,1079.605,0.0,260.614,0.714,149.433,0.203,254.826,0.977,0.902,49.073,0.217,153.292,23,0.0,0.0,23.0,23.0,0.0,3.75,0.402,5.75,3.5,5.56,0.0,0.0,23.0,23.0,0.0,1,4,0.0,0.0,4.0,4.0,0.0,1.0
tykbot[bot],test,Bot,13.835,0.603,12.125,6.192,16.471,40.592,0.771,26.637,0.975,47.529,0.006,0.978,0.327,0.004,2.977,0.091,0.937,3.403,0.005,13.448,248,62.0,0.333,82.667,114.0,67.678,32.0,0.129,124.0,124.0,45.255,13.0,0.461,11.273,8.5,10.379,1,2,0.0,0.0,2.0,2.0,0.0,0.333
zephyrbot,test,Bot,,0.0,,,0.0,0.0,0.0,124.191,124.191,0.0,2.527,0.845,9.26,0.001,22.887,11.331,0.779,9.553,0.865,19.356,14,0.0,0.0,14.0,14.0,0.0,1.0,0.095,4.667,4.0,1.155,0.0,0.0,14.0,14.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
nethbot,test,Bot,22.179,0.757,22.321,2.109,45.268,0.721,0.804,6.947,0.0,22.02,21.127,0.801,19.383,1.516,44.694,15.349,0.82,13.412,0.925,33.602,139,19.0,0.641,15.444,6.0,22.634,23.75,0.582,23.167,12.5,29.647,2.0,0.392,2.172,1.0,2.059,2,6,0.0,0.256,1.444,1.0,1.014,0.222
auto-merge-bot[bot],test,Bot,74.709,0.663,48.363,19.757,68.718,0.0,0.913,36.52,0.001,119.091,21.136,0.819,30.422,0.001,65.964,22.783,0.802,32.218,0.001,65.975,68,8.0,0.306,13.6,14.0,8.989,32.0,0.471,17.0,17.0,18.475,0.0,0.206,2.615,2.0,1.577,3,4,0.0,0.133,2.4,2.0,0.894,0.6
jslegendre,test,Human,71.122,0.69,291.181,69.341,547.95,0.0,0.0,0.004,0.0,0.012,375.397,0.721,368.34,33.274,692.592,75.561,0.734,249.588,56.084,512.169,8,0.0,0.107,1.143,1.0,0.378,2.0,0.333,2.667,2.0,2.082,0.0,0.107,1.143,1.0,0.378,6,3,0.0,0.107,1.143,1.0,0.378,0.857
slicerbot,test,Bot,14.977,0.401,18.352,17.686,14.349,143.683,0.63,69.798,10.059,102.99,15.445,0.714,9.339,0.13,14.455,24.692,0.62,18.84,10.825,23.652,117,29.5,0.336,39.0,54.0,32.234,29.75,0.712,29.25,2.5,54.518,4.0,0.35,4.68,4.0,3.105,1,4,0.5,0.133,1.667,2.0,0.577,0.333
spring-builds,test,Bot,5.718,0.787,9.924,2.146,22.779,0.253,0.868,0.674,0.011,3.044,0.851,0.906,3.532,0.015,14.821,0.798,0.908,3.536,0.066,13.954,187,12.5,0.64,10.389,2.5,14.813,5.5,0.573,18.7,8.0,25.521,2.5,0.37,2.968,2.0,2.214,5,10,1.75,0.299,2.0,2.0,1.188,0.278
agones-bot,test,Bot,0.864,0.517,0.479,0.425,0.544,716.417,0.231,438.421,357.359,482.326,0.864,0.517,0.479,0.425,0.544,9.134,0.765,12.122,2.443,26.659,182,89.0,0.489,91.0,91.0,125.865,89.0,0.489,91.0,91.0,125.865,44.0,0.51,36.4,40.0,38.818,2,2,0.0,0.0,1.0,1.0,0.0,1.0
capflam,test,Human,,0.0,,,0.0,0.0,0.0,1483.748,1483.748,0.0,18.717,0.792,15.49,0.657,30.376,3.196,0.875,10.025,0.38,35.79,149,0.0,0.0,149.0,149.0,0.0,51.5,0.461,49.667,44.0,51.733,0.0,0.0,149.0,149.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
gengliangwang,test,Human,70.552,0.753,90.769,20.992,185.141,3.644,0.763,46.831,0.007,123.807,46.046,0.836,59.302,0.221,148.026,24.214,0.836,45.889,1.413,119.25,44,9.0,0.568,11.0,3.5,16.021,3.25,0.523,7.333,4.5,9.331,1.5,0.497,2.933,2.0,3.882,4,6,1.75,0.361,2.25,1.5,1.893,1.0
akshatdubeysf,test,Human,147.084,0.383,151.72,142.014,109.715,41.566,0.764,78.81,0.001,160.197,68.794,0.79,69.063,0.001,130.407,65.57,0.789,62.034,0.539,116.812,32,3.25,0.305,4.0,3.0,2.39,1.0,0.212,6.4,7.0,3.13,2.0,0.25,3.556,3.0,1.74,2,5,2.0,0.208,2.25,3.0,1.035,0.25
fepitre-bot,test,Bot,6.583,0.817,11.985,0.076,24.709,0.0,0.662,9.083,0.0,32.282,5.04,0.822,12.379,0.597,25.875,5.348,0.811,12.842,0.888,25.672,151,13.0,0.336,30.2,33.0,20.945,7.25,0.078,37.75,35.5,6.602,0.0,0.337,1.641,1.0,1.594,4,4,1.0,0.171,1.4,1.0,0.548,0.8
