contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
kaczmarj,train,Human,23,9,9,7,0.778,2.556,1.0,2.455,0.435,2.0,2.556,3.0,1.59,0.3,2.0,2.3,1.5,1.829,0.378,1.75,2.0,1.0,1.414,0.333,2.0,95.446,1.495,206.408,0.641,8.141,43.242,22.819,52.922,0.593,44.184,61.074,3.275,136.697,0.809,43.009,70.712,8.895,145.195,0.779,59.305
plasmapy-requirements-bot[bot],train,Bot,27,3,1,1,1.0,27.0,27.0,0.0,0.0,0.0,9.0,9.0,3.0,0.148,3.0,27.0,27.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2016.001,2016.001,0.0,0.0,0.0,,,0.0,0.0,,77.538,59.522,79.168,0.53,167.998,65.739,0.001,76.555,0.596,167.987
accesslint[bot],train,Bot,90,1,27,27,1.0,3.333,2.0,3.669,0.474,3.0,90.0,90.0,0.0,0.0,0.0,1.385,1.0,0.764,0.219,1.0,1.0,1.0,0.0,0.0,0.0,2.762,0.0,8.046,0.645,0.144,16.049,10.432,21.498,0.59,17.185,13.558,6.711,19.571,0.634,14.347,,,0.0,0.0,
blueztestbot,train,Bot,148,6,4,2,0.5,37.0,29.5,41.288,0.52,57.0,24.667,30.0,19.775,0.396,24.25,4.774,3.0,4.551,0.482,5.5,3.0,3.5,1.414,0.208,1.5,6.923,0.358,16.313,0.752,2.969,7.885,2.066,15.635,0.754,4.884,3.069,0.154,8.694,0.848,0.948,3.946,0.011,10.351,0.836,1.31
thundernest-bot,train,Bot,300,1,1,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1200.674,1200.674,0.0,0.0,0.0,,,0.0,0.0,,4.016,0.321,10.298,0.832,1.82,,,0.0,0.0,
syndace,train,Human,90,11,18,8,0.444,5.0,3.0,4.284,0.444,5.75,8.182,3.0,13.318,0.612,5.5,2.093,2.0,1.688,0.347,1.0,2.111,2.0,1.183,0.251,0.75,7.768,0.029,28.26,0.864,0.142,12.563,0.605,30.826,0.852,2.8,9.682,0.18,25.959,0.878,1.546,10.138,0.222,27.323,0.875,2.309
bluca,train,Human,225,11,12,4,0.333,18.75,4.0,27.293,0.659,20.0,20.455,15.0,26.868,0.565,21.5,2.206,1.0,2.305,0.41,1.0,2.75,2.5,2.221,0.361,2.0,1.507,0.0,8.306,0.895,0.214,0.981,0.224,2.313,0.784,0.657,1.129,0.161,5.278,0.871,0.433,1.562,0.122,6.432,0.885,0.477
dbaeumer,train,Human,152,12,10,2,0.2,15.2,15.0,12.282,0.429,17.25,12.667,5.0,18.416,0.641,9.0,3.04,2.0,3.608,0.468,2.0,3.9,3.0,2.961,0.397,5.25,1.018,0.01,3.588,0.839,0.224,11.724,0.221,40.684,0.907,1.698,4.142,0.044,23.702,0.954,0.196,2.364,0.062,10.506,0.922,0.354
wpmobilebot,train,Bot,240,5,8,3,0.375,30.0,19.0,32.955,0.539,36.75,48.0,2.0,101.745,0.763,2.0,1.818,1.0,1.591,0.329,1.0,2.125,1.0,1.808,0.375,1.75,0.785,0.0,2.126,0.671,0.426,2.077,0.512,6.068,0.761,1.371,1.572,0.391,4.647,0.741,1.195,0.232,0.086,0.429,0.714,0.196
adamscybot,train,Human,55,9,18,16,0.889,3.056,1.0,5.461,0.573,1.75,6.111,3.0,6.412,0.509,8.0,2.115,1.0,3.011,0.443,1.0,1.389,1.0,0.85,0.233,0.0,6.059,0.0,23.133,0.78,0.589,57.296,11.736,87.222,0.709,75.813,29.443,0.453,66.186,0.84,16.045,41.367,1.89,78.637,0.784,20.178
herpaderpaldent,train,Human,43,8,4,3,0.75,10.75,2.5,17.519,0.634,9.75,5.375,4.5,4.719,0.451,7.0,7.167,2.0,12.271,0.655,3.5,3.0,2.0,2.708,0.375,1.5,20.205,0.09,49.261,0.663,0.262,354.943,0.159,781.192,0.795,22.136,45.142,0.096,270.131,0.968,0.344,61.946,0.103,319.538,0.96,0.344
cocoapodsbot,train,Bot,300,1,1,1,1.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.227,33.227,0.0,0.0,0.0,,,0.0,0.0,,0.111,0.037,0.21,0.683,0.096,,,0.0,0.0,
nblumhardt,train,Human,223,14,40,12,0.3,5.575,2.0,6.965,0.57,6.25,15.929,13.5,16.735,0.537,19.0,1.538,1.0,1.112,0.274,1.0,2.4,2.0,1.932,0.388,2.0,0.625,0.0,3.848,0.893,0.006,7.395,0.213,21.121,0.84,5.249,5.205,0.109,17.517,0.878,2.112,5.754,0.11,19.602,0.879,2.088
schutzbot,train,Bot,268,8,12,2,0.167,22.333,13.0,21.398,0.47,20.0,33.5,29.0,30.071,0.434,22.5,1.333,1.0,0.723,0.207,0.0,2.583,3.0,1.379,0.282,2.25,1.608,0.0,7.159,0.761,0.0,5.209,2.513,6.157,0.613,9.196,5.112,2.124,7.072,0.677,8.063,3.941,1.822,5.642,0.688,5.591
botcerts,train,Bot,118,6,6,2,0.333,19.667,16.5,17.166,0.418,12.75,19.667,18.0,14.989,0.37,24.25,4.214,3.0,3.348,0.371,4.0,2.833,3.0,0.408,0.049,0.0,33.569,0.017,97.646,0.868,7.094,23.042,1.721,43.675,0.78,22.505,13.351,0.002,45.726,0.915,0.418,15.017,0.003,48.265,0.904,0.741
arcus-automation,train,Bot,26,2,3,1,0.333,8.667,2.0,12.423,0.564,11.0,13.0,13.0,8.485,0.231,6.0,3.714,2.0,5.469,0.549,1.5,1.333,1.0,0.577,0.167,0.5,166.378,1.596,426.918,0.735,14.382,114.593,106.449,86.344,0.368,58.011,74.088,31.238,90.951,0.607,110.989,101.0,81.694,106.966,0.538,120.679
mhchia,train,Human,141,11,12,7,0.583,11.75,2.5,24.691,0.731,6.25,12.818,4.0,28.361,0.691,3.5,3.279,2.0,6.025,0.529,2.0,2.583,1.5,2.429,0.427,2.0,15.392,0.081,38.738,0.768,5.339,22.399,2.284,47.419,0.79,16.356,11.447,0.451,30.724,0.844,6.796,23.903,2.169,46.477,0.766,27.423
markmhendrickson,train,Human,42,8,5,3,0.6,8.4,3.0,13.297,0.629,4.0,5.25,1.5,7.741,0.613,3.5,2.471,1.0,2.787,0.454,2.0,2.6,1.0,2.608,0.431,2.0,84.157,0.0,223.243,0.644,40.739,47.223,24.997,56.03,0.599,72.825,53.323,20.073,144.447,0.76,41.172,32.64,20.091,43.686,0.612,24.676
andrewhop,train,Human,171,5,6,5,0.833,28.5,12.5,41.235,0.623,26.0,34.2,9.0,40.413,0.529,42.0,3.054,1.0,4.494,0.527,2.0,1.5,1.0,0.837,0.241,0.75,13.517,0.0,39.094,0.773,3.317,13.405,0.793,28.082,0.803,13.441,8.789,0.479,23.719,0.848,3.021,11.123,0.876,24.473,0.8,9.935
floryst,train,Human,235,12,13,9,0.692,18.077,2.0,34.311,0.757,3.0,19.583,15.5,19.341,0.52,36.75,3.507,2.0,4.419,0.507,2.0,3.077,1.0,3.148,0.477,3.0,16.43,0.034,52.156,0.846,0.372,15.728,2.296,30.959,0.777,19.635,9.14,0.105,31.153,0.886,2.455,10.748,0.116,35.061,0.885,2.658
5imon-bot,train,Bot,59,3,4,1,0.25,14.75,7.5,16.215,0.436,9.25,19.667,2.0,30.6,0.599,26.5,3.688,3.5,2.798,0.397,4.0,1.5,1.0,1.0,0.25,0.5,41.609,0.768,67.335,0.581,58.644,88.311,31.839,123.493,0.633,120.699,34.317,1.019,75.855,0.808,30.346,43.487,0.004,96.631,0.798,1.085
codekoala,train,Human,29,5,27,26,0.963,1.074,1.0,0.267,0.064,0.0,5.8,2.0,9.066,0.579,0.0,1.0,1.0,0.0,0.0,0.0,1.074,1.0,0.267,0.064,0.0,0.0,0.0,0.0,0.0,0.0,61.806,17.862,90.764,0.68,106.13,61.806,17.862,90.764,0.68,106.13,72.356,11.294,119.8,0.718,99.1
codeforiatibot,train,Bot,297,1,2,1,0.5,148.5,148.5,208.597,0.497,147.5,297.0,297.0,0.0,0.0,0.0,99.0,132.0,86.366,0.366,81.5,1.0,1.0,0.0,0.0,0.0,0.764,1.018,0.674,0.056,0.637,0.004,0.004,0.001,0.093,0.001,0.008,0.008,0.001,0.084,0.002,,,0.0,0.0,
ibm-ci-bot,train,Bot,112,3,8,1,0.125,14.0,10.0,10.664,0.391,18.75,37.333,24.0,40.673,0.464,39.0,2.113,1.0,1.783,0.382,1.0,2.375,2.5,0.744,0.151,1.0,3.174,0.0,12.417,0.805,0.925,12.356,1.082,26.728,0.792,10.944,7.304,0.479,20.518,0.849,3.719,2.321,0.116,4.727,0.8,1.81
bert-e,train,Bot,178,5,10,1,0.1,17.8,12.0,19.993,0.521,16.0,35.6,24.0,34.093,0.452,23.0,3.123,2.0,3.03,0.465,3.0,3.5,4.0,1.354,0.163,0.0,2.784,0.0,11.877,0.895,0.072,5.202,0.411,11.777,0.809,2.597,2.542,0.006,9.469,0.907,0.319,1.901,0.001,8.807,0.937,0.073
jcdickinson,train,Human,129,14,28,20,0.714,4.607,1.0,8.474,0.644,3.0,9.214,4.0,16.702,0.62,6.5,2.58,1.0,4.998,0.54,1.0,1.714,1.0,1.213,0.314,1.0,2.236,0.0,10.648,0.814,0.037,31.801,11.911,50.877,0.704,37.942,13.047,0.124,35.239,0.87,2.739,13.912,0.104,32.869,0.837,10.804
oxide-renovate[bot],train,Bot,229,6,10,1,0.1,22.9,14.0,21.346,0.464,25.25,38.167,38.0,35.51,0.456,60.5,2.29,2.0,1.754,0.332,1.25,2.6,3.0,1.647,0.315,2.0,0.71,0.001,6.495,0.978,0.001,4.574,0.04,10.118,0.837,0.44,2.297,0.003,7.605,0.918,0.039,2.271,0.001,7.063,0.908,0.03
nrel-bot-2c,train,Bot,264,3,2,2,1.0,132.0,132.0,26.87,0.072,19.0,88.0,81.0,59.808,0.301,59.5,1.562,1.0,1.845,0.291,1.0,1.5,1.5,0.707,0.167,0.5,2.878,0.0,13.792,0.78,0.155,0.456,0.096,1.838,0.846,0.245,2.141,0.158,10.932,0.904,0.49,0.456,0.096,1.838,0.846,0.245
slack-oss-bot,train,Bot,194,5,4,1,0.25,48.5,44.5,53.694,0.503,86.5,38.8,33.0,32.912,0.373,1.0,3.593,2.5,3.062,0.426,4.0,3.0,3.0,1.826,0.292,2.5,3.714,0.002,12.387,0.884,0.017,4.65,0.009,9.145,0.791,0.021,2.316,0.002,6.596,0.895,0.014,3.515,0.002,7.955,0.841,0.016
phillip-ground[bot],train,Bot,208,6,7,1,0.143,29.714,34.0,19.137,0.334,26.5,34.667,15.0,54.143,0.635,21.75,1.809,1.0,3.162,0.414,0.0,2.571,1.0,2.07,0.381,3.0,0.52,0.0,2.161,0.721,0.0,3.111,0.187,5.018,0.732,5.662,2.002,0.062,4.179,0.812,0.211,0.499,0.001,1.936,0.927,0.041
adafruit-adabot,train,Bot,130,5,17,2,0.118,7.647,1.0,19.58,0.755,2.0,26.0,4.0,31.313,0.548,46.0,2.364,2.0,2.467,0.422,1.0,1.294,1.0,0.686,0.193,0.0,18.765,0.0,50.321,0.765,0.001,20.888,12.036,26.489,0.589,18.376,16.744,2.499,26.299,0.696,23.973,16.541,0.001,28.048,0.729,23.954
wojcikstefan,train,Human,24,8,9,9,1.0,2.667,1.0,3.937,0.519,1.0,3.0,2.0,2.619,0.417,2.75,1.846,1.0,1.908,0.385,0.0,1.667,1.0,1.118,0.296,1.0,20.244,0.0,54.97,0.482,0.0,95.623,13.582,166.726,0.736,148.709,61.332,0.661,126.643,0.789,69.033,102.585,35.576,164.345,0.696,148.414
psalm-github-bot[bot],train,Bot,62,1,2,2,1.0,31.0,31.0,42.426,0.484,30.0,62.0,62.0,0.0,0.0,0.0,20.667,5.0,30.665,0.591,27.5,1.0,1.0,0.0,0.0,0.0,687.169,51.205,1146.152,0.475,1005.151,11.935,11.935,7.956,0.236,5.626,34.186,20.389,38.353,0.565,46.557,,,0.0,0.0,
rhshadrach,train,Human,173,12,5,4,0.8,34.6,34.0,29.653,0.43,36.0,14.417,11.5,14.482,0.51,18.0,2.403,2.0,2.311,0.414,2.0,3.8,2.0,3.834,0.463,4.0,1.137,0.009,3.806,0.808,0.328,1.895,0.172,4.264,0.792,1.704,1.258,0.104,3.546,0.853,0.384,1.381,0.096,3.892,0.86,0.536
decentraland-bot,train,Bot,121,2,6,1,0.167,20.167,12.5,21.812,0.508,21.0,60.5,60.5,75.66,0.442,53.5,2.086,1.0,2.13,0.4,1.0,1.667,2.0,0.516,0.133,0.75,13.703,0.0,35.115,0.677,3.047,16.039,3.026,33.996,0.738,20.38,14.241,2.823,27.089,0.724,20.037,9.09,1.74,14.134,0.702,13.695
sighrobot,train,Human,19,5,1,1,1.0,19.0,19.0,0.0,0.0,0.0,3.8,2.0,4.025,0.379,0.0,19.0,19.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1626.619,1626.619,0.0,0.0,0.0,,,0.0,0.0,,90.368,8.814,177.219,0.776,99.041,80.243,8.814,190.198,0.817,17.757
sd-buildbot,train,Bot,216,4,17,1,0.059,12.706,5.0,28.853,0.681,4.0,54.0,18.0,82.369,0.613,49.5,2.571,2.0,2.557,0.428,2.0,2.118,2.0,0.857,0.212,2.0,10.07,0.0,28.149,0.787,0.003,15.913,4.83,38.636,0.738,14.813,10.078,1.839,27.48,0.797,9.0,2.91,0.002,7.091,0.855,1.215
tnrich,train,Human,95,11,8,7,0.875,11.875,2.5,24.038,0.712,5.5,8.636,6.0,10.93,0.545,8.0,4.13,1.0,10.328,0.684,0.5,2.75,1.5,2.866,0.455,1.75,47.233,0.0,178.128,0.737,0.002,50.077,3.185,87.036,0.757,60.301,23.277,0.222,54.086,0.841,18.614,18.82,0.134,49.707,0.863,8.192
petersilva,train,Human,192,12,5,2,0.4,38.4,8.0,61.248,0.656,25.0,16.0,7.5,18.071,0.55,17.5,4.683,2.0,6.146,0.558,5.0,5.2,4.0,4.087,0.354,1.0,12.571,0.203,31.86,0.776,1.906,6.878,0.966,12.988,0.754,7.938,4.139,0.239,11.354,0.857,1.403,5.368,0.368,13.376,0.839,2.841
guardrails[bot],train,Bot,297,1,102,47,0.461,2.912,1.0,5.09,0.561,1.0,297.0,297.0,0.0,0.0,0.0,1.138,1.0,0.605,0.115,0.0,1.0,1.0,0.0,0.0,0.0,0.003,0.0,0.036,0.87,0.0,0.787,0.436,0.851,0.522,0.942,0.694,0.418,0.837,0.576,0.957,,,0.0,0.0,
bonny,train,Human,202,13,5,2,0.4,40.4,1.0,79.98,0.75,15.0,15.538,10.0,22.423,0.613,13.0,15.538,12.0,18.446,0.587,16.0,3.6,1.0,4.775,0.533,2.0,143.955,2.022,243.936,0.581,166.899,18.769,2.518,30.082,0.697,17.146,10.431,0.301,24.053,0.828,4.172,11.781,0.468,25.775,0.81,6.862
jiangying000,train,Human,43,7,26,24,0.923,1.654,1.0,2.153,0.343,0.75,6.143,2.0,6.094,0.485,9.0,1.303,1.0,1.075,0.211,0.0,1.154,1.0,0.368,0.113,0.0,0.895,0.0,3.666,0.593,0.0,64.377,53.121,67.299,0.52,77.121,49.753,24.96,64.299,0.621,73.404,56.264,32.486,67.633,0.576,76.188
cryptix,train,Human,212,12,14,12,0.857,15.143,1.0,34.917,0.799,1.75,17.667,6.0,30.955,0.654,8.25,7.852,2.0,13.646,0.701,3.5,2.214,1.0,2.119,0.408,1.0,47.626,0.01,130.262,0.764,1.373,33.024,20.982,46.787,0.654,38.854,10.164,0.221,35.129,0.877,3.197,17.307,0.171,50.581,0.859,8.57
nsmbot,train,Bot,193,4,25,1,0.04,7.72,3.0,12.785,0.586,1.0,48.25,48.5,1.708,0.017,1.75,1.419,1.0,1.008,0.253,0.0,3.0,3.0,0.866,0.131,0.0,0.033,0.0,0.265,0.918,0.0,0.076,0.001,0.773,0.98,0.002,0.077,0.001,0.683,0.975,0.003,0.123,0.001,0.866,0.97,0.004
scottbot,train,Human,5,1,1,1,1.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1290.632,1290.632,0.0,0.0,0.0,,,0.0,0.0,,322.658,350.467,247.308,0.368,290.808,,,0.0,0.0,
trendmicro-frontend-bot,train,Bot,14,1,1,1,1.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1584.729,1584.729,0.0,0.0,0.0,,,0.0,0.0,,121.902,87.579,123.47,0.528,237.348,,,0.0,0.0,
kumakichi,train,Human,15,5,1,1,1.0,15.0,15.0,0.0,0.0,0.0,3.0,2.0,2.345,0.373,4.0,15.0,15.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.269,1.269,0.0,0.0,0.0,,,0.0,0.0,,0.091,0.036,0.135,0.639,0.111,0.129,0.057,0.192,0.642,0.116
rs,train,Human,219,15,19,8,0.421,11.526,5.0,23.244,0.669,6.0,14.6,8.0,20.402,0.583,12.0,3.085,1.0,4.368,0.513,2.0,2.368,2.0,1.978,0.379,2.0,7.8,0.0,23.218,0.784,0.936,22.809,1.408,63.017,0.82,23.425,9.864,0.071,38.876,0.905,0.874,13.991,0.094,46.844,0.87,5.883
cloudkite,train,Human,29,6,8,8,1.0,3.625,1.0,5.208,0.565,2.5,4.833,2.0,5.672,0.534,5.75,2.9,1.0,4.332,0.528,1.75,1.25,1.0,0.463,0.15,0.25,27.711,0.0,55.999,0.496,26.609,211.542,176.083,270.981,0.601,302.475,77.893,1.212,176.399,0.821,56.429,186.997,67.244,276.889,0.665,302.475
devtools-bot,train,Bot,2,1,1,1,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,482.534,482.534,0.0,0.0,0.0,,,0.0,0.0,,482.534,482.534,0.0,0.0,0.0,,,0.0,0.0,
adyenautomationbot,train,Bot,246,5,11,1,0.091,22.364,22.0,14.555,0.353,24.0,49.2,24.0,62.464,0.509,15.0,1.519,1.0,1.509,0.285,1.0,3.545,4.0,1.695,0.233,2.5,0.364,0.0,2.545,0.921,0.0,3.991,0.007,15.723,0.931,0.175,2.864,0.007,12.944,0.941,0.114,4.031,0.005,16.94,0.936,0.198
kebot,train,Human,22,6,12,12,1.0,1.833,1.0,2.588,0.409,0.0,3.667,1.5,4.082,0.5,4.0,1.571,1.0,1.284,0.305,0.0,1.333,1.0,0.888,0.219,0.0,6.029,0.0,22.548,0.666,0.0,154.545,158.458,131.908,0.45,185.878,99.69,47.355,126.037,0.634,187.989,110.914,44.726,152.692,0.656,162.483
devexpressexamplebot,train,Bot,198,4,100,1,0.01,1.98,1.0,1.421,0.34,1.0,49.5,15.5,78.53,0.654,58.5,1.179,1.0,0.528,0.136,0.0,1.27,1.0,0.468,0.159,1.0,0.01,0.0,0.069,0.829,0.0,1.876,0.004,14.52,0.98,0.016,1.599,0.004,13.379,0.981,0.016,0.036,0.006,0.102,0.832,0.012
codebytere,train,Human,186,11,12,4,0.333,15.5,5.5,26.719,0.668,12.0,16.909,9.0,23.093,0.631,19.0,3.1,2.0,3.323,0.484,3.25,2.667,2.0,2.27,0.359,0.5,8.988,0.002,32.602,0.858,0.628,5.504,0.33,9.385,0.747,5.156,4.67,0.08,12.865,0.86,1.722,4.702,0.119,13.541,0.847,1.86
dpebot,train,Bot,272,2,56,4,0.071,4.857,3.0,8.227,0.552,4.0,136.0,136.0,97.581,0.254,69.0,1.609,1.0,1.585,0.318,1.0,1.0,1.0,0.0,0.0,0.0,0.026,0.0,0.1,0.744,0.001,0.557,0.241,0.768,0.633,0.675,0.362,0.084,0.656,0.735,0.367,0.672,0.363,0.777,0.561,0.712
dd32,train,Human,294,4,24,3,0.125,12.25,2.5,20.429,0.697,11.75,73.5,2.0,143.0,0.73,71.5,1.235,1.0,0.598,0.164,0.0,1.083,1.0,0.282,0.071,0.0,0.187,0.0,0.564,0.38,0.0,1.0,0.497,1.788,0.681,0.994,0.961,0.5,1.627,0.632,0.993,1.061,0.989,0.87,0.423,0.729
seratch,train,Human,172,13,21,4,0.19,8.19,2.0,11.205,0.624,11.0,13.231,9.0,12.343,0.492,21.0,1.72,1.0,1.45,0.33,1.0,2.905,2.0,2.862,0.461,3.0,0.387,0.0,1.972,0.846,0.01,8.584,0.424,24.252,0.849,3.887,5.196,0.104,18.898,0.896,1.109,5.965,0.101,20.994,0.893,1.111
michalbundyra,train,Human,61,10,8,5,0.625,7.625,6.0,5.975,0.395,6.25,6.1,2.5,6.574,0.526,9.0,1.564,1.0,1.373,0.293,1.0,3.0,2.5,1.69,0.281,1.5,0.285,0.0,1.569,0.865,0.011,33.45,0.035,115.736,0.924,0.609,21.37,0.027,93.049,0.95,0.163,24.46,0.027,99.707,0.944,0.163
ipfs-mgmt-read-write[bot],train,Bot,35,3,2,1,0.5,17.5,17.5,23.335,0.471,16.5,11.667,13.0,10.066,0.381,10.0,11.667,10.0,11.59,0.438,11.5,2.0,2.0,1.414,0.25,1.0,616.021,671.976,590.037,0.136,588.044,84.027,84.027,2.449,0.01,1.732,59.298,0.015,77.005,0.642,167.952,69.742,0.001,79.97,0.58,167.985
ndrwrbgs,train,Human,21,8,15,12,0.8,1.4,1.0,0.91,0.241,0.0,2.625,2.0,2.066,0.375,2.25,1.235,1.0,0.752,0.174,0.0,1.4,1.0,0.91,0.241,0.0,0.005,0.0,0.018,0.461,0.0,86.615,18.558,130.076,0.701,113.444,69.296,0.448,120.916,0.76,99.381,35.168,0.036,68.586,0.797,35.442
angular-robot[bot],train,Bot,9,1,1,1,1.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,527.951,527.951,0.0,0.0,0.0,,,0.0,0.0,,65.994,24.018,85.821,0.557,53.966,,,0.0,0.0,
core23,train,Human,59,8,7,6,0.857,8.429,3.0,12.581,0.615,6.5,7.375,3.0,11.173,0.617,6.5,2.458,1.0,2.519,0.454,1.25,1.571,2.0,0.535,0.156,1.0,23.161,0.0,70.748,0.739,0.72,70.613,5.192,114.419,0.73,81.415,37.586,0.103,88.572,0.852,11.941,62.254,0.244,106.847,0.752,76.627
peril-bolt[bot],train,Bot,7,1,1,1,1.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1655.59,1655.59,0.0,0.0,0.0,,,0.0,0.0,,275.932,255.529,130.083,0.241,178.478,,,0.0,0.0,
staltz,train,Human,27,8,6,5,0.833,4.5,1.5,7.148,0.599,1.75,3.375,1.5,3.815,0.495,2.75,3.375,1.5,4.779,0.532,2.0,2.0,1.0,1.673,0.361,1.5,21.418,0.001,58.538,0.732,1.762,281.402,0.74,554.468,0.782,247.163,82.352,0.191,299.129,0.923,7.693,92.865,0.189,317.298,0.915,13.289
alan-agius4,train,Human,144,12,7,6,0.857,20.571,9.0,29.421,0.597,15.5,12.0,13.5,9.254,0.416,16.75,2.0,1.0,1.823,0.386,1.0,3.714,3.0,2.928,0.396,3.5,2.755,0.0,16.667,0.912,0.055,3.712,0.064,12.493,0.91,0.444,3.23,0.039,13.306,0.931,0.43,3.148,0.041,13.397,0.93,0.447
daffl,train,Human,100,12,22,13,0.591,4.545,2.0,6.1,0.567,2.75,8.333,6.5,6.84,0.43,8.5,2.174,1.0,3.282,0.479,0.0,2.136,1.0,2.253,0.425,1.0,0.112,0.0,0.413,0.655,0.0,46.94,3.386,83.832,0.771,29.413,21.389,0.108,60.869,0.883,1.535,30.053,0.124,71.681,0.85,13.869
riknoll,train,Human,224,12,13,3,0.231,17.231,3.0,35.715,0.729,4.0,18.667,14.5,18.282,0.518,29.5,4.0,3.0,3.871,0.469,4.0,3.923,3.0,2.813,0.377,3.0,6.499,0.106,16.632,0.804,1.029,23.919,1.288,80.229,0.855,17.827,7.532,0.166,41.241,0.922,0.876,7.798,0.14,43.104,0.927,0.761
micronaut-build,train,Bot,286,3,77,1,0.013,3.667,3.0,2.485,0.355,3.0,95.333,13.0,147.832,0.604,129.5,1.096,1.0,0.414,0.082,0.0,1.256,1.0,0.612,0.176,0.0,0.034,0.0,0.354,0.869,0.0,1.364,0.055,4.374,0.893,0.142,1.275,0.055,4.199,0.896,0.136,0.18,0.002,0.893,0.936,0.04
tarantoolbot,train,Bot,60,2,2,1,0.5,30.0,30.0,11.314,0.133,8.0,30.0,30.0,11.314,0.133,8.0,2.0,1.0,2.181,0.408,1.0,1.0,1.0,0.0,0.0,0.0,28.875,0.0,100.044,0.738,2.508,39.133,14.391,48.656,0.56,46.675,33.917,14.391,43.244,0.609,44.626,39.133,14.391,48.656,0.56,46.675
dotnet-bot,train,Bot,283,6,23,3,0.13,12.304,8.0,15.107,0.527,14.0,47.167,15.5,84.279,0.703,28.25,1.874,1.0,1.593,0.323,1.0,1.609,1.0,0.941,0.273,1.0,0.07,0.0,0.238,0.72,0.06,0.17,0.03,0.315,0.749,0.189,0.128,0.02,0.284,0.775,0.099,0.098,0.012,0.264,0.819,0.062
alluxio-bot,train,Bot,20,4,1,1,1.0,20.0,20.0,0.0,0.0,0.0,5.0,4.0,4.899,0.45,7.0,20.0,20.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1245.789,1245.789,0.0,0.0,0.0,,,0.0,0.0,,65.568,14.48,111.597,0.741,73.764,35.112,1.877,63.438,0.758,41.759
cardano-bot,train,Bot,300,2,3,2,0.667,100.0,51.0,130.587,0.549,123.5,150.0,150.0,206.475,0.487,146.0,5.085,2.0,7.539,0.604,4.5,1.333,1.0,0.577,0.167,0.5,19.121,0.569,41.29,0.65,17.287,2.847,2.242,2.739,0.485,3.338,4.325,3.906,3.122,0.347,2.781,1.915,1.32,2.013,0.507,1.921
openjdk[bot],train,Bot,203,5,20,1,0.05,10.15,10.0,11.408,0.398,6.0,40.6,16.0,57.4,0.627,44.0,1.336,1.0,1.115,0.232,0.0,1.8,1.0,1.196,0.306,2.0,0.026,0.0,0.154,0.762,0.0,0.048,0.0,0.155,0.862,0.005,0.056,0.001,0.161,0.854,0.008,0.08,0.003,0.184,0.829,0.037
brickbots,train,Human,89,9,3,1,0.333,29.667,2.0,48.789,0.637,42.5,9.889,5.0,12.811,0.554,7.0,17.8,10.0,22.287,0.571,19.0,3.667,2.0,3.786,0.424,3.5,333.616,269.137,454.477,0.501,292.179,75.358,78.471,73.514,0.447,117.377,22.381,0.12,71.133,0.901,2.424,19.404,0.069,62.189,0.901,2.457
maestro-local-dev[bot],train,Bot,245,3,6,1,0.167,40.833,46.5,25.039,0.31,28.75,81.667,98.0,37.287,0.188,34.5,6.282,2.0,7.497,0.53,5.0,2.5,2.5,0.548,0.1,1.0,21.118,0.003,50.243,0.84,10.748,32.666,0.142,94.615,0.898,1.411,8.463,0.009,43.035,0.96,0.173,9.092,0.007,45.039,0.96,0.134
