contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
phax,train,Human,272,12,36,7,0.194,7.556,5.0,8.248,0.55,11.0,22.667,4.5,50.211,0.752,13.25,1.755,1.0,1.593,0.356,1.0,2.111,1.5,1.737,0.367,1.0,1.498,0.0,8.176,0.862,0.024,3.49,0.161,15.037,0.893,0.771,2.84,0.1,12.378,0.908,0.398,3.11,0.08,15.653,0.929,0.38
5c077m4n,train,Human,299,4,17,12,0.706,17.588,1.0,46.755,0.819,12.0,74.75,7.0,138.892,0.712,76.25,4.6,2.0,8.562,0.63,2.0,1.294,1.0,0.686,0.193,0.0,17.892,0.014,75.042,0.891,0.584,15.014,0.386,40.054,0.868,7.53,7.127,0.121,24.647,0.904,0.81,17.999,0.702,38.642,0.814,9.55
acassen,train,Human,22,4,3,1,0.333,7.333,8.0,4.041,0.242,4.0,5.5,2.0,7.724,0.568,5.5,3.667,2.5,3.777,0.455,2.5,2.667,3.0,0.577,0.083,0.5,46.938,1.38,82.864,0.609,55.91,129.155,74.452,122.25,0.434,80.844,44.162,7.051,78.733,0.736,64.164,54.468,2.73,107.773,0.763,64.164
bobotig,train,Human,242,14,45,27,0.6,5.378,1.0,14.486,0.736,1.0,17.286,7.5,36.08,0.671,9.5,2.35,1.0,3.542,0.481,1.0,1.733,1.0,1.657,0.346,1.0,1.359,0.0,4.876,0.81,0.063,3.911,1.312,5.963,0.696,4.376,2.236,0.149,4.725,0.804,1.846,2.418,0.185,5.101,0.801,1.727
chromium-wpt-export-bot,train,Bot,156,4,1,1,1.0,156.0,156.0,0.0,0.0,0.0,39.0,39.0,4.082,0.048,6.5,156.0,156.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,119.446,119.446,0.0,0.0,0.0,,,0.0,0.0,,0.771,0.033,5.149,0.875,0.443,0.892,0.154,5.66,0.874,0.454
yowainwright,train,Human,180,11,30,14,0.467,6.0,1.0,7.9,0.589,7.75,16.364,8.0,16.735,0.508,20.5,2.022,2.0,1.545,0.303,1.0,2.067,1.0,1.53,0.353,2.0,0.627,0.0,3.219,0.93,0.001,5.79,0.065,9.408,0.747,8.42,3.158,0.02,7.423,0.854,0.545,3.082,0.021,7.292,0.854,0.545
yanboliang,train,Human,150,8,6,4,0.667,25.0,5.5,49.643,0.733,8.75,18.75,13.5,17.236,0.473,27.25,4.839,1.0,8.275,0.658,1.5,2.833,2.0,2.317,0.382,2.25,30.109,0.0,75.332,0.637,18.512,14.403,10.254,17.419,0.599,22.102,9.164,0.654,22.122,0.794,10.211,7.861,0.898,12.952,0.731,11.87
dan-gamble,train,Human,24,4,17,15,0.882,1.412,1.0,1.228,0.26,0.0,6.0,4.5,4.967,0.375,5.0,1.333,1.0,1.188,0.231,0.0,1.059,1.0,0.243,0.052,0.0,1.388,0.0,5.768,0.48,0.0,107.775,81.733,111.474,0.52,128.761,80.746,45.552,105.943,0.633,93.886,167.264,171.88,137.826,0.43,178.176
andrewkushnir,train,Human,146,9,4,3,0.75,36.5,5.5,65.138,0.699,40.0,16.222,6.0,16.154,0.508,29.0,5.84,1.0,9.745,0.655,6.0,3.0,1.5,3.367,0.458,2.5,13.823,0.0,30.123,0.587,1.594,11.663,0.182,33.511,0.876,1.603,4.314,0.027,15.764,0.892,0.523,3.498,0.021,16.155,0.924,0.21
prombot,train,Bot,279,4,40,2,0.05,6.975,6.0,11.046,0.388,2.25,69.75,84.0,42.68,0.273,46.75,2.325,2.0,1.861,0.182,0.0,2.1,2.0,0.304,0.043,0.0,6.31,0.001,31.566,0.961,0.0,5.737,0.002,13.993,0.864,1.005,5.18,0.001,12.91,0.87,0.935,3.402,0.001,10.756,0.913,0.002
gaugebot[bot],train,Bot,12,1,8,1,0.125,1.5,1.0,0.756,0.229,1.0,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.398,167.547,199.56,0.537,188.304,183.398,167.547,199.56,0.537,188.304,,,0.0,0.0,
sapcc-bot,train,Bot,280,5,31,1,0.032,9.032,7.0,12.648,0.343,1.0,56.0,6.0,85.898,0.644,53.0,1.327,1.0,2.112,0.239,0.0,1.097,1.0,0.396,0.083,0.0,1.504,0.0,10.158,0.703,0.0,2.983,0.0,17.352,0.939,0.001,3.383,0.001,16.708,0.927,0.173,18.602,3.405,38.63,0.754,19.007
samussiah,train,Human,166,11,4,3,0.75,41.5,11.0,68.32,0.672,50.5,15.091,12.0,13.027,0.453,17.5,8.3,2.0,13.773,0.659,6.5,5.0,4.5,4.69,0.425,7.5,93.152,0.714,195.599,0.725,74.584,16.025,6.137,27.592,0.659,17.546,13.137,0.416,42.614,0.87,4.645,13.407,0.476,45.211,0.865,5.497
tde-banana-odoo,train,Human,232,6,2,2,1.0,116.0,116.0,36.77,0.112,26.0,38.667,17.0,50.397,0.585,39.75,2.297,2.0,1.993,0.385,2.0,3.0,3.0,1.414,0.167,1.0,4.934,0.017,31.347,0.901,0.664,1.306,0.152,3.969,0.831,0.556,2.723,0.138,20.843,0.923,0.549,1.429,0.12,4.076,0.841,0.55
maraino,train,Human,136,11,16,5,0.312,8.5,3.0,13.397,0.631,8.25,12.364,8.0,12.476,0.489,15.5,2.473,1.0,2.062,0.405,2.0,3.0,1.5,2.449,0.417,3.25,8.593,0.0,33.562,0.791,2.085,30.875,9.944,52.307,0.719,27.273,15.851,0.524,38.09,0.83,15.731,18.429,0.308,42.78,0.832,15.733
jufab,train,Human,45,5,5,2,0.4,9.0,8.0,10.223,0.516,8.0,9.0,1.0,17.335,0.702,1.0,5.625,5.0,5.181,0.458,7.25,1.6,1.0,1.342,0.3,0.0,94.784,1.071,168.14,0.592,102.753,135.961,152.924,111.65,0.423,171.658,38.864,3.25,69.465,0.755,42.125,39.72,0.295,94.301,0.834,11.837
natmokval,train,Human,16,7,2,2,1.0,8.0,8.0,5.657,0.25,4.0,2.286,2.0,2.138,0.375,1.0,2.286,2.0,2.138,0.375,1.0,4.0,4.0,1.414,0.125,1.0,16.407,0.605,33.454,0.625,11.98,4.725,1.404,8.28,0.711,3.645,9.547,0.491,23.199,0.826,3.453,11.61,0.323,25.716,0.806,8.231
grafikrobot,train,Human,152,12,67,15,0.224,2.269,1.0,4.205,0.485,1.0,12.667,5.5,26.407,0.658,5.0,1.345,1.0,0.914,0.226,0.0,1.194,1.0,0.723,0.152,0.0,2.905,0.0,16.608,0.716,0.0,16.263,0.733,36.149,0.825,11.68,14.236,1.086,33.86,0.83,9.852,28.517,9.222,45.293,0.706,25.227
keithamus,train,Human,208,14,20,13,0.65,10.4,2.0,32.109,0.791,4.5,14.857,5.0,25.839,0.655,10.0,3.467,1.0,5.067,0.567,2.0,2.05,1.0,1.761,0.374,2.0,4.923,0.0,22.179,0.826,0.545,8.23,1.996,18.124,0.752,8.329,3.773,0.174,12.326,0.868,1.7,3.934,0.174,9.466,0.825,3.213
robotlolita,train,Human,5,1,5,5,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.599,291.588,203.302,0.305,309.825,309.599,291.588,203.302,0.305,309.825,,,0.0,0.0,
cedric-cordenier,train,Human,224,7,2,1,0.5,112.0,112.0,107.48,0.339,76.0,32.0,13.0,40.472,0.584,36.5,5.209,2.0,7.434,0.612,4.5,6.0,6.0,1.414,0.083,1.0,19.949,0.017,67.38,0.793,6.973,4.176,0.582,12.506,0.838,1.701,4.633,0.405,27.939,0.883,1.49,5.19,0.489,35.855,0.905,1.347
devexp-slackbot[bot],train,Bot,57,1,2,1,0.5,28.5,28.5,33.234,0.412,23.5,57.0,57.0,0.0,0.0,0.0,6.333,4.0,6.819,0.522,8.0,1.0,1.0,0.0,0.0,0.0,187.365,35.168,241.955,0.444,455.874,44.775,19.2,59.199,0.615,51.013,36.509,18.503,46.582,0.615,46.428,,,0.0,0.0,
kcdata-bot[bot],train,Bot,8,2,1,1,1.0,8.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1401.327,1401.327,0.0,0.0,0.0,,,0.0,0.0,,200.19,0.001,269.584,0.637,407.23,200.19,0.001,269.584,0.637,407.23
botspot,train,Human,201,14,17,11,0.647,11.824,3.0,32.579,0.779,3.0,14.357,2.0,25.773,0.721,12.0,3.35,1.5,4.751,0.529,3.25,2.0,1.0,2.398,0.394,1.0,21.682,0.01,59.036,0.745,6.676,15.072,6.249,24.838,0.676,19.67,10.951,0.75,23.525,0.787,11.469,14.442,1.424,28.184,0.756,17.703
carbonrobot,train,Human,193,15,17,6,0.353,11.353,4.0,16.469,0.607,16.0,12.867,10.0,10.993,0.459,20.5,2.681,1.0,4.632,0.509,1.25,3.647,3.0,2.893,0.414,4.0,5.271,0.0,21.536,0.851,0.324,10.187,0.421,41.376,0.889,2.693,5.744,0.202,27.161,0.909,1.02,5.943,0.215,30.191,0.913,0.99
mic92-renovate[bot],train,Bot,49,5,5,1,0.2,9.8,13.0,7.918,0.392,12.0,9.8,7.0,5.933,0.294,8.0,2.722,2.0,1.742,0.33,1.75,3.0,4.0,1.414,0.213,2.0,33.136,0.001,94.063,0.852,0.002,91.997,0.009,151.869,0.743,145.61,45.008,0.002,111.645,0.863,0.008,32.966,0.001,85.015,0.87,0.008
rultor,train,Bot,161,6,25,7,0.28,6.44,4.0,5.987,0.417,5.0,26.833,19.0,23.532,0.434,23.5,3.354,3.0,2.088,0.299,2.0,2.72,2.0,1.37,0.266,1.0,0.311,0.116,0.723,0.664,0.142,3.986,1.634,5.85,0.675,4.482,1.264,0.097,3.616,0.865,0.262,1.083,0.05,3.428,0.892,0.18
conda-bot,train,Bot,112,5,36,3,0.083,3.111,2.0,2.435,0.408,3.25,22.4,23.0,17.925,0.393,20.0,1.109,1.0,0.313,0.088,0.0,1.389,1.0,0.549,0.186,1.0,0.452,0.0,4.533,0.749,0.0,10.099,0.002,28.33,0.882,0.371,9.51,0.001,27.252,0.879,0.048,9.27,0.001,25.024,0.868,0.014
iamthebot,train,Human,107,11,22,11,0.5,4.864,2.0,7.133,0.551,3.75,9.727,4.0,14.451,0.598,8.5,1.597,1.0,1.326,0.312,0.5,1.773,1.5,0.973,0.272,1.0,0.146,0.0,0.585,0.74,0.0,19.206,0.066,66.373,0.922,0.268,12.051,0.071,53.034,0.947,0.173,16.974,0.056,63.355,0.933,0.173
walkingeyerobot,train,Human,63,10,8,3,0.375,7.875,7.5,4.643,0.308,7.5,6.3,2.5,10.371,0.621,5.5,1.615,1.0,1.31,0.313,1.0,2.5,2.0,1.195,0.225,1.0,0.624,0.0,2.923,0.802,0.037,50.795,1.544,98.361,0.789,31.716,31.525,0.312,80.439,0.864,17.68,42.34,0.811,93.862,0.82,26.63
gitgitgadget-git[bot],train,Bot,184,2,1,1,1.0,184.0,184.0,0.0,0.0,0.0,92.0,92.0,125.865,0.484,89.0,184.0,184.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,840.467,840.467,0.0,0.0,0.0,,,0.0,0.0,,4.593,0.927,7.83,0.733,5.858,4.486,0.001,10.986,0.833,0.002
windyakin,train,Human,137,9,10,5,0.5,13.7,5.0,16.303,0.574,17.0,15.222,4.0,21.423,0.623,19.0,3.044,1.0,5.108,0.564,2.0,2.8,2.5,2.044,0.371,2.75,3.836,0.0,14.853,0.804,0.031,45.459,22.232,80.971,0.726,43.379,15.977,0.027,50.804,0.893,0.447,13.538,0.024,51.652,0.922,0.106
dpvc,train,Human,220,8,10,4,0.4,22.0,3.0,32.629,0.665,31.0,27.5,18.5,20.319,0.376,27.5,3.333,2.0,4.407,0.53,2.0,2.2,1.5,1.932,0.382,1.0,10.354,0.028,32.327,0.81,1.425,17.318,1.605,31.016,0.733,23.165,8.261,0.142,23.397,0.868,1.775,10.473,0.224,26.032,0.844,5.201
edsu,train,Human,227,13,29,13,0.448,7.828,2.0,15.199,0.709,3.0,17.462,15.0,16.746,0.441,14.0,3.068,1.0,5.193,0.564,1.0,2.276,1.0,2.12,0.414,1.0,5.266,0.0,28.229,0.894,0.163,11.164,1.853,25.463,0.792,5.069,5.33,0.131,16.885,0.87,1.962,7.455,0.634,19.995,0.838,3.301
cloud-fan,train,Human,105,5,2,2,1.0,52.5,52.5,68.589,0.462,48.5,21.0,16.0,19.455,0.43,9.0,21.0,3.0,26.944,0.587,42.0,3.0,3.0,2.828,0.333,2.0,39.62,0.244,54.223,0.346,94.714,1.626,0.304,2.81,0.67,1.53,1.967,0.159,7.096,0.871,0.728,2.054,0.023,7.964,0.905,0.299
bhombot,train,Bot,44,3,42,1,0.024,1.073,1.0,0.346,0.065,0.0,14.667,2.0,22.811,0.606,20.0,1.048,1.0,0.309,0.044,0.0,1.073,1.0,0.346,0.065,0.0,0.0,0.0,0.0,0.0,0.0,16.869,0.001,79.023,0.959,0.001,16.084,0.001,77.202,0.961,0.001,172.814,119.741,217.556,0.577,292.554
ceciliabot,train,Human,23,1,2,1,0.5,11.5,11.5,6.364,0.196,4.5,23.0,23.0,0.0,0.0,0.0,1.533,1.0,0.915,0.261,1.0,1.0,1.0,0.0,0.0,0.0,56.081,0.0,117.014,0.434,0.15,86.373,17.291,136.942,0.706,67.101,93.202,17.291,132.025,0.682,147.037,,,0.0,0.0,
jakebailey,train,Human,227,12,27,10,0.37,8.407,3.0,13.548,0.65,6.5,18.917,11.5,18.574,0.512,27.5,1.831,1.0,1.829,0.366,1.0,2.37,2.0,1.884,0.36,1.5,1.148,0.0,5.785,0.883,0.016,3.953,0.234,10.063,0.845,1.655,2.781,0.095,8.248,0.874,0.93,2.696,0.086,7.258,0.866,0.975
blueset,train,Human,100,9,57,47,0.825,1.754,1.0,2.586,0.394,0.0,11.111,2.0,16.058,0.638,10.0,1.389,1.0,1.015,0.245,0.0,1.158,1.0,0.527,0.125,0.0,1.162,0.0,4.424,0.661,0.0,28.608,11.99,42.308,0.639,33.045,21.362,6.615,37.751,0.714,23.094,27.881,17.682,46.064,0.652,25.214
reg-suit[bot],train,Bot,78,1,14,13,0.929,5.571,3.0,6.098,0.5,5.5,78.0,78.0,0.0,0.0,0.0,1.773,1.0,1.217,0.314,1.0,1.0,1.0,0.0,0.0,0.0,7.362,0.0,20.094,0.711,1.134,42.67,28.894,42.184,0.503,42.996,28.036,12.896,37.879,0.647,42.26,,,0.0,0.0,
t4rk1n,train,Human,233,11,11,8,0.727,21.182,3.0,53.922,0.796,7.5,21.182,13.0,27.611,0.558,21.0,5.295,2.0,7.648,0.593,5.0,2.818,1.0,3.401,0.504,2.0,37.122,0.046,111.119,0.81,16.633,12.397,1.035,24.19,0.794,6.553,9.338,0.509,31.687,0.86,2.71,10.303,0.416,35.815,0.869,2.64
blockstack-devops,train,Bot,168,5,5,2,0.4,33.6,19.0,30.005,0.429,30.0,33.6,22.0,34.847,0.421,3.0,7.304,5.0,8.138,0.444,5.0,4.2,4.0,0.837,0.095,1.0,13.436,0.004,50.458,0.917,0.84,14.315,3.469,35.057,0.75,14.713,3.736,0.001,16.263,0.933,0.001,5.157,0.001,20.254,0.894,0.676
dantleech,train,Human,225,14,18,11,0.611,12.5,2.0,27.415,0.767,3.0,16.071,8.0,26.508,0.623,15.0,3.814,2.0,4.862,0.547,3.0,2.667,2.0,2.612,0.431,2.0,4.321,0.005,10.883,0.764,1.411,16.145,9.637,20.597,0.6,14.718,5.318,0.147,13.128,0.842,3.649,7.132,0.214,15.162,0.8,7.289
win11bot,train,Bot,209,3,1,1,1.0,209.0,209.0,0.0,0.0,0.0,69.667,31.0,66.973,0.37,58.0,209.0,209.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,187.427,187.427,0.0,0.0,0.0,,,0.0,0.0,,0.901,0.003,2.539,0.854,0.444,0.743,0.003,1.797,0.827,0.308
zserge,train,Human,83,8,8,4,0.5,10.375,3.0,19.885,0.7,5.25,10.375,5.5,14.937,0.589,7.25,4.368,2.0,5.112,0.538,3.5,2.25,1.0,1.909,0.389,2.25,36.363,0.066,77.096,0.658,48.869,71.314,32.889,114.974,0.661,64.07,24.08,0.56,64.048,0.846,14.768,36.977,1.706,84.759,0.816,39.694
minikube-bot,train,Bot,284,6,2,2,1.0,142.0,142.0,114.551,0.285,81.0,47.333,38.5,42.425,0.433,34.5,2.757,1.0,12.231,0.586,1.0,3.0,3.0,1.414,0.167,1.0,2.421,0.0,10.942,0.854,0.0,2.267,0.001,9.706,0.926,0.139,1.698,0.0,8.159,0.949,0.002,2.09,0.001,8.804,0.922,0.021
oneamexbot,train,Bot,12,4,1,1,1.0,12.0,12.0,0.0,0.0,0.0,3.0,3.0,1.633,0.25,1.0,12.0,12.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,542.559,542.559,0.0,0.0,0.0,,,0.0,0.0,,49.324,0.001,163.56,0.889,0.002,60.284,0.001,180.822,0.857,0.002
shoyer,train,Human,186,12,22,15,0.682,8.455,3.0,17.936,0.702,4.0,15.5,12.0,11.759,0.369,8.5,2.241,1.0,2.064,0.397,2.0,2.318,1.0,1.783,0.381,2.75,7.665,0.0,26.329,0.826,0.37,15.385,1.826,32.175,0.776,18.508,10.259,0.461,26.673,0.839,5.773,9.024,0.505,22.353,0.811,6.952
asmeurer,train,Human,215,11,26,12,0.462,8.269,3.0,12.54,0.651,5.75,19.545,6.0,21.787,0.551,30.0,1.72,1.0,1.255,0.316,1.0,2.231,1.0,2.006,0.402,2.0,1.897,0.0,6.375,0.78,0.088,8.497,0.397,16.52,0.778,9.995,6.031,0.162,13.407,0.812,4.595,6.134,0.112,12.83,0.812,4.748
anieeg,train,Human,193,7,2,1,0.5,96.5,96.5,130.815,0.479,92.5,27.571,15.0,32.629,0.552,37.0,21.444,3.0,26.735,0.61,45.0,4.0,4.0,2.828,0.25,2.0,73.454,10.298,96.043,0.346,102.493,55.937,1.038,142.288,0.84,16.73,5.774,0.421,31.969,0.898,1.629,7.551,0.471,40.729,0.91,1.788
openrct2-git-bot,train,Bot,100,1,1,1,1.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,732.344,732.344,0.0,0.0,0.0,,,0.0,0.0,,7.397,4.103,8.552,0.553,9.243,,,0.0,0.0,
rowanwins,train,Human,33,7,4,3,0.75,8.25,5.0,9.912,0.538,11.25,4.714,4.0,2.215,0.234,2.0,5.5,3.5,5.718,0.5,7.25,3.25,3.0,2.63,0.365,4.25,99.356,0.098,200.053,0.559,71.883,33.798,0.291,47.079,0.63,70.841,23.91,0.04,83.461,0.909,1.348,25.216,0.039,90.269,0.919,0.77
pmrsbot,train,Bot,189,3,2,2,1.0,94.5,94.5,60.104,0.225,42.5,63.0,13.0,91.848,0.571,81.0,2.953,2.0,3.425,0.476,2.0,3.0,3.0,0.0,0.0,0.0,21.038,0.753,49.097,0.653,16.5,13.383,3.564,20.661,0.681,15.885,11.646,4.186,18.631,0.656,12.835,9.717,1.973,18.518,0.716,6.501
alshakero,train,Human,204,9,2,1,0.5,102.0,102.0,142.836,0.495,101.0,22.667,22.0,15.922,0.351,20.0,68.0,37.0,86.758,0.539,82.5,5.0,5.0,5.657,0.4,4.0,216.398,8.867,367.16,0.486,320.163,0.067,0.067,0.077,0.41,0.055,3.199,0.122,13.52,0.912,0.591,3.279,0.124,14.273,0.915,0.572
czerwonk,train,Human,258,6,16,11,0.688,16.125,1.0,50.843,0.852,1.5,43.0,8.5,87.313,0.73,7.5,5.733,2.0,7.114,0.574,6.0,1.375,1.0,1.088,0.244,0.0,23.187,0.074,46.026,0.687,19.606,7.349,2.866,9.351,0.626,11.465,5.318,0.354,10.024,0.784,5.248,4.911,0.282,8.984,0.778,3.136
gpbl,train,Human,228,13,13,12,0.923,17.538,1.0,59.63,0.87,0.0,17.538,7.0,26.654,0.609,20.0,10.857,1.0,19.709,0.72,13.0,1.923,1.0,3.328,0.443,0.0,33.9,0.0,61.391,0.416,27.496,17.183,9.641,22.273,0.64,21.003,4.65,0.119,11.064,0.846,1.601,5.109,0.1,11.502,0.838,1.668
google-ml-butler[bot],train,Bot,103,1,6,3,0.5,17.167,6.0,22.212,0.578,19.25,103.0,103.0,0.0,0.0,0.0,3.679,1.5,4.959,0.562,1.5,1.0,1.0,0.0,0.0,0.0,3.131,0.0,7.122,0.698,0.086,5.643,3.226,8.838,0.69,6.42,2.353,0.007,6.199,0.877,0.128,,,0.0,0.0,
jaredallard,train,Human,163,14,26,6,0.231,6.269,2.0,14.941,0.67,5.0,11.643,3.0,17.005,0.646,16.25,2.508,1.0,2.824,0.446,2.0,2.077,1.0,1.809,0.376,1.75,1.352,0.0,5.748,0.888,0.024,4.946,0.268,11.398,0.824,3.419,2.496,0.038,7.844,0.892,0.46,2.915,0.062,8.887,0.89,0.467
thiefmaster,train,Human,202,13,28,15,0.536,7.214,2.0,16.685,0.679,5.0,15.538,7.0,19.56,0.597,23.0,1.772,1.0,1.678,0.339,1.0,1.786,1.0,1.707,0.356,1.0,1.684,0.0,6.557,0.798,0.125,4.233,0.131,10.806,0.849,2.5,3.335,0.146,8.772,0.848,1.51,4.081,0.16,9.638,0.822,2.646
joeytalbot,train,Human,34,4,2,2,1.0,17.0,17.0,22.627,0.471,16.0,8.5,1.5,14.341,0.647,8.0,17.0,17.0,22.627,0.471,16.0,2.5,2.5,2.121,0.3,1.5,675.335,675.335,955.068,0.0,675.335,334.647,334.647,0.0,0.0,0.0,51.07,1.502,97.001,0.788,2.656,84.851,2.37,166.535,0.74,84.534
bnaras,train,Human,38,8,7,5,0.714,5.429,1.0,6.973,0.571,7.5,4.75,3.5,5.203,0.467,3.25,2.533,1.0,3.182,0.495,1.0,2.286,1.0,1.89,0.375,2.5,22.86,0.0,65.903,0.581,0.088,55.383,14.953,73.426,0.649,87.277,30.224,0.579,56.91,0.791,19.931,29.003,0.081,56.133,0.803,17.441
porter-deployment-app[bot],train,Bot,201,4,29,17,0.586,6.931,6.0,6.403,0.38,3.0,50.25,65.0,30.17,0.228,15.25,4.786,3.0,4.625,0.318,2.25,3.103,3.0,0.31,0.03,0.0,2.2,0.001,10.466,0.95,0.006,49.527,21.391,73.68,0.66,44.629,10.615,0.0,38.811,0.915,0.129,10.653,0.0,38.905,0.915,0.111
gburgett,train,Human,45,8,3,3,1.0,15.0,8.0,16.643,0.459,15.5,5.625,3.0,9.486,0.581,1.25,5.625,4.0,5.208,0.464,9.25,3.333,1.0,4.041,0.467,3.5,37.656,0.663,85.568,0.614,25.718,66.183,67.908,60.851,0.411,47.588,17.376,0.144,47.898,0.869,3.944,9.85,0.143,23.135,0.836,2.277
salmonb,train,Human,289,8,20,4,0.2,14.45,8.0,16.829,0.528,14.75,36.125,4.5,88.905,0.8,6.75,1.296,1.0,0.823,0.193,0.0,1.8,1.5,1.005,0.278,1.0,0.869,0.0,5.891,0.885,0.0,7.992,0.011,26.887,0.902,1.633,6.834,0.024,24.136,0.906,1.096,14.314,0.041,46.646,0.902,0.507
wingetbot,train,Bot,113,4,2,2,1.0,56.5,56.5,72.832,0.456,51.5,28.25,2.5,52.506,0.706,27.25,28.25,11.5,41.258,0.617,33.25,2.0,2.0,0.0,0.0,0.0,0.351,0.262,0.429,0.416,0.609,0.03,0.002,0.049,0.65,0.043,0.013,0.0,0.044,0.895,0.0,0.018,0.001,0.038,0.767,0.001
josemduarte,train,Human,86,11,15,8,0.533,5.733,2.0,9.231,0.634,2.5,7.818,3.0,16.726,0.681,3.0,4.3,1.5,5.966,0.587,2.75,2.0,2.0,1.414,0.324,1.0,23.705,0.013,52.087,0.648,24.474,71.367,16.899,123.679,0.752,63.154,21.53,0.408,65.462,0.879,16.184,36.841,0.355,91.092,0.854,21.636
rco-odoo,train,Human,204,5,7,2,0.286,29.143,6.0,52.695,0.693,17.5,40.8,41.0,41.722,0.502,58.0,2.72,1.0,4.549,0.525,1.0,2.143,2.0,0.9,0.21,1.5,8.515,0.0,35.638,0.807,0.656,9.648,0.218,29.356,0.864,3.123,6.663,0.292,22.229,0.877,1.971,7.412,0.218,20.044,0.852,2.811
michelaquino,train,Human,9,3,7,2,0.286,1.286,1.0,0.756,0.19,0.0,3.0,3.0,2.0,0.296,2.0,1.286,1.0,0.756,0.19,0.0,1.0,1.0,0.0,0.0,0.0,27.842,0.0,73.663,0.0,0.0,51.756,0.025,83.092,0.704,90.424,63.179,0.541,89.631,0.66,137.883,155.229,155.229,49.004,0.112,34.651
otc-zuul[bot],test,Bot,200,5,51,4,0.078,3.922,3.0,3.23,0.301,2.0,40.0,35.0,30.854,0.388,40.0,2.632,2.0,1.22,0.248,2.0,2.922,3.0,1.074,0.198,2.0,0.409,0.0,2.46,0.967,0.002,7.946,0.384,37.296,0.916,1.655,3.151,0.001,23.155,0.957,0.131,0.595,0.001,2.506,0.92,0.022
ljharb,test,Human,242,13,84,32,0.381,2.881,2.0,2.673,0.448,3.0,18.615,5.0,28.215,0.657,23.0,1.449,1.0,0.967,0.257,0.0,1.619,1.0,0.917,0.263,1.0,0.33,0.0,2.469,0.86,0.0,0.828,0.084,2.398,0.848,0.336,0.799,0.065,2.841,0.869,0.34,1.086,0.065,3.403,0.864,0.394
juancarlospaco,test,Human,284,13,41,18,0.439,6.927,2.0,9.353,0.611,7.0,21.846,3.0,41.733,0.715,29.0,1.945,1.0,3.568,0.436,0.0,1.634,1.0,0.799,0.243,1.0,1.934,0.0,13.118,0.878,0.0,8.808,0.241,22.71,0.853,3.347,5.51,0.114,19.007,0.905,0.975,5.851,0.11,19.125,0.888,1.348
tldr-bot,test,Bot,210,1,1,1,1.0,210.0,210.0,0.0,0.0,0.0,210.0,210.0,0.0,0.0,0.0,210.0,210.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1374.249,1374.249,0.0,0.0,0.0,,,0.0,0.0,,6.575,1.892,9.855,0.676,9.708,,,0.0,0.0,
jakirkham,test,Human,222,10,72,13,0.181,3.083,2.0,2.561,0.421,3.0,22.2,15.0,20.628,0.459,21.75,1.306,1.0,0.77,0.204,0.0,1.694,1.0,0.959,0.265,1.0,0.109,0.0,0.927,0.864,0.0,3.386,0.073,28.164,0.952,0.309,2.673,0.06,24.658,0.955,0.222,3.441,0.054,28.939,0.96,0.225
release-drafter[bot],test,Bot,77,1,68,48,0.706,1.132,1.0,0.544,0.109,0.0,77.0,77.0,0.0,0.0,0.0,1.1,1.0,0.515,0.087,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,2.198,0.55,0.0,30.331,16.624,40.761,0.632,34.829,27.841,11.054,39.646,0.656,33.718,,,0.0,0.0,
kurnevsky,test,Human,155,13,17,12,0.706,9.118,3.0,15.423,0.648,6.0,11.923,4.0,27.305,0.722,8.0,2.385,1.0,2.754,0.471,1.0,2.412,2.0,1.734,0.359,2.0,20.671,0.0,87.969,0.819,0.176,13.047,1.813,21.162,0.731,18.428,14.147,0.784,37.703,0.838,7.855,10.231,1.172,19.244,0.768,8.686
